game_pk,game_date,season,game_type,status_code,doubleheader,game_number,home_id,home_abbr,away_id,away_abbr,venue_id,statsapi_path,statsapi_bytes,statsapi_sha256,savant_path,savant_rows,savant_bytes,savant_sha256
746639,2024-05-06,2024,R,F,N,1,114,CLE,116,DET,5,statsapi/2024/746639.json.gz,123178,9b1fa99fd1b181066c9d39d393779ff104164487a3a883c16fc1a8b755d8196e,savant/2024/746639.csv.gz,271,55834,1a06ff0513dc3e857ad610447e3df6244c024ef1858c267b8ac82a8de9e13929
746886,2024-05-06,2024,R,F,N,1,112,CHC,135,SD,17,statsapi/2024/746886.json.gz,140541,84f9c83a6e9dfda0091acd9aa7f160a08502b5dfde2ffc5d9c08b735dfcdc5f0,savant/2024/746886.csv.gz,317,65184,ab7d9cf3e245e4593a101f427e0bc438d9d8840460b4147bb476458e08549795
744859,2024-05-07,2024,R,F,N,1,120,WSH,110,BAL,3309,statsapi/2024/744859.json.gz,118342,9a157b66da251281710d8ec14708caaf7a803df1f91df0a276c8ee2ce02dc53a,savant/2024/744859.csv.gz,257,53113,153c37361684e22d80c217ca0325b2573a63cd48a2ac7d6ddac535c9248c1f37
745095,2024-05-07,2024,R,F,N,1,139,TB,145,CWS,12,statsapi/2024/745095.json.gz,126560,5fa72547b74961138d29becc005d9d6ea451e93eb4e6e07249631ee2a1373f7d,savant/2024/745095.csv.gz,287,58550,762540bd3f13c75f432aa7425eb8bc6c47c30345f47f7393f2a6b47fca355730
745186,2024-05-07,2024,R,F,N,1,138,STL,121,NYM,2889,statsapi/2024/745186.json.gz,141474,fce7f91d6cf083934661a42602e16a9a32a9cc64ae717de89fa3d3f98f3a6395,savant/2024/745186.csv.gz,321,66525,7bb19ebbde102cd237ee9c4603a515315eb1f62ea06328750ebfb4fdd56e4a39
745508,2024-05-07,2024,R,F,N,1,134,PIT,108,LAA,31,statsapi/2024/745508.json.gz,127660,80060fe3b6c6e4c6d91cddf731b4d3554d72ce584998afbeba65fe7aa003d386,savant/2024/745508.csv.gz,282,58455,3b0b10cb87b8efa85e95748d47d4ea8e6a5249a86946d49c474ad874f0bfdda0
745586,2024-05-07,2024,R,F,N,1,143,PHI,141,TOR,2681,statsapi/2024/745586.json.gz,126003,63e26c59cb102b19b5c9ce672b11a53a15586a31d8fab2cfdcc8b9635a9d81ce,savant/2024/745586.csv.gz,277,56318,cba849655a6f630b68136d3ec1e1052cae68e133974ffc91171f1b773e0640cd
745668,2024-05-07,2024,R,F,N,1,133,OAK,140,TEX,10,statsapi/2024/745668.json.gz,171430,8772f36f252c3f3033a9e9bac526e1ec0bcf7ee1d2c6a86f90de36d6b59f3d9b,savant/2024/745668.csv.gz,414,81339,54b3e9407f5e84a4ebbd23c69f8d07cbaa5ba9f9bd5b90687dbb97bc5378e827
745752,2024-05-07,2024,R,F,N,1,147,NYY,117,HOU,3313,statsapi/2024/745752.json.gz,137627,4776ce269c9405114052d0c16a7923510a97b9f6e353b25ed722f4deba81214e,savant/2024/745752.csv.gz,312,63883,9508feb6fdc544317b46e25b50f558cc693a49c4ab02c4d31cbb35498d036088
745915,2024-05-07,2024,R,F,N,1,142,MIN,136,SEA,3312,statsapi/2024/745915.json.gz,147936,2077067fa40179c185e858f155225762f52554a47795942fa0715cd3f4798175,savant/2024/745915.csv.gz,339,69188,65e82454e07b2a1c0a3d1fa21dfaec00f008c6efea6228b79210143269fc95e7
746147,2024-05-07,2024,R,F,N,1,119,LAD,146,MIA,22,statsapi/2024/746147.json.gz,117868,ac3c74366e0886502f41d5aa78a86a274cf2617f0b2fce4cb77ea175a68b6bae,savant/2024/746147.csv.gz,256,52728,ef53a81699b77fba8dff3b0f4003caa25496dea45b048ab6588944f92c2b5603
746315,2024-05-07,2024,R,F,N,1,118,KC,158,MIL,7,statsapi/2024/746315.json.gz,128910,374999c82e23a6def3c20d1b24a207601737deef2757e8c45ca6b3e72f8b0c01,savant/2024/746315.csv.gz,276,58149,63105ad1366e2537d1859413dff8893b61ae0db093fea82808a5068e9e5c688d
746559,2024-05-07,2024,R,F,N,1,115,COL,137,SF,19,statsapi/2024/746559.json.gz,129664,ac588eced60425c8e9ff1a0fb8005f5b48c4ead8e47409c102dd8ff0c2b573c9,savant/2024/746559.csv.gz,297,60365,20a0823058c52e135cf2f7641f1dfd2cae114852fca60b9addb73bb26d11c120
746638,2024-05-07,2024,R,F,N,1,114,CLE,116,DET,5,statsapi/2024/746638.json.gz,138716,d3a65777e69e8894ef19f1dc8940a55239cc273f829f4a85b4a4877b76aa755b,savant/2024/746638.csv.gz,307,64065,87ce25a78aa0ef9fd787bb89cf8cbb63cb76bbc9ab7f5aaefc489933a44ce951
746718,2024-05-07,2024,R,F,N,1,113,CIN,109,AZ,2602,statsapi/2024/746718.json.gz,123870,14259e6917c9b6e263b0c77eb02bb9196ba8201c0fe43dbbbd3fc7e2cb99a99d,savant/2024/746718.csv.gz,272,55925,0b5c3a350888cbd2780dcd7f93af413997a43aeb38076764aaf3d08c27e90700
746885,2024-05-07,2024,R,F,N,1,112,CHC,135,SD,17,statsapi/2024/746885.json.gz,121961,9c355ab41aef3eb56ffe70c314709f61fed394e915a0b7815210396ee5766d7a,savant/2024/746885.csv.gz,268,55877,9e9ee347a575cd52a45a8bbc9d9045704917e72d77ed5240105bc701102eea2e
747126,2024-05-07,2024,R,F,N,1,144,ATL,111,BOS,4705,statsapi/2024/747126.json.gz,124276,29484b204a5402c0319c864878ce7ce02bbba3d7294b59f4cca21721979f4074,savant/2024/747126.csv.gz,275,56415,54a259efd30d9f06c21b13f692780670f36e5112e37289980a4672c1937e8616
744858,2024-05-08,2024,R,F,N,1,120,WSH,110,BAL,3309,statsapi/2024/744858.json.gz,158602,d62a005d015fc4224a373c280ce7b41c8c54470a0445ed0169eab17dc2b1fe25,savant/2024/744858.csv.gz,357,74615,1887b31c1ccd5365749efeca93954bd143850916874cf2a04025aceb7f09f143
745097,2024-05-08,2024,R,F,N,1,139,TB,145,CWS,12,statsapi/2024/745097.json.gz,129600,b87ca1dd62c042aed1fce5545dbcf6b32464cab05493dc1854bcce5c3eb1dc62,savant/2024/745097.csv.gz,292,59169,9189d1e85aa0862cd9e945fac3da7fea64af38548b0087f7826e00e09e4853e7
745507,2024-05-08,2024,R,F,N,1,134,PIT,108,LAA,31,statsapi/2024/745507.json.gz,124499,cd6051e90dcf1ee26b7e625505dbc75fd3f882113480af4fcc80466f13899a5d,savant/2024/745507.csv.gz,277,57266,12e6a40c68abbe53afad5f8beab1f93d2e5d9d6fe5d2ff08a9877f299bba1bcc
745584,2024-05-08,2024,R,F,N,1,143,PHI,141,TOR,2681,statsapi/2024/745584.json.gz,135785,f621a8611c4519b2bee2df0c924ba8e2f1e60102deb08c026cbf75dedfc73149,savant/2024/745584.csv.gz,306,62607,46050f275e60d535f049f981e209eee6e5af896cfbfa5f78d8b2c852c771cb1b
745659,2024-05-08,2024,R,F,Y,2,133,OAK,140,TEX,10,statsapi/2024/745659.json.gz,164946,4de2413f62ece3dcfae19329a75a8c222eeef3d198bfe123c5ad0c07f17e3a05,savant/2024/745659.csv.gz,384,78810,07525728f094df3bc0cfa4ed5c0936f0d80cbed77920df3fa7195ccd59d83f74
745664,2024-05-08,2024,R,F,Y,1,133,OAK,140,TEX,10,statsapi/2024/745664.json.gz,123389,338d93fa8ef82ab2b0d0ae66dfddc7ee8c70bce04e90cc711a7d9112e61cb5fd,savant/2024/745664.csv.gz,273,56710,b63c863f7f3bcdd84fec7da02b7f488fa29b9eced7d4bb3a24ab41acddc1d699
745749,2024-05-08,2024,R,F,N,1,147,NYY,117,HOU,3313,statsapi/2024/745749.json.gz,125254,e76c75db008ae15bb3dc73c61bc3d06fc66825a07da9ac98c5cf8b49fc9cd21f,savant/2024/745749.csv.gz,275,56652,28a4cb28d387a3e72409c15fa81e9b1ec4af2dd0bfb6d58c16cf8c8837ab3bfa
745906,2024-05-08,2024,R,F,N,1,142,MIN,136,SEA,3312,statsapi/2024/745906.json.gz,123107,392f82e847f0e393f5234aad8b0fcfa7e2ba2e0cabf9d9bf2f8eb3cdc88673a6,savant/2024/745906.csv.gz,273,56990,d67cef9002aa2173ad6c796223302754cb07e198e64b6974b9145a1e55bba03b
746151,2024-05-08,2024,R,F,N,1,119,LAD,146,MIA,22,statsapi/2024/746151.json.gz,108829,36e83168e8915d5f46f5d40a4f2d02c4579dceb10bf4fa30657e6b9d2fab817d,savant/2024/746151.csv.gz,234,48536,6f229893c4ed96eb90149de2a369415badd7b3754efdf5952038043b6acd7134
746312,2024-05-08,2024,R,F,N,1,118,KC,158,MIL,7,statsapi/2024/746312.json.gz,128569,a381a5f8f11cf9b7768a214eb7ca46a3bb08936d7be421f6bfa17b334a65cf81,savant/2024/746312.csv.gz,283,58302,aca029303151a6f723631d8800650e9ecb18cee3d7bbcff969451be3b4f095b5
746562,2024-05-08,2024,R,F,N,1,115,COL,137,SF,19,statsapi/2024/746562.json.gz,139712,8f41c7c85d5217f7a8e9118e5d6deb32029c691b34fd167c3a6a8dfd80c3aa8a,savant/2024/746562.csv.gz,316,64773,f898b1755e3153c1d1966738758d611ad459e7155311423334373ca8d59704be
746640,2024-05-08,2024,R,F,N,1,114,CLE,116,DET,5,statsapi/2024/746640.json.gz,130698,40c43188a522b30153b474eafd99130428c1c86907ddba9f43b2ef9e0083b81e,savant/2024/746640.csv.gz,290,61042,090b3037d26c109044345a2e25c8886dd9e1d49c2f3b90ee45ef33140416c52b
746717,2024-05-08,2024,R,F,N,1,113,CIN,109,AZ,2602,statsapi/2024/746717.json.gz,125779,21bcb45ed653eec04bebffd766783fead64e59d6a458ffb4cc0e5a5fe938b09e,savant/2024/746717.csv.gz,272,56211,dff254d20823c63d12d58981c5471c493288bf074b63ac40142c9fbfcd9dd035
746879,2024-05-08,2024,R,F,N,1,112,CHC,135,SD,17,statsapi/2024/746879.json.gz,127169,27d686c6fe1a8ac960c11308e7fe2cf39fa69440b20dbe2426572b2bf35ddaae,savant/2024/746879.csv.gz,291,58788,f6036b3ceaa0093aa7a557df72e96bf5105662a522c0f762ab0d76703d7cbd13
747127,2024-05-08,2024,R,F,N,1,144,ATL,111,BOS,4705,statsapi/2024/747127.json.gz,117530,97a604c3a9f4df43a015f45ab77888cbc81a8c1c1d6a65ac4b426e254f26b629,savant/2024/747127.csv.gz,259,53667,05ac2fc1a130f9d45c84581cda90bc5ce0e766df4edbb9f7f0d2545599970dc3
745748,2024-05-09,2024,R,F,N,1,147,NYY,117,HOU,3313,statsapi/2024/745748.json.gz,137825,20a17bd0e4081e40583336205b9ac6dc5292a7d4ebc4b9114334bd7c3b31178f,savant/2024/745748.csv.gz,314,63872,ab389813ec7e8f089c09d92a185ec7f87c45abb8fc9a510d8cc63e386927a242
745910,2024-05-09,2024,R,F,N,1,142,MIN,136,SEA,3312,statsapi/2024/745910.json.gz,133757,5988a9aae1dac0ddf38261f56e59a46882d461c827b0b177fa9e1ec43bc80fec,savant/2024/745910.csv.gz,302,61505,82b3a193245212118e715700bbf1f54aa077798c491467a473f8ee611bc7e098
745995,2024-05-09,2024,R,F,N,1,158,MIL,138,STL,32,statsapi/2024/745995.json.gz,126100,13c6d1208696a0ecf9adde623ad8592440448335902b02746751de6985c26b40,savant/2024/745995.csv.gz,282,57704,f1cac3dda1c2f4f85081cc382fba8b58d29dab3afddaf04577764911cf3b428d
746241,2024-05-09,2024,R,F,N,1,108,LAA,118,KC,1,statsapi/2024/746241.json.gz,139987,28118fc6b6b3b75e502e754cdaa59e7632b17fee22c8ef1d52745530eb08a9b0,savant/2024/746241.csv.gz,320,65016,857e2feb01d9c5683f914ffbe1b8d1dfff5ce6711c709ed4fbc0ed489ecd9f40
746563,2024-05-09,2024,R,F,N,1,115,COL,137,SF,19,statsapi/2024/746563.json.gz,119564,2b535fc1e417cc3dd59c1eb8efd49fb8f413353fb13d0fb2b6d2ac50dc4d85ba,savant/2024/746563.csv.gz,261,54313,8b095faa4bb95b956802a80a20975e154629fa20bc88870bcc28c4a66614bff1
746715,2024-05-09,2024,R,F,N,1,113,CIN,109,AZ,2602,statsapi/2024/746715.json.gz,137669,891e590fde55c2131d4b0798af9dc2fe0f9db4d7078dfac4de4a0e1cb0b45205,savant/2024/746715.csv.gz,305,62755,93d585c25b47c6770cf087df5ea327820e39d0b76136fd4441eeed410cd01345
746802,2024-05-09,2024,R,F,N,1,145,CWS,114,CLE,4,statsapi/2024/746802.json.gz,118846,548d94f7253d06c6067b649cef44bc80f829c879277dc8d797513e4b147683e0,savant/2024/746802.csv.gz,259,54197,009923d27d2787b657ae2d9d11d6b25fa19b07d89c1e4aea36338d6bfba8ef07
744940,2024-05-10,2024,R,F,N,1,141,TOR,142,MIN,14,statsapi/2024/744940.json.gz,118824,3efc8f1ce20ef00da1c691154135e4d9a12d052fd370ebacad7cad45f4d5500a,savant/2024/744940.csv.gz,258,53309,f05db48a655125db21360f9a1e1a58d266918bdfc938602c4be660f5db67ddd3
745094,2024-05-10,2024,R,F,N,1,139,TB,147,NYY,12,statsapi/2024/745094.json.gz,128292,f1c5755d6c509039644b26d4c2e0ddbd0441facc5b22969da0abd4b4898a89a8,savant/2024/745094.csv.gz,281,57077,2fe317c7b63459172ae8e3f17a2b56424b2a46658722138054491b7e9d4dce16
745264,2024-05-10,2024,R,F,N,1,136,SEA,133,OAK,680,statsapi/2024/745264.json.gz,133488,c016fda44dd72582fa9ba60eaa0644a8579b3045db61c7269cf65b695a2c1d30,savant/2024/745264.csv.gz,307,61832,132d6c28afcffbe552814bb4931c2ec7d3c8926e542aa82fef76f736a2164463
745340,2024-05-10,2024,R,F,N,1,137,SF,113,CIN,2395,statsapi/2024/745340.json.gz,130353,f48f5d21db2702100e10a8d000e7c22d483a44e87a02ac57fed201fb52abb6c7,savant/2024/745340.csv.gz,287,58781,20ae48cd011587f1e94f7c9fdb4c15d83f4a0d7824d23deefeffb9e4562f5087
745421,2024-05-10,2024,R,F,N,1,135,SD,119,LAD,2680,statsapi/2024/745421.json.gz,113650,cb419660a69b33a9f5fcd4ff14a13a17a39902dd5b56f5645513e63be55ca5d2,savant/2024/745421.csv.gz,254,51163,0be7d21e98b086e4bda88932002d51833822f893bdd3c49c02322901727ea834
745506,2024-05-10,2024,R,F,N,1,134,PIT,112,CHC,31,statsapi/2024/745506.json.gz,130899,9c6ba92170d29c873aaef8ef2191c121f160eedb4f6c975e04b989323fee7ce4,savant/2024/745506.csv.gz,287,59692,1bcfc1a68427543ef127529e256c13cf69adef99c7d08716596135371762b5b7
745827,2024-05-10,2024,R,F,N,1,121,NYM,144,ATL,3289,statsapi/2024/745827.json.gz,123903,61f78ec3753980756527e236cd9e61827dd34e8e7a82e6aacd8eb333707421a6,savant/2024/745827.csv.gz,278,57154,b1823598f5a12d257088a46f8ad6944f654b6354a8201360937cfec506d97c29
745993,2024-05-10,2024,R,F,N,1,158,MIL,138,STL,32,statsapi/2024/745993.json.gz,132299,59cc5e68b38c736e470035da5d594e3334babb01acaf15dae7183840a28bc35b,savant/2024/745993.csv.gz,297,60848,13496cd3c229c726074e6b3d78d201484e49d31b081009525da6f49fbd49d41c
746071,2024-05-10,2024,R,F,N,1,146,MIA,143,PHI,4169,statsapi/2024/746071.json.gz,138236,014ca6d4b1de0f6cbf31ce7ff1d8de8022bef544077333f43e16ab51e6f2ba80,savant/2024/746071.csv.gz,314,63395,bd4d8254cec0b07c9b9690eb2676688869cb4bd1ae545fa0d59dda6355d0dc0c
746240,2024-05-10,2024,R,F,N,1,108,LAA,118,KC,1,statsapi/2024/746240.json.gz,125027,96ab6f6565ed799ae0227b6a2a38a747fb09d1d76c913dc2d3becb8afa4d9250,savant/2024/746240.csv.gz,274,56682,bfb3897bb1f17d8e201cc6e46f5b852efc191d0b99218556a9fe248a35c87a70
746479,2024-05-10,2024,R,F,N,1,116,DET,117,HOU,2394,statsapi/2024/746479.json.gz,123163,d75b483e6617d64ee6750b29f04bbd8cef715cc1bc19413e18e996e9bc374623,savant/2024/746479.csv.gz,270,55564,45a458a7932a9f6cbc31e52e22d2d25a066e6f4e33665263eaa8b754fab222d3
746553,2024-05-10,2024,R,F,N,1,115,COL,140,TEX,19,statsapi/2024/746553.json.gz,116799,2e6e7a1ee06ea11040411514953da0c575a88eda196f50fdcf0cc55db3150eb5,savant/2024/746553.csv.gz,254,51981,06014be1d6ef123a22fe61f7690c29cef4e349f9735862c3395672475a1c2615
746801,2024-05-10,2024,R,F,N,1,145,CWS,114,CLE,4,statsapi/2024/746801.json.gz,118065,a927cec74853a9ea0a084f1a72d9a359fd2b6f35182af075fa8514071021ecd3,savant/2024/746801.csv.gz,253,53763,d4e9ae160205fae7075b4b811cfb48b489fe0c09f9415e491779c8fb09dd7d87
746964,2024-05-10,2024,R,F,N,1,111,BOS,120,WSH,3,statsapi/2024/746964.json.gz,128369,42484f9f0dae82a9f2abce3a4e40362b8c910f53a8fccda00f084009bc6bed7a,savant/2024/746964.csv.gz,281,57611,317569c969d466c6b7b807287d069e215af3cea366f1430650e66b514726ba1e
747043,2024-05-10,2024,R,F,N,1,110,BAL,109,AZ,2,statsapi/2024/747043.json.gz,124879,bd7013e326a26f3e24c5d11893a905054fad9ab29d492594313d69c605224fb3,savant/2024/747043.csv.gz,275,56002,b66b6592ebb2fd3324639eff218c8237cb9522c262d2ab9ebcafabe66ff2eda8
744943,2024-05-11,2024,R,F,N,1,141,TOR,142,MIN,14,statsapi/2024/744943.json.gz,148506,f3308a50d1843713119ab56c1ce41295f3be6bc4ac0a49f85c14d75f1e8ff2dc,savant/2024/744943.csv.gz,340,69610,5e8f666c514e67082bcf8c244de9a4768d286c22e11f47dca743f8fdfaee9846
745096,2024-05-11,2024,R,F,N,1,139,TB,147,NYY,12,statsapi/2024/745096.json.gz,126539,2789e2fcf57981ed529616343fdc165266f2befba8833ea13c918361178504d1,savant/2024/745096.csv.gz,276,56633,50a0d64ccec43988449eb74311decc21baafa9a2b061c74dd41cc012ed50ba08
745262,2024-05-11,2024,R,F,N,1,136,SEA,133,OAK,680,statsapi/2024/745262.json.gz,121604,cbe8f246f13ede0f7d64cbd56eaf97a7928d437f49c1822fc1ecfa274a5f3902,savant/2024/745262.csv.gz,275,56228,bd4d1bb6cbbaeb01fc2a3c9565f40aa59888c9e7a98d4716f1fecbff7f2508ee
745344,2024-05-11,2024,R,F,N,1,137,SF,113,CIN,2395,statsapi/2024/745344.json.gz,131329,c7d6741d4623673cc7e624413e19d4c494d634cb0630b0a5042708fdda001e6c,savant/2024/745344.csv.gz,292,59584,83e7413d98a5638738f8cc84651340b29dffe6ce559158a906901658fb66411d
745422,2024-05-11,2024,R,F,N,1,135,SD,119,LAD,2680,statsapi/2024/745422.json.gz,128908,f55ce200127c64d89c435efb210839b7029feb56dd88d20c31c5c7e4f2c02051,savant/2024/745422.csv.gz,293,58604,498b2dd35f6ec06b85d7d4fc8a23a76e786a58052db2f68c870d20182a762a28
745505,2024-05-11,2024,R,F,N,1,134,PIT,112,CHC,31,statsapi/2024/745505.json.gz,153697,f41d9693577581d8a04014e27d9f49920b31ae35d70cae5bc2b8a8a073394b52,savant/2024/745505.csv.gz,357,73188,1f5ce18e1ca450212c40ffb624019afc87f0dd42213b210ff067d2df8a07025c
745828,2024-05-11,2024,R,F,N,1,121,NYM,144,ATL,3289,statsapi/2024/745828.json.gz,131520,7487440d01afc4bc399312d402a866bdd3b1269a67a505eeabbb000eeed562a6,savant/2024/745828.csv.gz,303,61089,5c46f577fcd1bfa81eb547af375d0fc1fbe9ff86e28eab667aad06d6345c9157
745994,2024-05-11,2024,R,F,N,1,158,MIL,138,STL,32,statsapi/2024/745994.json.gz,137974,151a208c4c8d075f7d3d093bbde7d4017448dfbe5e249d5d0fead91730623e20,savant/2024/745994.csv.gz,312,63765,8b172a0bbe7407c5ba1059eed96602d472df4a4f6dfe6ee94f62ad62e5c33bfd
746069,2024-05-11,2024,R,F,N,1,146,MIA,143,PHI,4169,statsapi/2024/746069.json.gz,131079,ed0b0242666b0d67b9d0d09cac16b95d6892f1f146a0eb93bb4f19932347e724,savant/2024/746069.csv.gz,287,59463,3b5387bc03d840356eb6ba9ca798e51359170b581e16dc6e5bd7d5a894e8b970
746232,2024-05-11,2024,R,F,N,1,108,LAA,118,KC,1,statsapi/2024/746232.json.gz,123405,da334d8e8237dfb0afc219c3f810d39518889f0f6a04c7d3f2124695348deb0a,savant/2024/746232.csv.gz,268,55333,11e0b628dd798ee104eb763b70cfd5ef27c9b1c773eeeb684862164a1f2a817d
746480,2024-05-11,2024,R,F,N,1,116,DET,117,HOU,2394,statsapi/2024/746480.json.gz,134105,2f8c7de101d6fadfc2554ef40963a2300f1e7e70ab07451ff7d919e0e115bee9,savant/2024/746480.csv.gz,302,61667,92c5e91343942dd2b75f99a004093f30bd58d04f59a66616e98345c22d3960ed
746554,2024-05-11,2024,R,F,N,1,115,COL,140,TEX,19,statsapi/2024/746554.json.gz,132464,3e07d379cf1fd61d280d068ca4f605e7b7bc1cb6de3019f6919137341450319e,savant/2024/746554.csv.gz,293,60867,0c8f7dd1c870e4c14e092b8b60a02cd9c916f53a365432da40894c42834ed693
746797,2024-05-11,2024,R,F,N,1,145,CWS,114,CLE,4,statsapi/2024/746797.json.gz,115030,9896985be98e87a488af1aad2b89e5c5fa050498ba826cf9413ff246b84f35ce,savant/2024/746797.csv.gz,246,51322,db8c9c542cb03b4093f5987444b891d4609d4a1387d7d8e9a279c6d61f895c0e
746963,2024-05-11,2024,R,F,N,1,111,BOS,120,WSH,3,statsapi/2024/746963.json.gz,117901,c770105f7fbca5ca0a1bacccd4b6941bf7624d46d5594cd15ae202e024439b9a,savant/2024/746963.csv.gz,257,53082,41d85b54022fd044f98ac3487fdb78025c17020ab3d20599143f26792c57a313
747041,2024-05-11,2024,R,F,N,1,110,BAL,109,AZ,2,statsapi/2024/747041.json.gz,148497,750bf42bdc748131221ee4f1f016f8e2d1ddc67776283831e073c725655e030e,savant/2024/747041.csv.gz,342,70615,e93c9f482d1c9872e8b6263229f6d3afeb9aedacb76011dcf60d8ffc1eae7510
744941,2024-05-12,2024,R,F,N,1,141,TOR,142,MIN,14,statsapi/2024/744941.json.gz,122208,cba9104576f0e31086482e74d1daa407d629f9870ee4fde88b0f3007d3d35abb,savant/2024/744941.csv.gz,274,55915,6ba53b1d49179687b674d9493bc20357f30e35c388120f3cc56b3981bf507390
745092,2024-05-12,2024,R,F,N,1,139,TB,147,NYY,12,statsapi/2024/745092.json.gz,140781,fba1a74648b39ca4e276ebca781a652f1bebfa41b1f5b35aca324c720bc594e3,savant/2024/745092.csv.gz,317,65225,d08d4306a8b4782bfda8344686c9cc6bcd7738ac33916bd9e9f17569dc8a88e6
745255,2024-05-12,2024,R,F,N,1,136,SEA,133,OAK,680,statsapi/2024/745255.json.gz,125127,d815a043ba95907972902fe31ac644802e3077168a916878e8327e6a8799b332,savant/2024/745255.csv.gz,285,58186,73d1df41d03fe98dcf2ff605906fb0bef3a87f5b2628d8a10663fca0eb6a30cc
745345,2024-05-12,2024,R,F,N,1,137,SF,113,CIN,2395,statsapi/2024/745345.json.gz,150860,e4543dbc448603d303a418429b1b02abb4b16c95ed70733099efebe4e6ac464c,savant/2024/745345.csv.gz,345,69216,bd61cbfcedfc1e2663c8130d471d30ea05cc807fda0ea52b50e5fcac98423c22
745419,2024-05-12,2024,R,F,N,1,135,SD,119,LAD,2680,statsapi/2024/745419.json.gz,129879,7851ddc93964ccb43432f22d24d0acfb8f91c4f4703e39f7f568e96428ba8103,savant/2024/745419.csv.gz,295,60832,ffbda6a979b7b77003b1f3430bec635d4ae8cf7542826130ca627f2d7f262aca
745499,2024-05-12,2024,R,F,N,1,134,PIT,112,CHC,31,statsapi/2024/745499.json.gz,155702,6808fbb160d3505316f298dd5083c9502228a2d81ffd7860f7ba71bb3575913a,savant/2024/745499.csv.gz,354,71058,00842a06ae120860b437cf68d869fad50757aca6a01f0d18ebf004c4753dcef4
745825,2024-05-12,2024,R,F,N,1,121,NYM,144,ATL,3289,statsapi/2024/745825.json.gz,133628,f05a8ccdb30504a0b4ef26d662748457e8c8fab69f36291fec5073877eb4d308,savant/2024/745825.csv.gz,300,61274,d2735ccc54df88bc7c4bd0d8322eb03a0c6c72d12dd24c3b74581718a3dbb4a2
745990,2024-05-12,2024,R,F,N,1,158,MIL,138,STL,32,statsapi/2024/745990.json.gz,134647,b7aa7447b6bc0774250026a87eed209f082920399f4d61eb673a718e8a27522f,savant/2024/745990.csv.gz,298,60202,ba3e5d04b3539ae41e1bbfa430d56b8a3076e8f89d9f77486a8f73ae5af4f5ce
746068,2024-05-12,2024,R,F,N,1,146,MIA,143,PHI,4169,statsapi/2024/746068.json.gz,141715,7f07d96e690c43c9e3b3160ea02d4cc2ba33c51d51c3414d587abf407552d9fd,savant/2024/746068.csv.gz,325,65180,9d6dd0ccc915c8f2de279752bfcb7100d41a124de83a0c6b849d8ef175e5fa48
746234,2024-05-12,2024,R,F,N,1,108,LAA,118,KC,1,statsapi/2024/746234.json.gz,119423,031ff946dd80fd19c55d2b07c6d733d3eb3d9a11ce64065786296382730cf74c,savant/2024/746234.csv.gz,259,53738,7ff4ea3ecabddb6650271216b8d9f8a4391e269c71cb642d1295268499faf9d2
746476,2024-05-12,2024,R,F,N,1,116,DET,117,HOU,2394,statsapi/2024/746476.json.gz,138826,287504849f71fb935a61da3aff567e1cf8f064147c6869e8e3213326b637e2a5,savant/2024/746476.csv.gz,316,64878,8f87c856ac2568fff24ed98869668601398ef43cde1a3415e98029ed84ea3700
746555,2024-05-12,2024,R,F,N,1,115,COL,140,TEX,19,statsapi/2024/746555.json.gz,121010,9213fc08d732a8f3021b27d4e8cb9815dc42b3730253dbdf2b3f6c9b05e1dcaa,savant/2024/746555.csv.gz,266,54428,a0bacfd98680efb98c5e349d75b8eb161f35c3c46b33c65587bfe206375448ed
746798,2024-05-12,2024,R,F,N,1,145,CWS,114,CLE,4,statsapi/2024/746798.json.gz,120384,7707b86476aebe9d31b33d7e8271f407e62985020c9fddd8618c30d2c18843b3,savant/2024/746798.csv.gz,263,54216,165aec554566dbf275f0c557d3517c1d7a669d1a787bbce52e2d983ef9367b06
746965,2024-05-12,2024,R,F,N,1,111,BOS,120,WSH,3,statsapi/2024/746965.json.gz,121100,e974c4fcdbbfd3f198592f55c51439964e1772e5e5066c22582da52c9f0808a6,savant/2024/746965.csv.gz,254,52818,f7ed56e05c292283d5703de9434e5fcb31b0f558a3d01aa2b486e6cfbcbcff26
747042,2024-05-12,2024,R,F,N,1,110,BAL,109,AZ,2,statsapi/2024/747042.json.gz,133181,bbbb5f1140996c734ec4d6303f484eb96019aa9257e58e2fdc8c2c8d8f4883d2,savant/2024/747042.csv.gz,298,60663,1e48b69fefdfa19597da8ee5d7247145d96e16c58a8a235e4cc53296f2e6b8d5
745019,2024-05-13,2024,R,F,N,1,140,TEX,114,CLE,5325,statsapi/2024/745019.json.gz,134398,226266b218844c67b672377d557458292a31e698b6a4c6eaf2ac6c28ff3a4289,savant/2024/745019.csv.gz,311,62220,0a01e4b324cee797c42e7eb81e6e9329e3ce285aaab7016938b249da4680c492
745256,2024-05-13,2024,R,F,N,1,136,SEA,118,KC,680,statsapi/2024/745256.json.gz,129024,9fc3ac60dac965b1630ebe17e1aa1ff91007af8452669b3c227fe6b5f2cc2b89,savant/2024/745256.csv.gz,290,59518,0c3d31be78fa12a50fac852f146ae9f56b5f5fe608e428825ceb4919b4fb1aa7
