season,games,game_types,statsapi_captured,statsapi_bytes,savant_captured,savant_bytes,manifest
2024,2959,A:1|D:18|E:13|F:9|L:11|R:2430|S:472|W:5,500,65028899,0,0,manifest/2024.csv
