date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/25/2022,"Myrtle Beach, S.C.",NA,1,top,0-0,Felician,Mercy,Antonio walked.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,top,0-0,Felician,Mercy,Antonio advanced to second on an error by p.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,top,1-0,Felician,Mercy,"De La Cruz singled, RBI; Antonio scored.",https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,top,3-0,Felician,Mercy,"Genao homered, 2 RBI; De La Cruz scored.",https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,top,3-0,Felician,Mercy,Tavarez walked.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,top,3-0,Felician,Mercy,Vazquez flied out to rf.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,top,3-0,Felician,Mercy,Fernandez hit by pitch; Tavarez advanced to second.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,top,3-0,Felician,Mercy,Hall grounded into double play ss to 2b to 1b; Fernandez out on the play.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,bot,3-0,Mercy,Felician,Caballero walked.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,bot,3-0,Mercy,Felician,Liguori grounded out to 2b; Caballero advanced to second.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,bot,3-0,Mercy,Felician,Giblin struck out.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,1,bot,3-0,Mercy,Felician,Gonzalez grounded out to ss.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,top,3-0,Felician,Mercy,Pellecchia grounded out to 3b.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,top,3-0,Felician,Mercy,Stoller singled.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,top,3-0,Felician,Mercy,Antonio grounded out to 3b; Stoller advanced to second.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,top,3-0,Felician,Mercy,De La Cruz flied out to ss.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,top,3-0,Felician,Mercy,H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,bot,3-0,Mercy,Felician,Glennerster grounded out to ss.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,bot,3-0,Mercy,Felician,Wootten walked.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,bot,3-0,Mercy,Felician,Hoti grounded out to p unassisted; Wootten advanced to second.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,bot,3-0,Mercy,Felician,Hernandez struck out.,https://stats.ncaa.org/game/play_by_play/5217315,5217315
02/25/2022,"Myrtle Beach, S.C.",NA,2,top,3-0,Felician,Mercy,LOB: 1,https://stats.ncaa.org/game/play_by_play/5217315,5217315
