date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/20/2022,"Phoenix, Ariz.",NA,1,top,0-0,Utah Tech,Arizona St.,"Taylor, S. singled to center field (1-2 KFFBF).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,1,top,0-0,Utah Tech,Arizona St.,"Keating, S. grounded out to 2b (1-0 B); Taylor, S. advanced to second.",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,1,top,0-0,Utah Tech,Arizona St.,"Hollow, K. singled to right field (3-2 KBBBFF); Taylor, S. advanced to third.",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,1,top,1-0,Utah Tech,Arizona St.,"Hollow, T. singled to right field, RBI (0-0); Hollow, K. advanced to third; Taylor, S. scored.",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,1,top,2-0,Utah Tech,Arizona St.,"Chambers, W. reached on a fielder's choice to second base, RBI (2-0 BB); Hollow, T. out at second 2b to ss; Hollow, K. scored.",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,1,top,2-0,Utah Tech,Arizona St.,"Fisher, T. flied out to cf (0-0).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,1,bot,2-0,Arizona St.,Utah Tech,"McLain,S grounded out to 2b (2-0 BB).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,1,bot,2-0,Arizona St.,Utah Tech,"Lampe, Joe struck out swinging (2-2 BSBKS).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,1,bot,2-0,Arizona St.,Utah Tech,"Long, Ethan flied out to rf (1-2 SSB).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,top,2-0,Utah Tech,Arizona St.,"Davis, K. grounded out to ss (1-2 KFBF).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,top,2-0,Utah Tech,Arizona St.,"Ivancich, M. struck out looking (1-2 SKBK).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,top,2-0,Utah Tech,Arizona St.,"Leavitt, J. grounded out to 2b (2-2 KBBSF).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-1,Arizona St.,Utah Tech,"Davis, Conor homered to center field, RBI (1-0 B).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-1,Arizona St.,Utah Tech,"Baez,N singled to right field (2-1 FBB).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-1,Arizona St.,Utah Tech,"Rogers, Will reached on a fielder's choice to second base (1-2 FBF); Baez,N out at second 2b to ss.",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-1,Arizona St.,Utah Tech,"Brethowr, I. flied out to cf (0-0).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-1,Arizona St.,Utah Tech,"Rogers, Will stole second.",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-1,Arizona St.,Utah Tech,"Murphy, Kai walked (3-1 BKBBB).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-1,Arizona St.,Utah Tech,"Murphy, Kai advanced to second on a wild pitch; Rogers, Will advanced to third on a wild pitch.",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-3,Arizona St.,Utah Tech,"Haas, Hunter doubled down the lf line, 2 RBI; Murphy, Kai scored; Rogers, Will scored.",https://stats.ncaa.org/game/play_by_play/5211394,5211394
02/20/2022,"Phoenix, Ariz.",NA,2,bot,2-3,Arizona St.,Utah Tech,"McLain,S walked (3-2 BBFSBB).",https://stats.ncaa.org/game/play_by_play/5211394,5211394
