date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/26/2022,"Clinton, S.C.",NA,1,top,0-0,Manhattan,Presbyterian,"OCASAL, D. popped up to 1b.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,top,0-0,Manhattan,Presbyterian,"MARINELLI, F singled through the right side.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,top,0-0,Manhattan,Presbyterian,"MARINELLI, F advanced to second on a wild pitch.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,top,0-0,Manhattan,Presbyterian,"BERMUDEZ, D flied out to rf.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,top,1-0,Manhattan,Presbyterian,"TREBLE, H. doubled to right center, RBI; MARINELLI, F scored.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,top,2-0,Manhattan,Presbyterian,"PADRE, M singled up the middle, RBI; TREBLE, H. scored.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,top,2-0,Manhattan,Presbyterian,"SANTOS, T reached on a fielder's choice; PADRE, M out at second ss to 2b.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,bot,2-0,Presbyterian,Manhattan,"GORMAN, J. singled up the middle.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,bot,2-0,Presbyterian,Manhattan,"WETHERINGTON hit by pitch; GORMAN, J. advanced to second.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,bot,2-0,Presbyterian,Manhattan,"TOTH, E. singled to shortstop; WETHERINGTON advanced to second; GORMAN, J. advanced to third.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,bot,2-1,Presbyterian,Manhattan,"HUGHES, C. flied out to rf, SF, RBI; WETHERINGTON advanced to third; GORMAN, J. scored.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,bot,2-2,Presbyterian,Manhattan,"VEACH, C. reached on a fielder's choice, RBI; TOTH, E. out at second ss to 2b; WETHERINGTON scored.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,1,bot,2-2,Presbyterian,Manhattan,"BOYD, J. struck out swinging.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,2,top,2-2,Manhattan,Presbyterian,"MOFFETT, D. struck out looking.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
02/26/2022,"Clinton, S.C.",NA,2,top,2-2,Manhattan,Presbyterian,"LYNCH, J. singled up the middle.",https://stats.ncaa.org/game/play_by_play/5218104,5218104
