inning,score,batting,fielding,description,game_pbp_url,game_pbp_id
5,24-27,Clark Atlanta,Kentucky St.,"Mason grounds out, third baseman Thompson to first baseman Lawson",https://stats.ncaa.org/game/play_by_play/5251312,5251312
5,24-28,Clark Atlanta,Kentucky St.,"Brown Jr. walks, Hureskin pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
5,24-29,Clark Atlanta,Kentucky St.,"Burrell strikes out swinging, Hureskin pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
5,24-29,Clark Atlanta,Kentucky St.,LOB: 1,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,24-29,Kentucky St.,Clark Atlanta,Lineup changed: Garner in at pitcher,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,25-29,Kentucky St.,Clark Atlanta,"Saylor walks, Garner pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,27-29,Kentucky St.,Clark Atlanta,Thompson homers on a fly ball to left field. Saylor scores,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,28-29,Kentucky St.,Clark Atlanta,Schank flies out to right fielder Swift,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,29-29,Kentucky St.,Clark Atlanta,"Famble walks, Garner pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,31-29,Kentucky St.,Clark Atlanta,Chambers singles on a ground ball to left fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,33-29,Kentucky St.,Clark Atlanta,"Kumar walks, Garner pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,33-29,Kentucky St.,Clark Atlanta,Lineup changed: Waites in at pitcher,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,34-29,Kentucky St.,Clark Atlanta,Famble scores on wild pitch,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,35-29,Kentucky St.,Clark Atlanta,Chambers advances to 3rd on the same pitch,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,36-29,Kentucky St.,Clark Atlanta,Kumar advances to 2nd on the same pitch,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,37-29,Kentucky St.,Clark Atlanta,"Pierce walks, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,37-29,Kentucky St.,Clark Atlanta,Lineup changed: Waites in at pitcher,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,41-29,Kentucky St.,Clark Atlanta,Lawson hits a ground ball and reaches on an error. Chambers scores. Kumar scores,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,44-29,Kentucky St.,Clark Atlanta,Higgs homers on a fly ball to right field. Pierce scores. Lawson scores,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,45-29,Kentucky St.,Clark Atlanta,"Saylor is hit by pitch, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,45-29,Kentucky St.,Clark Atlanta,Lineup changed: Kumar in at shortstop,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,45-29,Kentucky St.,Clark Atlanta,Lineup changed: Waites in at pitcher,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,47-29,Kentucky St.,Clark Atlanta,Thompson homers on a fly ball to center field. Saylor scores,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,48-29,Kentucky St.,Clark Atlanta,"Schank walks, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,49-29,Kentucky St.,Clark Atlanta,Famble flies out to second baseman Mason,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,51-29,Kentucky St.,Clark Atlanta,"Chambers walks, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,54-29,Kentucky St.,Clark Atlanta,Kumar hits a ground ball and reaches on an error by shortstop Page,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,58-29,Kentucky St.,Clark Atlanta,"Pierce walks, Waites pitching. Schank scores",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,59-29,Kentucky St.,Clark Atlanta,Lawson grounds out to first baseman Gaskin,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,59-30,Clark Atlanta,Kentucky St.,Gaskin doubles on a line drive to center fielder Saylor,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,59-31,Clark Atlanta,Kentucky St.,"Freeman strikes out swinging, Hureskin pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,59-32,Clark Atlanta,Kentucky St.,"Manuel strikes out looking, Hureskin pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,59-34,Clark Atlanta,Kentucky St.,Page singles on a ground ball to left fielder Higgs,https://stats.ncaa.org/game/play_by_play/5251312,5251312
6,59-35,Clark Atlanta,Kentucky St.,"Bing strikes out swinging, Hureskin pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,59-35,Kentucky St.,Clark Atlanta,Lineup changed: Foster in at pitcher,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,60-35,Kentucky St.,Clark Atlanta,Higgs doubles on a fly ball to left fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,62-35,Kentucky St.,Clark Atlanta,Saylor singles on a line drive to left fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,65-35,Kentucky St.,Clark Atlanta,Thompson singles on a ground ball to center fielder Burrell. Higgs scores,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,65-35,Kentucky St.,Clark Atlanta,Lineup changed: White in for designated hitter Schank,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,68-35,Kentucky St.,Clark Atlanta,White grounds into fielder's choice to third baseman Bing,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,68-35,Kentucky St.,Clark Atlanta,Lineup changed: Moore in for second baseman Famble,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,69-35,Kentucky St.,Clark Atlanta,"Moore strikes out looking, Foster pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,72-35,Kentucky St.,Clark Atlanta,"Chambers grounds into fielder's choice, second baseman Mason to shortstop Page",https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,72-35,Clark Atlanta,Kentucky St.,Lineup changed: Higdon in for catcher Pierce,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,72-36,Clark Atlanta,Kentucky St.,"Swift strikes out looking, Hureskin pitching",https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,72-37,Clark Atlanta,Kentucky St.,Mason singles on a hard ground ball to pitcher Hureskin,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,72-38,Clark Atlanta,Kentucky St.,Brown Jr. lines out to left fielder Higgs,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,72-40,Clark Atlanta,Kentucky St.,Burrell singles on a line drive to right fielder Chambers,https://stats.ncaa.org/game/play_by_play/5251312,5251312
7,72-41,Clark Atlanta,Kentucky St.,Gaskin flies out to center fielder Saylor,https://stats.ncaa.org/game/play_by_play/5251312,5251312
