inning,score,batting,fielding,description,game_pbp_url,game_pbp_id
1,1-0,Miles,Clark Atlanta,"Bisharat strikes out swinging, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,2-0,Miles,Clark Atlanta,"Cantey is hit by pitch, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,4-0,Miles,Clark Atlanta,Bitner homers on a fly ball to left field. Cantey scores,https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,5-0,Miles,Clark Atlanta,Glass flies out to right fielder Gay,https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,6-0,Miles,Clark Atlanta,"Snelson walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-0,Miles,Clark Atlanta,"Wright grounds into fielder's choice, shortstop Page to second baseman Mason",https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-1,Clark Atlanta,Miles,"Mason strikes out looking, Long pitching",https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-1,Clark Atlanta,Miles,"Lineup changed: Brown Jr. activated, batting 2nd",https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-2,Clark Atlanta,Miles,Brown Jr. singles on a ground ball to shortstop,https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-2,Clark Atlanta,Miles,"Lineup changed: Burrell activated, batting 3rd",https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-3,Clark Atlanta,Miles,Burrell pops out to right fielder Cantey,https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-3,Clark Atlanta,Miles,Lineup changed: Davenport in at shortstop,https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-3,Clark Atlanta,Miles,Lineup changed: Fondren in at second baseman,https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-3,Clark Atlanta,Miles,"Lineup changed: Freeman activated, batting 4th",https://stats.ncaa.org/game/play_by_play/5250010,5250010
1,8-4,Clark Atlanta,Miles,"Freeman strikes out swinging, Long pitching",https://stats.ncaa.org/game/play_by_play/5250010,5250010
2,8-4,Miles,Clark Atlanta,"Lineup changed: Davenport activated, batting 7th",https://stats.ncaa.org/game/play_by_play/5250010,5250010
2,9-4,Miles,Clark Atlanta,Davenport singles on a line drive to center fielder Burrell,https://stats.ncaa.org/game/play_by_play/5250010,5250010
2,9-4,Miles,Clark Atlanta,"Lineup changed: Orr activated, batting 8th",https://stats.ncaa.org/game/play_by_play/5250010,5250010
2,10-4,Miles,Clark Atlanta,Davenport advances to 2nd on wild pitch,https://stats.ncaa.org/game/play_by_play/5250010,5250010
2,11-4,Miles,Clark Atlanta,"Orr walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250010,5250010
