date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/19/2022,"Georgetown, Texas",NA,1,top,0-0,North Park,Southwestern (TX),Arakaki grounded out to 1b unassisted.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,top,0-0,North Park,Southwestern (TX),Peters singled through the left side.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,top,0-0,North Park,Southwestern (TX),Peters Failed pickoff attempt.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,top,0-0,North Park,Southwestern (TX),Stevanovic lined into double play 2b to 1b; Peters out on the play.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,top,0-0,North Park,Southwestern (TX),H: 1,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,bot,0-0,Southwestern (TX),North Park,"T. Lobkowicz struck out swinging, reached first on a passed ball.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,bot,0-0,Southwestern (TX),North Park,M. Mims walked; T. Lobkowicz advanced to second.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,bot,0-0,Southwestern (TX),North Park,P. Witt struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,bot,0-0,Southwestern (TX),North Park,C. Melillo flied out to lf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,bot,0-0,Southwestern (TX),North Park,J. Harris walked; M. Mims advanced to second; T. Lobkowicz advanced to third.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,bot,0-0,Southwestern (TX),North Park,J. Tanner reached on a fielder's choice; J. Harris out at second 2b to ss.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,1,top,0-0,North Park,Southwestern (TX),LOB: 3,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,top,0-0,North Park,Southwestern (TX),Swanson singled up the middle.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,top,0-0,North Park,Southwestern (TX),Swanson Failed pickoff attempt.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,top,0-0,North Park,Southwestern (TX),Maurer struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,top,0-0,North Park,Southwestern (TX),Bartlett singled to center field; Swanson advanced to third.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,top,0-0,North Park,Southwestern (TX),Bartlett Failed pickoff attempt.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,top,0-0,North Park,Southwestern (TX),Lingk struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,top,0-0,North Park,Southwestern (TX),Zay flied out to cf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,top,0-0,North Park,Southwestern (TX),H: 2 LOB: 2,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,bot,0-0,Southwestern (TX),North Park,L. Durdin flied out to rf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,bot,0-0,Southwestern (TX),North Park,J. Vaquero walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,bot,0-0,Southwestern (TX),North Park,"J. Vaquero out at second c to ss, caught stealing.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,2,bot,0-0,Southwestern (TX),North Park,T. Raschke struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,top,0-0,North Park,Southwestern (TX),Martinez walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,top,0-0,North Park,Southwestern (TX),Martinez Failed pickoff attempt.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,top,0-0,North Park,Southwestern (TX),Arakaki flied out to rf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,top,0-0,North Park,Southwestern (TX),Peters struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,top,1-0,North Park,Southwestern (TX),"Stevanovic doubled to center field, RBI; Martinez scored.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,top,2-0,North Park,Southwestern (TX),"Swanson singled through the left side, RBI; Stevanovic scored.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,top,2-0,North Park,Southwestern (TX),Maurer struck out looking.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,bot,2-0,Southwestern (TX),North Park,T. Lobkowicz walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,bot,2-1,Southwestern (TX),North Park,"M. Mims tripled to right field, RBI; T. Lobkowicz scored.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,bot,2-1,Southwestern (TX),North Park,"P. Witt reached first on an error by ss, advanced to second.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,bot,2-1,Southwestern (TX),North Park,C. Melillo grounded out to c.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,bot,2-1,Southwestern (TX),North Park,J. Harris struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,3,bot,2-1,Southwestern (TX),North Park,J. Tanner struck out looking.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,top,2-1,North Park,Southwestern (TX),Bartlett popped up to 2b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,top,2-1,North Park,Southwestern (TX),Lingk struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,top,2-1,North Park,Southwestern (TX),Zay struck out looking.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,bot,2-1,Southwestern (TX),North Park,L. Durdin walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,bot,2-1,Southwestern (TX),North Park,J. Vaquero walked; L. Durdin advanced to second.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,bot,2-2,Southwestern (TX),North Park,"T. Raschke doubled to left center, RBI; J. Vaquero advanced to third; L. Durdin scored.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,bot,2-2,Southwestern (TX),North Park,Russ to p for Sund.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,bot,2-2,Southwestern (TX),North Park,T. Lobkowicz struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,bot,2-2,Southwestern (TX),North Park,M. Mims popped up to ss.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,bot,2-2,Southwestern (TX),North Park,P. Witt struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,4,bot,2-2,Southwestern (TX),North Park,R: 1 H: 1 LOB: 2,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,top,2-2,North Park,Southwestern (TX),Martinez walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,top,2-2,North Park,Southwestern (TX),Arakaki singled to second base; Martinez advanced to second.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,top,2-2,North Park,Southwestern (TX),"Peters grounded out to p, SAC; Arakaki advanced to second; Martinez advanced to third.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,top,2-2,North Park,Southwestern (TX),Stevanovic walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,top,2-2,North Park,Southwestern (TX),Swanson struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,top,3-2,North Park,Southwestern (TX),"Stevanovic advanced to second on a passed ball; Arakaki advanced to third on a passed ball; Martinez scored on a passed ball, unearned.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,top,3-2,North Park,Southwestern (TX),Maurer popped up to c.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,bot,3-2,Southwestern (TX),North Park,Blatchford to cf for Martinez.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,bot,3-2,Southwestern (TX),North Park,C. Melillo struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,bot,3-2,Southwestern (TX),North Park,J. Harris grounded out to 2b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,5,bot,3-2,Southwestern (TX),North Park,J. Tanner grounded out to 3b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,top,3-2,North Park,Southwestern (TX),G. Ferguson to p for T. Harvey.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,top,3-2,North Park,Southwestern (TX),Bartlett struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,top,3-2,North Park,Southwestern (TX),Lingk struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,top,3-2,North Park,Southwestern (TX),Zay struck out looking.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,bot,3-2,Southwestern (TX),North Park,L. Durdin singled to right field.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,bot,3-2,Southwestern (TX),North Park,"L. Durdin out at second c to ss, caught stealing.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,bot,3-2,Southwestern (TX),North Park,J. Vaquero grounded out to 3b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,bot,3-2,Southwestern (TX),North Park,T. Raschke lined out to 3b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,6,bot,3-2,Southwestern (TX),North Park,H: 1,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,top,3-2,North Park,Southwestern (TX),Blatchford flied out to rf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,top,3-2,North Park,Southwestern (TX),Arakaki struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,top,3-2,North Park,Southwestern (TX),Peters hit by pitch.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,top,3-2,North Park,Southwestern (TX),Peters advanced to second on a balk.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,top,4-2,North Park,Southwestern (TX),"Stevanovic reached first on an error by 3b, advanced to second; Peters scored, unearned.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,top,4-2,North Park,Southwestern (TX),Swanson flied out to rf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,bot,4-2,Southwestern (TX),North Park,T. Lobkowicz singled through the left side.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,bot,4-2,Southwestern (TX),North Park,M. Mims grounded into double play ss to 2b to 1b; T. Lobkowicz out on the play.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,7,bot,4-2,Southwestern (TX),North Park,P. Witt grounded out to p.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,8,top,4-2,North Park,Southwestern (TX),Maurer flied out to cf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,8,top,4-2,North Park,Southwestern (TX),Bartlett grounded out to 2b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,8,top,4-2,North Park,Southwestern (TX),Lingk struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,8,bot,4-2,Southwestern (TX),North Park,C. Melillo struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,8,bot,4-2,Southwestern (TX),North Park,J. Harris struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,8,bot,4-2,Southwestern (TX),North Park,J. Tanner flied out to cf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,top,4-2,North Park,Southwestern (TX),Zay walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,top,4-2,North Park,Southwestern (TX),Zay advanced to second on a passed ball.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,top,4-2,North Park,Southwestern (TX),"Blatchford out at first p to 2b, SAC; Zay advanced to third.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,top,5-2,North Park,Southwestern (TX),"Zay scored on a passed ball, unearned.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,top,5-2,North Park,Southwestern (TX),Arakaki struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,top,5-2,North Park,Southwestern (TX),Peters grounded out to 2b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-2,Southwestern (TX),North Park,L. Durdin flied out to cf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-2,Southwestern (TX),North Park,J. Vaquero singled up the middle.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-2,Southwestern (TX),North Park,A. Werchan pinch ran for J. Vaquero.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-2,Southwestern (TX),North Park,T. Raschke reached on a fielder's choice; A. Werchan out at second ss to 2b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-2,Southwestern (TX),North Park,T. Lobkowicz singled through the left side; T. Raschke advanced to second.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-4,Southwestern (TX),North Park,"M. Mims tripled to right center, 2 RBI; T. Lobkowicz scored; T. Raschke scored.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-4,Southwestern (TX),North Park,/  for Russ.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-4,Southwestern (TX),North Park,Peters to p.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-4,Southwestern (TX),North Park,Bartlett to rf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-5,Southwestern (TX),North Park,M. Mims scored on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,9,bot,5-5,Southwestern (TX),North Park,P. Witt struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,top,5-5,North Park,Southwestern (TX),R. Corbett to p for C. Melillo.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,top,5-5,North Park,Southwestern (TX),Stevanovic walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,top,5-5,North Park,Southwestern (TX),Swanson struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,top,5-5,North Park,Southwestern (TX),"Maurer reached first on an error by p, advanced to second; Stevanovic advanced to second on an error by 1b, advanced to third.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,top,6-5,North Park,Southwestern (TX),"Bartlett singled to third base, RBI; Maurer advanced to third; Stevanovic scored, unearned.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,top,6-5,North Park,Southwestern (TX),Silva pinch hit for Lingk.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,top,6-5,North Park,Southwestern (TX),Silva lined into double play 3b; Maurer out on the play.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-5,Southwestern (TX),North Park,Bragg pinch hit for Silva.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-5,Southwestern (TX),North Park,Bragg to 1b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-5,Southwestern (TX),North Park,R. Corbett flied out to rf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-5,Southwestern (TX),North Park,J. Harris struck out looking.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-5,Southwestern (TX),North Park,J. Tanner hit by pitch.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-5,Southwestern (TX),North Park,L. Durdin hit by pitch; J. Tanner advanced to second.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-5,Southwestern (TX),North Park,S. Castillo pinch hit for A. Werchan.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-6,Southwestern (TX),North Park,"S. Castillo singled to right field, RBI; L. Durdin advanced to third; J. Tanner scored.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,10,bot,6-6,Southwestern (TX),North Park,T. Raschke flied out to cf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,11,top,6-6,North Park,Southwestern (TX),W. Kuhlow to c for C. Matthews.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,11,top,6-6,North Park,Southwestern (TX),Zay struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,11,top,6-6,North Park,Southwestern (TX),Blatchford popped up to 2b.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,11,top,6-6,North Park,Southwestern (TX),Arakaki grounded out to p.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,11,bot,6-6,Southwestern (TX),North Park,T. Lobkowicz grounded out to ss.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,11,bot,6-6,Southwestern (TX),North Park,M. Mims flied out to rf.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,11,bot,6-6,Southwestern (TX),North Park,P. Witt struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,top,6-6,North Park,Southwestern (TX),Peters walked.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,top,6-6,North Park,Southwestern (TX),Peters stole second.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,top,6-6,North Park,Southwestern (TX),Stevanovic struck out swinging.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,top,6-6,North Park,Southwestern (TX),W. Kuhlow to c for R. Corbett.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,top,6-6,North Park,Southwestern (TX),R. Corbett to p for S. Castillo.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,top,6-6,North Park,Southwestern (TX),Swanson hit by pitch.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,top,6-6,North Park,Southwestern (TX),"Maurer reached on a fielder's choice; Swanson out at second ss to 2b; Peters advanced to third, out at home 1b to c.",https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,top,6-7,North Park,Southwestern (TX),LOB: 1,https://stats.ncaa.org/game/play_by_play/5289361,5289361
02/19/2022,"Georgetown, Texas",NA,12,bot,6-6,Southwestern (TX),North Park,C. Melillo doubled to left center.,https://stats.ncaa.org/game/play_by_play/5289361,5289361
