date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/16/2022,"Columbus, Ga.",NA,1,top,0-0,Tuskegee,Columbus St.,R. Coleman grounded out to 3b (2-2 BKBFF).,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,top,0-0,Tuskegee,Columbus St.,J. Lewis popped up to c (1-0 B).,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,top,0-0,Tuskegee,Columbus St.,C. Cobb singled to right center (0-0).,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,top,0-0,Tuskegee,Columbus St.,Eichelberger reached on a fielder's choice to shortstop (0-0)3a C. Cobb out at second ss to 2b.,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,top,0-2,Tuskegee,Columbus St.,H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,bot,0-0,Columbus St.,Tuskegee,Bouton walked (3-2 BBKBKB).,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,bot,0-0,Columbus St.,Tuskegee,Brabston hit by pitch (0-1 K)3a Bouton advanced to second.,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,bot,0-0,Columbus St.,Tuskegee,Brooks flied out to cf (0-1 S).,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,bot,0-0,Columbus St.,Tuskegee,Minter reached on a fielder's choice to shortstop (1-2 KSBF)3a Brabston out at second ss to 2b3a Bouton advanced to third.,https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,bot,0-2,Columbus St.,Tuskegee,"Wylie doubled down the lf line, 2 RBI (2-1 KBB)3a Minter scored3a Bouton scored.",https://stats.ncaa.org/game/play_by_play/5206088,5206088
02/16/2022,"Columbus, Ga.",NA,1,bot,0-2,Columbus St.,Tuskegee,Nelson flied out to rf (0-1 F).,https://stats.ncaa.org/game/play_by_play/5206088,5206088
