date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/16/2022,"Mobile, AL",NA,1,top,0-0,Montevallo,Spring Hill,"K. Collymore singled, bunt (0-0).",https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,top,0-0,Montevallo,Spring Hill,A. Awbrey popped up to ss (0-1 K).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,top,0-0,Montevallo,Spring Hill,B. Teel fouled out to 3b (0-0).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,top,2-0,Montevallo,Spring Hill,"S. Kuchinski homered to left center, 2 RBI (3-2 KBBFB)3a K. Collymore scored.",https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,top,2-0,Montevallo,Spring Hill,J. Smallwood flied out to lf (0-1 K).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,bot,2-0,Spring Hill,Montevallo,G Ragona singled to center field (0-0).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,bot,2-0,Spring Hill,Montevallo,G Ragona advanced to second on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,bot,2-0,Spring Hill,Montevallo,L Sweeney grounded out to ss (3-2 BBFBS)3a G Ragona advanced to third.,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,bot,2-1,Spring Hill,Montevallo,"M Morgan grounded out to 1b unassisted, RBI (1-0 B)3a G Ragona scored.",https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,1,bot,2-1,Spring Hill,Montevallo,G Akridge struck out swinging (1-2 FKBS).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,top,2-1,Montevallo,Spring Hill,R. Cain singled to left center (3-2 KKFFBFBBFF).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,top,2-1,Montevallo,Spring Hill,R. Latimer flied out to cf to left center (2-1 FBB).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,top,2-1,Montevallo,Spring Hill,"R. Cain stole second, failed pickoff attempt.",https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,top,2-1,Montevallo,Spring Hill,B. Moore singled to center field (2-1 BBF)3a R. Cain advanced to third.,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,top,3-1,Montevallo,Spring Hill,"W. Pratt flied out to cf to right center, SF, RBI (0-0)3a B. Moore no advance3a R. Cain scored.",https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,top,3-1,Montevallo,Spring Hill,B. Moore stole second.,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,top,3-1,Montevallo,Spring Hill,"K. Collymore struck out swinging, out at first c to 1b (1-2 KFFBFS).",https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,bot,3-1,Spring Hill,Montevallo,N McClure lined out to p (2-1 BSB).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,bot,3-1,Spring Hill,Montevallo,B Walker singled up the middle (2-2 BBKK).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,bot,3-1,Spring Hill,Montevallo,C Simpson walked (3-1 BBBKB)3a B Walker advanced to second.,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,bot,3-1,Spring Hill,Montevallo,C Brock struck out swinging (0-2 KSS).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
02/16/2022,"Mobile, AL",NA,2,bot,3-1,Spring Hill,Montevallo,F Timphony flied out to lf (0-0).,https://stats.ncaa.org/game/play_by_play/5206063,5206063
