inning,score,batting,fielding,description,game_pbp_url,game_pbp_id
1,1-0,Virginia St.,Clark Atlanta,Hammond doubles on a line drive to center fielder,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,2-0,Virginia St.,Clark Atlanta,"Henderson strikes out swinging, Waites pitching",https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,3-0,Virginia St.,Clark Atlanta,"Jones walks, Waites pitching",https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,4-0,Virginia St.,Clark Atlanta,Hammond advances to 3rd on wild pitch,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,5-0,Virginia St.,Clark Atlanta,Jones advances to 2nd on the same pitch,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,6-0,Virginia St.,Clark Atlanta,"Jefferson walks, Waites pitching",https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,10-0,Virginia St.,Clark Atlanta,Tayman singles on a hard ground ball to left fielder Manuel. Hammond scores. Jones scores,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,13-0,Virginia St.,Clark Atlanta,"Burton walks, Waites pitching",https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,16-0,Virginia St.,Clark Atlanta,Woolfolk flies out to center fielder Brown Jr.. Jefferson scores,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,19-0,Virginia St.,Clark Atlanta,Banks singles on a pop fly to center fielder Brown Jr.. Tayman scores,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,20-0,Virginia St.,Clark Atlanta,Johnson grounds out to shortstop Foster,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,20-1,Clark Atlanta,Virginia St.,Brown Jr. singles on a hard ground ball to center fielder Jones,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,20-2,Clark Atlanta,Virginia St.,Brown Jr. advances to 2nd,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,20-3,Clark Atlanta,Virginia St.,"Page is out on foul tip, Wilkins pitching",https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,20-5,Clark Atlanta,Virginia St.,Gaskin singles on a hard ground ball to left fielder Jefferson,https://stats.ncaa.org/game/play_by_play/5200332,5200332
1,20-8,Clark Atlanta,Virginia St.,Manuel out on sacrifice fly to center fielder Jones. Brown Jr. scores,https://stats.ncaa.org/game/play_by_play/5200332,5200332
