inning,score,batting,fielding,description,game_pbp_url,game_pbp_id
1,1-0,Miles,Clark Atlanta,Bisharat doubles on a line drive to left fielder,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,3-0,Miles,Clark Atlanta,Long singles on a bunt to pitcher Fegins,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,6-0,Miles,Clark Atlanta,Bitner singles on a line drive to left fielder. Bisharat scores,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,7-0,Miles,Clark Atlanta,"Archie II strikes out swinging, Fegins pitching",https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,10-0,Miles,Clark Atlanta,"Pearson grounds into fielder's choice, shortstop Page to second baseman Mason to first baseman Waites",https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,11-0,Miles,Clark Atlanta,Pearson steals 2nd,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,12-0,Miles,Clark Atlanta,"Baker walks, Fegins pitching",https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-0,Miles,Clark Atlanta,Davenport flies out to center fielder Burrell,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-1,Clark Atlanta,Miles,Mason singles on a hard ground ball to center fielder Long,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-1,Clark Atlanta,Miles,Lineup changed: Eastwood in at pitcher,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-1,Clark Atlanta,Miles,"Lineup changed: Burrell activated, batting 2nd",https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-3,Clark Atlanta,Miles,"Burrell grounds out, pitcher Eastwood to first baseman Johnson",https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-3,Clark Atlanta,Miles,"Lineup changed: Brown Jr. activated, batting 3rd",https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-4,Clark Atlanta,Miles,"Brown Jr. strikes out looking, Eastwood pitching",https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-4,Clark Atlanta,Miles,"Lineup changed: Gay activated, batting 4th",https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-4,Clark Atlanta,Miles,Lineup changed: Bisharat in at catcher,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-4,Clark Atlanta,Miles,Lineup changed: Bitner in at third baseman,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-4,Clark Atlanta,Miles,Lineup changed: Davenport in at shortstop,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-4,Clark Atlanta,Miles,Lineup changed: Snelson in at left fielder,https://stats.ncaa.org/game/play_by_play/5248530,5248530
1,13-5,Clark Atlanta,Miles,"Gay strikes out swinging, Eastwood pitching",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,13-5,Miles,Clark Atlanta,"Lineup changed: Johnson activated, batting 8th",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,14-5,Miles,Clark Atlanta,"Johnson grounds out, shortstop Page to first baseman Waites",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,14-5,Miles,Clark Atlanta,"Lineup changed: Snelson activated, batting 9th",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,15-5,Miles,Clark Atlanta,Snelson doubles on a ground ball to left fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,16-5,Miles,Clark Atlanta,Bisharat flies out to left fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,18-5,Miles,Clark Atlanta,Long homers on a fly ball to right field. Snelson scores,https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,19-5,Miles,Clark Atlanta,"Bitner walks, Fegins pitching",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,21-5,Miles,Clark Atlanta,Archie II homers on a fly ball to left field. Bitner scores,https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-5,Miles,Clark Atlanta,Pearson flies out to right fielder Swift,https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-5,Clark Atlanta,Miles,"Lineup changed: Freeman activated, batting 5th",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-6,Clark Atlanta,Miles,"Freeman grounds out, pitcher Eastwood to first baseman Johnson",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-6,Clark Atlanta,Miles,"Lineup changed: Page activated, batting 6th",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-7,Clark Atlanta,Miles,"Page grounds out, third baseman Bitner to first baseman Johnson",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-7,Clark Atlanta,Miles,"Lineup changed: Swift activated, batting 7th",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-8,Clark Atlanta,Miles,Swift singles on a line drive to center fielder Long,https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-8,Clark Atlanta,Miles,"Lineup changed: Bing activated, batting 8th",https://stats.ncaa.org/game/play_by_play/5248530,5248530
2,22-9,Clark Atlanta,Miles,Bing lines out to center fielder Long,https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,23-9,Miles,Clark Atlanta,Baker pops out to second baseman Mason,https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,24-9,Miles,Clark Atlanta,Davenport doubles on a hard ground ball to left fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,25-9,Miles,Clark Atlanta,Davenport advances to 3rd on wild pitch,https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,26-9,Miles,Clark Atlanta,"Johnson walks, Fegins pitching",https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,29-9,Miles,Clark Atlanta,"Snelson out on sacrifice fly, center fielder Burrell to catcher Freeman. Davenport scores",https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,30-9,Miles,Clark Atlanta,Bisharat flies out to center fielder Burrell,https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,30-9,Clark Atlanta,Miles,"Lineup changed: Waites activated, batting 9th",https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,30-10,Clark Atlanta,Miles,"Waites grounds out, pitcher Eastwood to first baseman Johnson",https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,30-11,Clark Atlanta,Miles,"Mason strikes out swinging, Eastwood pitching",https://stats.ncaa.org/game/play_by_play/5248530,5248530
3,30-12,Clark Atlanta,Miles,Burrell out at first on dropped 3rd strike,https://stats.ncaa.org/game/play_by_play/5248530,5248530
4,31-12,Miles,Clark Atlanta,Long singles on a ground ball to third baseman Bing,https://stats.ncaa.org/game/play_by_play/5248530,5248530
4,32-12,Miles,Clark Atlanta,Balk by pitcher Fegins,https://stats.ncaa.org/game/play_by_play/5248530,5248530
