date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/19/2022,"Nashville, TN",NA,1,top,0-0,Lewis,Trevecca Nazarene,M. Alt walked.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,top,0-0,Lewis,Trevecca Nazarene,C. Lebeau singled to right field; M. Alt advanced to second.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,top,1-0,Lewis,Trevecca Nazarene,"K. Barry singled up the middle, RBI; C. Lebeau advanced to second; M. Alt scored.",https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,top,1-0,Lewis,Trevecca Nazarene,J. Everett grounded out to 1b unassisted; K. Barry advanced to second; C. Lebeau advanced to third.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,top,2-0,Lewis,Trevecca Nazarene,"T. Fox grounded out to 2b, RBI; K. Barry advanced to third; C. Lebeau scored.",https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,top,2-0,Lewis,Trevecca Nazarene,A. Cantelo struck out swinging.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,bot,2-0,Trevecca Nazarene,Lewis,B. Odom out at first 1b to p.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,bot,2-0,Trevecca Nazarene,Lewis,J. Jackson walked.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,bot,2-0,Trevecca Nazarene,Lewis,"J. Jackson advanced to second on an error by p, failed pickoff attempt.",https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,bot,2-0,Trevecca Nazarene,Lewis,S. Wallwork walked.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,bot,2-0,Trevecca Nazarene,Lewis,S. Wallwork stole second; J. Jackson stole third.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,bot,2-1,Trevecca Nazarene,Lewis,"B. Goolsby struck out swinging, reached first on a wild pitch; S. Wallwork advanced to third; J. Jackson scored.",https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,1,bot,2-1,Trevecca Nazarene,Lewis,P. Hughes grounded into double play 2b to ss to 1b; B. Goolsby out on the play.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,2,top,2-1,Lewis,Trevecca Nazarene,M. Warren struck out swinging.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,2,top,2-1,Lewis,Trevecca Nazarene,G. Kriegel walked.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,2,top,2-1,Lewis,Trevecca Nazarene,P. Keaty grounded into double play 1b to ss to p; G. Kriegel out on the play.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,2,bot,2-1,Trevecca Nazarene,Lewis,H. Mosley flied out to lf.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,2,bot,2-1,Trevecca Nazarene,Lewis,Z. Lecomte singled to center field.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,2,bot,2-1,Trevecca Nazarene,Lewis,"Z. Lecomte out at second c to ss, caught stealing.",https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,2,bot,2-1,Trevecca Nazarene,Lewis,D. Milam flied out to cf.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,2,bot,2-1,Trevecca Nazarene,Lewis,H: 1,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,top,2-1,Lewis,Trevecca Nazarene,M. Alt reached first on an error by 3b.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,top,2-1,Lewis,Trevecca Nazarene,C. Lebeau singled to left field; M. Alt advanced to second.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,top,2-1,Lewis,Trevecca Nazarene,K. Barry grounded into double play ss to 2b to 1b; C. Lebeau out on the play; M. Alt advanced to third.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,top,2-1,Lewis,Trevecca Nazarene,J. Everett out at first 1b to p.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,top,2-3,Lewis,Trevecca Nazarene,H: 1 E: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,bot,2-1,Trevecca Nazarene,Lewis,L. West doubled to right center.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,bot,2-1,Trevecca Nazarene,Lewis,B. Odom struck out swinging.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,bot,2-2,Trevecca Nazarene,Lewis,"J. Jackson singled to left field, RBI; L. West scored.",https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,bot,2-2,Trevecca Nazarene,Lewis,S. Wallwork reached on a fielder's choice; J. Jackson out at second ss to 2b.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,bot,2-2,Trevecca Nazarene,Lewis,B. Goolsby hit by pitch; S. Wallwork advanced to second.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,bot,2-2,Trevecca Nazarene,Lewis,P. Hughes walked; B. Goolsby advanced to second; S. Wallwork advanced to third.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,bot,2-3,Trevecca Nazarene,Lewis,P. Hughes advanced to second; B. Goolsby advanced to third; S. Wallwork scored on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,bot,2-3,Trevecca Nazarene,Lewis,H. Mosley struck out swinging.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,3,top,2-3,Lewis,Trevecca Nazarene,R: 2 H: 2 LOB: 2,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,4,top,2-3,Lewis,Trevecca Nazarene,T. Fox struck out swinging.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,4,top,2-3,Lewis,Trevecca Nazarene,A. Cantelo singled to first base.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,4,top,2-3,Lewis,Trevecca Nazarene,M. Warren flied out to lf.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,4,top,2-3,Lewis,Trevecca Nazarene,G. Kriegel grounded out to ss.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,4,top,2-5,Lewis,Trevecca Nazarene,H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,4,bot,2-3,Trevecca Nazarene,Lewis,Z. Lecomte hit by pitch.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,4,bot,2-3,Trevecca Nazarene,Lewis,D. Milam singled to right field; Z. Lecomte advanced to second.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
02/19/2022,"Nashville, TN",NA,4,bot,2-3,Trevecca Nazarene,Lewis,L. West struck out swinging.,https://stats.ncaa.org/game/play_by_play/5210299,5210299
