date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/15/2022,"St. petersburg, Fla.",NA,1,top,0-0,Fla. Southern,Eckerd,J. Liquori out at first 1b to p (1-0 B).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,top,0-0,Fla. Southern,Eckerd,N. Chevalier singled through the left side (0-0).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,top,0-0,Fla. Southern,Eckerd,D. Hunter struck out swinging (1-2 BSF).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,top,0-0,Fla. Southern,Eckerd,S. Cannady singled up the middle (3-1 BBBK)3a N. Chevalier advanced to second.,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,top,1-0,Fla. Southern,Eckerd,"C. Berry singled to first base, RBI (1-1 BF)3a S. Cannady advanced to second3a N. Chevalier scored.",https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,top,2-0,Fla. Southern,Eckerd,"R. Jenkins singled to center field, RBI (3-2 KSBBB)3a C. Berry advanced to third3a S. Cannady scored.",https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,top,2-0,Fla. Southern,Eckerd,J. DeSantolo struck out looking (0-2 FF).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-0,Eckerd,Fla. Southern,Nunez grounded out to ss (0-0).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-0,Eckerd,Fla. Southern,"Cox reached on a throwing error by 3b, advanced to second on the throw (2-0 BB).",https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-0,Eckerd,Fla. Southern,Donofrio grounded out to p (1-1 BF)3a Cox advanced to third.,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-1,Eckerd,Fla. Southern,"Gutcher singled through the left side, RBI (1-0 B)3a Cox scored, unearned.",https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-1,Eckerd,Fla. Southern,Gutcher stole second.,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-1,Eckerd,Fla. Southern,Andriole walked (3-0 BBBB).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-1,Eckerd,Fla. Southern,Ballard hit by pitch (0-0)3a Andriole advanced to second3a Gutcher advanced to third.,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-3,Eckerd,Fla. Southern,"Ballard advanced to second on a wild pitch3a Andriole advanced to third on a wild pitch, scored on a throwing error by c, unearned3a Gutcher scored on a wild pitch, unearned.",https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,1,bot,2-3,Eckerd,Fla. Southern,Young grounded out to ss (1-2 KBK).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,top,2-3,Fla. Southern,Eckerd,J. Raffaele grounded out to ss (1-1 KB).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,top,2-3,Fla. Southern,Eckerd,G. Maguire popped up to lf (2-1 FBB).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,top,2-3,Fla. Southern,Eckerd,J. Liquori singled to pitcher (0-0).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,top,2-3,Fla. Southern,Eckerd,J. Liquori advanced to second on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,top,2-3,Fla. Southern,Eckerd,N. Chevalier struck out swinging (2-2 FBBFF).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,top,2-3,Fla. Southern,Eckerd,H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,bot,2-3,Eckerd,Fla. Southern,Wike grounded out to ss (2-2 KBFFB).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,bot,2-3,Eckerd,Fla. Southern,Womer fouled out to 1b (2-1 BSB).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,bot,2-3,Eckerd,Fla. Southern,Nunez walked (3-0 BBBB).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,bot,2-3,Eckerd,Fla. Southern,Nunez stole second.,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,bot,2-3,Eckerd,Fla. Southern,"Cox singled to left field (2-2 KBKFB)3a Nunez advanced to third, out at home lf to c.",https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,2,top,2-3,Fla. Southern,Eckerd,H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,3,top,2-3,Fla. Southern,Eckerd,D. Hunter grounded out to ss (0-0).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,3,top,2-3,Fla. Southern,Eckerd,S. Cannady singled to shortstop (2-2 KFFBB).,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,3,top,2-3,Fla. Southern,Eckerd,C. Berry grounded into double play 2b to ss to 1b (0-2 KF)3a S. Cannady out on the play.,https://stats.ncaa.org/game/play_by_play/5205827,5205827
02/15/2022,"St. petersburg, Fla.",NA,3,top,2-3,Fla. Southern,Eckerd,H: 1,https://stats.ncaa.org/game/play_by_play/5205827,5205827
