date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/15/2022,"Harrogate, Tenn.",NA,1,top,0-0,Kentucky St.,Lincoln Memorial,J. Pierce walked.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,top,0-0,Kentucky St.,Lincoln Memorial,D. Lawson singled to right field3a J. Pierce advanced to second.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,top,0-0,Kentucky St.,Lincoln Memorial,C. Higgs struck out swinging.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,top,1-0,Kentucky St.,Lincoln Memorial,"K. Saylor singled to center field, RBI3a D. Lawson advanced to second3a J. Pierce scored.",https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,top,1-0,Kentucky St.,Lincoln Memorial,A. Thompson struck out swinging.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,top,1-0,Kentucky St.,Lincoln Memorial,R. Schank struck out looking.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,bot,1-0,Lincoln Memorial,Kentucky St.,C. Hall struck out looking.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,bot,1-0,Lincoln Memorial,Kentucky St.,C. Bowen walked.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,bot,1-0,Lincoln Memorial,Kentucky St.,C. Boles struck out looking.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,bot,1-0,Lincoln Memorial,Kentucky St.,C. Bowen stole second.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,1,bot,1-0,Lincoln Memorial,Kentucky St.,"R. Kurth struck out swinging, out at first c to 1b.",https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,2,top,1-0,Kentucky St.,Lincoln Memorial,B. Famble walked.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,2,top,1-0,Kentucky St.,Lincoln Memorial,A. Chambers flied into double play rf3a B. Famble out on the play.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,2,top,1-0,Kentucky St.,Lincoln Memorial,A. Kumar walked.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,2,top,1-0,Kentucky St.,Lincoln Memorial,J. Pierce flied out to cf.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,2,top,1-7,Kentucky St.,Lincoln Memorial,LOB: 1,https://stats.ncaa.org/game/play_by_play/5207249,5207249
02/15/2022,"Harrogate, Tenn.",NA,2,bot,1-0,Lincoln Memorial,Kentucky St.,A. Keene singled down the rf line.,https://stats.ncaa.org/game/play_by_play/5207249,5207249
