inning,score,batting,fielding,description,game_pbp_url,game_pbp_id
3,35-13,Morehouse,Stillman,Odom doubles on a line drive to right fielder Woodward. Proper scores,https://stats.ncaa.org/game/play_by_play/5213088,5213088
3,35-14,Morehouse,Stillman,Smallwood grounds out to shortstop Powell,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,35-14,Stillman,Morehouse,Lineup changed: Smith in for catcher Savoy,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,36-14,Stillman,Morehouse,Whittle grounds out to third baseman Redding,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,37-14,Stillman,Morehouse,Woodward flies out to center fielder Proper,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,38-14,Stillman,Morehouse,Powell singles on a ground ball to shortstop Avent,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,39-14,Stillman,Morehouse,Powell advances to 2nd on passed ball,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,40-14,Stillman,Morehouse,Powell advances to 3rd,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,42-14,Stillman,Morehouse,Esterling singles on a ground ball to third baseman Redding. Powell scores,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,43-14,Stillman,Morehouse,"Esterling caught stealing 2nd, catcher Smith",https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,45-14,Stillman,Morehouse,Half-inning ended by out on the base paths,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,45-14,Morehouse,Stillman,Lineup changed: Dunklin in for pitcher Minor,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,45-15,Morehouse,Stillman,Redding pops out in foul territory to first baseman Cummings,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,45-16,Morehouse,Stillman,Greene grounds out to second baseman Rodriguez,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,45-16,Morehouse,Stillman,Lineup changed: Harrison in for second baseman Fleming,https://stats.ncaa.org/game/play_by_play/5213088,5213088
4,45-17,Morehouse,Stillman,Harrison flies out to shortstop Powell,https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,45-17,Stillman,Morehouse,Lineup changed: Mack in for pitcher Smallwood,https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,45-17,Stillman,Morehouse,Lineup changed: Collins in for catcher Cottingham,https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,46-17,Stillman,Morehouse,Rodriguez flies out to left fielder Greene,https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,47-17,Stillman,Morehouse,"Collins strikes out swinging, Mack pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,48-17,Stillman,Morehouse,"Lewis strikes out looking, Mack pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,48-18,Morehouse,Stillman,"Avent walks, Dunklin pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,48-19,Morehouse,Stillman,Avent steals 2nd,https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,48-21,Morehouse,Stillman,Smith grounds out to second baseman Rodriguez,https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,48-23,Morehouse,Stillman,Brown grounds out to third baseman Lewis. Avent scores,https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,48-24,Morehouse,Stillman,Proper grounds out to shortstop Powell,https://stats.ncaa.org/game/play_by_play/5213088,5213088
5,48-24,Morehouse,Stillman,R: 1,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,48-24,Stillman,Morehouse,Lineup changed: Hardiman in for pitcher Mack,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,49-24,Stillman,Morehouse,Cummings flies out to right fielder Brown,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,50-24,Stillman,Morehouse,"Reese walks, Hardiman pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,51-24,Stillman,Morehouse,Reese steals 2nd,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,53-24,Stillman,Morehouse,Whittle grounds out to third baseman Redding,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,54-24,Stillman,Morehouse,Reese scores on error by catcher Smith,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,55-24,Stillman,Morehouse,"Woodward walks, Hardiman pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,56-24,Stillman,Morehouse,Woodward steals 2nd,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-24,Stillman,Morehouse,"Powell strikes out swinging, Hardiman pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-24,Morehouse,Stillman,Lineup changed: Collins in at pitcher,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-24,Morehouse,Stillman,Lineup changed: Mosley in at pitcher,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-24,Morehouse,Stillman,Lineup changed: Collins in at catcher,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-25,Morehouse,Stillman,Odom homers on a fly ball to center field,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-25,Morehouse,Stillman,Lineup changed: Burns in for pitcher Hardiman,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-26,Morehouse,Stillman,Burns singles on a fly ball to right fielder Woodward,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-26,Morehouse,Stillman,Lineup changed: Williams in for pitcher Burns,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-28,Morehouse,Stillman,Redding sacrifices to pitcher Mosley,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-29,Morehouse,Stillman,"Greene walks, Mosley pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-32,Morehouse,Stillman,Harrison grounds into fielder's choice to shortstop Powell,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-35,Morehouse,Stillman,Avent singles on a ground ball to center fielder Whittle. Greene scores,https://stats.ncaa.org/game/play_by_play/5213088,5213088
6,57-36,Morehouse,Stillman,Smith bunts out to pitcher Mosley,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,57-36,Stillman,Morehouse,Lineup changed: Urquart in for pitcher Williams,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,58-36,Stillman,Morehouse,Esterling lines out to second baseman Harrison,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,59-36,Stillman,Morehouse,"Rodriguez strikes out swinging, Urquart pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,60-36,Stillman,Morehouse,"Collins walks, Urquart pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-36,Stillman,Morehouse,Lewis grounds out to first baseman Odom,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-43,Stillman,Morehouse,LOB: 1,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-36,Morehouse,Stillman,Lineup changed: Dorsett in at pitcher,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-37,Morehouse,Stillman,Brown singles on a ground ball to left fielder Reese,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-39,Morehouse,Stillman,Proper sacrifices to pitcher Dorsett,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-40,Morehouse,Stillman,"Odom is hit by pitch, Dorsett pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-40,Morehouse,Stillman,Lineup changed: Gibbs in for pitcher Urquart,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-41,Morehouse,Stillman,Brown advances to 3rd on error by pitcher Dorsett,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-42,Morehouse,Stillman,"Gibbs strikes out swinging, Dorsett pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-43,Morehouse,Stillman,Redding flies out to right fielder Woodward,https://stats.ncaa.org/game/play_by_play/5213088,5213088
7,61-43,Stillman,Morehouse,H: 1 E: 1 LOB: 2,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,61-43,Stillman,Morehouse,Lineup changed: Harrell in for pitcher Gibbs,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,62-43,Stillman,Morehouse,Cummings doubles on a fly ball to right fielder Brown,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,63-43,Stillman,Morehouse,"Reese is hit by pitch, Harrell pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,63-43,Stillman,Morehouse,Lineup changed: Latimer in for pitcher Harrell,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,66-43,Stillman,Morehouse,Whittle bunts into fielder's choice to first baseman Odom,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,70-43,Stillman,Morehouse,"Woodward walks, Latimer pitching. Cummings scores",https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,74-43,Stillman,Morehouse,"Powell walks, Latimer pitching. Reese scores",https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,75-43,Stillman,Morehouse,"Esterling strikes out swinging, Latimer pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,79-43,Stillman,Morehouse,Rodriguez doubles on a fly ball to center fielder Proper. Whittle scores. Woodward scores,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,82-43,Stillman,Morehouse,Collins singles on a line drive to center fielder Proper. Powell scores. Rodriguez scores,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,83-43,Stillman,Morehouse,Collins advances to 2nd on passed ball,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,84-43,Stillman,Morehouse,Collins steals 3rd,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,85-43,Stillman,Morehouse,"Lewis walks, Latimer pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,86-43,Stillman,Morehouse,Lewis steals 2nd,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,87-43,Stillman,Morehouse,"Cummings walks, Latimer pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,88-43,Stillman,Morehouse,"Reese strikes out looking, Latimer pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,89-43,Stillman,Morehouse,Whittle flies out to pitcher Latimer,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,89-44,Morehouse,Stillman,Greene grounds out to second baseman Rodriguez,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,89-45,Morehouse,Stillman,"Harrison walks, Dorsett pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,89-46,Morehouse,Stillman,Avent flies out to left fielder Reese,https://stats.ncaa.org/game/play_by_play/5213088,5213088
8,89-47,Morehouse,Stillman,"Smith grounds out, second baseman Rodriguez to first baseman Cummings to second baseman Rodriguez",https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,89-47,Stillman,Morehouse,Lineup changed: Redding in at pitcher,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,89-47,Stillman,Morehouse,Lineup changed: Lester in at third baseman,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,89-47,Stillman,Morehouse,Lineup changed: Davis in for first baseman Odom,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,90-47,Stillman,Morehouse,Woodward flies out to center fielder Proper,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,91-47,Stillman,Morehouse,Powell flies out to left fielder Greene,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,92-47,Stillman,Morehouse,Esterling reaches on dropped 3rd strike (passed ball),https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-47,Stillman,Morehouse,Rodriguez flies out to third baseman Lester,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-55,Stillman,Morehouse,LOB: 1,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-48,Morehouse,Stillman,Brown triples on a fly ball to right fielder Woodward,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-48,Morehouse,Stillman,Lineup changed: Lester in for extra hitter Latimer,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-49,Morehouse,Stillman,"Proper is hit by pitch, Dorsett pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-50,Morehouse,Stillman,Proper steals 2nd,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-51,Morehouse,Stillman,Brown scores on steal of home,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-52,Morehouse,Stillman,Davis lines out to center fielder Whittle,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-53,Morehouse,Stillman,Proper advances to 3rd,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-54,Morehouse,Stillman,"Lester strikes out looking, Dorsett pitching",https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-55,Morehouse,Stillman,Redding grounds out to third baseman Lewis,https://stats.ncaa.org/game/play_by_play/5213088,5213088
9,93-55,Stillman,Morehouse,R: 1 H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5213088,5213088
