date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/26/2022,"Tacoma, WA",NA,1,top,0-0,Pacific (OR),Puget Sound,C. Strober grounded out to p.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,1,top,0-0,Pacific (OR),Puget Sound,T. Quinn lined out to 2b.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,1,top,0-0,Pacific (OR),Puget Sound,D. Tanner struck out looking.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,1,bot,0-0,Puget Sound,Pacific (OR),K. Strash walked.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,1,bot,0-0,Puget Sound,Pacific (OR),D. Joyce struck out swinging.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,1,bot,0-0,Puget Sound,Pacific (OR),K. Strash advanced to second on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,1,bot,0-0,Puget Sound,Pacific (OR),S. Himeda struck out swinging.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,1,bot,0-0,Puget Sound,Pacific (OR),J. Ota popped up to 2b.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,1,bot,0-0,Puget Sound,Pacific (OR),LOB: 1,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,top,0-0,Pacific (OR),Puget Sound,R. Krout grounded out to p.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,top,0-0,Pacific (OR),Puget Sound,I. Lovings reached first on a fielding error by ss.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,top,0-0,Pacific (OR),Puget Sound,"D. Koester grounded out to 1b unassisted; I. Lovings advanced to second on a throwing error by 1b, advanced to third.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,top,2-0,Pacific (OR),Puget Sound,"D. Thomas homered to center field, unearned, 2 RBI; I. Lovings scored, unearned.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,top,2-0,Pacific (OR),Puget Sound,B. Altomare out at first 1b to p.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,bot,2-0,Puget Sound,Pacific (OR),J. Kim out at first 1b to p.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,bot,2-0,Puget Sound,Pacific (OR),M. Murashige singled to center field.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,bot,2-0,Puget Sound,Pacific (OR),S. Murphy singled to second base; M. Murashige advanced to second.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,bot,2-0,Puget Sound,Pacific (OR),M. Murashige advanced to third on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,2,bot,2-0,Puget Sound,Pacific (OR),W. Gross grounded into double play 2b to 1b; S. Murphy out on the play.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,top,2-0,Pacific (OR),Puget Sound,M. Nealon singled to pitcher.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,top,2-0,Pacific (OR),Puget Sound,C. Strober reached on a fielder's choice; M. Nealon out at second 1b to ss.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,top,2-0,Pacific (OR),Puget Sound,"T. Quinn singled through the right side; C. Strober advanced to second, out at third rf to 3b.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,top,2-0,Pacific (OR),Puget Sound,D. Tanner grounded out to p.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,top,2-1,Pacific (OR),Puget Sound,H: 2 LOB: 1,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,bot,2-0,Puget Sound,Pacific (OR),C. Hirano flied out to cf.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,bot,2-0,Puget Sound,Pacific (OR),K. Strash walked.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,bot,2-0,Puget Sound,Pacific (OR),K. Strash advanced to second on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,bot,2-1,Puget Sound,Pacific (OR),"D. Joyce flied out to rf; K. Strash advanced to third, scored on a throwing error by rf, unearned.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,bot,2-1,Puget Sound,Pacific (OR),S. Himeda walked.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,bot,2-1,Puget Sound,Pacific (OR),S. Himeda stole second.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,bot,2-1,Puget Sound,Pacific (OR),J. Ota struck out looking.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,3,top,2-1,Pacific (OR),Puget Sound,R: 1 E: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,4,top,3-1,Pacific (OR),Puget Sound,"R. Krout homered to left field, RBI.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,4,top,3-1,Pacific (OR),Puget Sound,I. Lovings grounded out to p.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,4,top,3-1,Pacific (OR),Puget Sound,D. Koester struck out swinging.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,4,top,3-1,Pacific (OR),Puget Sound,D. Thomas struck out swinging.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,4,bot,3-1,Puget Sound,Pacific (OR),D. Allen to p for K. Bisho.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,4,bot,3-1,Puget Sound,Pacific (OR),J. Kim out at first 1b to p.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,4,bot,3-1,Puget Sound,Pacific (OR),M. Murashige flied out to cf.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,4,bot,3-1,Puget Sound,Pacific (OR),S. Murphy lined out to 1b.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,top,3-1,Pacific (OR),Puget Sound,"B. Altomare reached first on a fielding error by 3b, advanced to second.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,top,3-1,Pacific (OR),Puget Sound,M. Nealon grounded out to c unassisted.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,top,4-1,Pacific (OR),Puget Sound,"C. Strober tripled to left field, RBI; B. Altomare scored, unearned.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,top,5-1,Pacific (OR),Puget Sound,"T. Quinn grounded out to ss, RBI; C. Strober scored, unearned.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,top,5-1,Pacific (OR),Puget Sound,D. Tanner flied out to cf.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-1,Puget Sound,Pacific (OR),"W. Gross struck out swinging, out at first c to 1b.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-1,Puget Sound,Pacific (OR),J. Bolitho pinch hit for C. Hirano.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-1,Puget Sound,Pacific (OR),J. Bolitho singled to shortstop.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-1,Puget Sound,Pacific (OR),K. Strash hit by pitch; J. Bolitho advanced to second.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-1,Puget Sound,Pacific (OR),D. Joyce walked; K. Strash advanced to second; J. Bolitho advanced to third.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-1,Puget Sound,Pacific (OR),C. Colyer to p for D. Allen.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-2,Puget Sound,Pacific (OR),"S. Himeda singled up the middle, 2 RBI; D. Joyce advanced to second; K. Strash K. Strash; J. Bolitho scored.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-2,Puget Sound,Pacific (OR),J. Ota walked; S. Himeda advanced to second; D. Joyce advanced to third.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-2,Puget Sound,Pacific (OR),A. Tom pinch ran for J. Ota.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-2,Puget Sound,Pacific (OR),J. Kim struck out looking.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-2,Puget Sound,Pacific (OR),L. Cammall to p for C. Colyer.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,5,bot,5-2,Puget Sound,Pacific (OR),M. Murashige reached on a fielder's choice; A. Tom out at second ss to 2b.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,top,5-2,Pacific (OR),Puget Sound,A. Tom to lf.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,top,5-2,Pacific (OR),Puget Sound,J. Bolitho to cf.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,top,5-2,Pacific (OR),Puget Sound,"R. Krout struck out swinging, out at first c to 1b.",https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,top,5-2,Pacific (OR),Puget Sound,I. Lovings struck out looking.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,top,5-2,Pacific (OR),Puget Sound,D. Koester flied out to rf.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,bot,5-2,Puget Sound,Pacific (OR),S. Murphy struck out swinging.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,bot,5-2,Puget Sound,Pacific (OR),G. Parascond pinch hit for W. Gross.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,bot,5-2,Puget Sound,Pacific (OR),G. Parascond struck out swinging.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,6,bot,5-2,Puget Sound,Pacific (OR),J. Bolitho flied out to lf.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,7,top,5-2,Pacific (OR),Puget Sound,G. Huante to ss for G. Parascond.,https://stats.ncaa.org/game/play_by_play/5218467,5218467
02/26/2022,"Tacoma, WA",NA,7,top,5-2,Pacific (OR),Puget Sound,LOB: 1,https://stats.ncaa.org/game/play_by_play/5218467,5218467
