date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/12/2022,"Bethany, Okla.",NA,1,top,0-0,Northeastern St.,Southern Nazarene,B. Brothers hit by pitch.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,0-0,Northeastern St.,Southern Nazarene,B. Brothers advanced to second on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,1-0,Northeastern St.,Southern Nazarene,"B. Reller singled up the middle, RBI3a B. Brothers scored.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,1-0,Northeastern St.,Southern Nazarene,B. Rodden grounded out to 2b3a B. Reller advanced to second.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,1-0,Northeastern St.,Southern Nazarene,C. White singled to right field3a B. Reller advanced to third.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,2-0,Northeastern St.,Southern Nazarene,"B. Freeman singled through the right side, RBI3a C. White advanced to second3a B. Reller scored.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,2-0,Northeastern St.,Southern Nazarene,Klingensmith walked3a B. Freeman advanced to second3a C. White advanced to third.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,3-0,Northeastern St.,Southern Nazarene,"D. Hight walked, RBI3a Klingensmith advanced to second3a B. Freeman advanced to third3a C. White scored.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,3-0,Northeastern St.,Southern Nazarene,K. Graff struck out looking.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,top,3-0,Northeastern St.,Southern Nazarene,M. Kaiser struck out swinging.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,bot,3-0,Southern Nazarene,Northeastern St.,C. Entwistle flied out to cf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,bot,3-0,Southern Nazarene,Northeastern St.,E. Taylor grounded out to ss.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,bot,3-0,Southern Nazarene,Northeastern St.,C. Embrey doubled down the lf line.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,bot,3-1,Southern Nazarene,Northeastern St.,"B. Brown singled to center field, RBI3a C. Embrey scored.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,bot,3-1,Southern Nazarene,Northeastern St.,W. Hicks singled to right field3a B. Brown advanced to third.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,1,bot,3-1,Southern Nazarene,Northeastern St.,J. Crist fouled out to 2b.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,top,3-1,Northeastern St.,Southern Nazarene,"B. Brothers singled, bunt, advanced to second on a throwing error by p.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,top,3-1,Northeastern St.,Southern Nazarene,B. Reller flied out to lf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,top,3-1,Northeastern St.,Southern Nazarene,B. Rodden walked.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,top,3-1,Northeastern St.,Southern Nazarene,C. White flied out to rf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,top,3-1,Northeastern St.,Southern Nazarene,B. Freeman grounded out to 2b.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,top,3-1,Northeastern St.,Southern Nazarene,H: 1 E: 1 LOB: 2,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,bot,3-1,Southern Nazarene,Northeastern St.,T. Broyles lined out to 1b.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,bot,3-1,Southern Nazarene,Northeastern St.,D. Irby hit by pitch.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,bot,3-1,Southern Nazarene,Northeastern St.,D. Irby advanced to second on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,bot,3-1,Southern Nazarene,Northeastern St.,J. Schow flied out to rf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,bot,3-1,Southern Nazarene,Northeastern St.,C. Entwistle flied out to lf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,2,top,3-1,Northeastern St.,Southern Nazarene,LOB: 1,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,3-1,Northeastern St.,Southern Nazarene,Klingensmith flied out to lf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,3-1,Northeastern St.,Southern Nazarene,D. Hight flied out to cf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,3-1,Northeastern St.,Southern Nazarene,K. Graff singled up the middle.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,3-1,Northeastern St.,Southern Nazarene,"M. Kaiser reached on a fielding error by lf, advanced to second3a K. Graff advanced to third.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,3-1,Northeastern St.,Southern Nazarene,B. Brothers hit by pitch.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,3-1,Northeastern St.,Southern Nazarene,Z. Isham to p for K. Jackson.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,6-1,Northeastern St.,Southern Nazarene,"B. Reller doubled to right field, 3 RBI3a B. Brothers scored, unearned3a M. Kaiser scored, unearned3a K. Graff scored, unearned.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,6-1,Northeastern St.,Southern Nazarene,B. Rodden walked.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,top,6-1,Northeastern St.,Southern Nazarene,C. White lined out to cf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,bot,6-1,Southern Nazarene,Northeastern St.,E. Taylor hit by pitch.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,bot,6-1,Southern Nazarene,Northeastern St.,E. Taylor stole second.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,bot,6-1,Southern Nazarene,Northeastern St.,C. Embrey grounded out to 2b3a E. Taylor advanced to third.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,bot,6-2,Southern Nazarene,Northeastern St.,"B. Brown flied out to lf, SF, RBI3a E. Taylor scored.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,bot,6-2,Southern Nazarene,Northeastern St.,W. Hicks singled up the middle.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,3,bot,6-2,Southern Nazarene,Northeastern St.,J. Crist grounded out to 3b.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,top,6-2,Northeastern St.,Southern Nazarene,C. Minchey to p for Z. Isham.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,top,6-2,Northeastern St.,Southern Nazarene,B. Freeman singled up the middle.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,top,6-2,Northeastern St.,Southern Nazarene,Klingensmith flied out to cf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,top,6-2,Northeastern St.,Southern Nazarene,"B. Freeman out at second p to 1b to 2b to p, picked off.",https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,top,6-2,Northeastern St.,Southern Nazarene,D. Hight walked.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,top,6-2,Northeastern St.,Southern Nazarene,K. Graff flied out to rf.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,top,6-2,Northeastern St.,Southern Nazarene,H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,bot,6-2,Southern Nazarene,Northeastern St.,T. Broyles struck out swinging.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,bot,6-2,Southern Nazarene,Northeastern St.,D. Irby grounded out to 2b.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,4,bot,6-2,Southern Nazarene,Northeastern St.,J. Schow grounded out to c.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,5,top,6-2,Northeastern St.,Southern Nazarene,M. Kaiser singled up the middle.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,5,top,6-2,Northeastern St.,Southern Nazarene,B. Brothers singled up the middle3a M. Kaiser advanced to second.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,5,top,6-2,Northeastern St.,Southern Nazarene,B. Brothers advanced to second on a wild pitch3a M. Kaiser advanced to third on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
02/12/2022,"Bethany, Okla.",NA,5,top,6-2,Northeastern St.,Southern Nazarene,B. Reller struck out looking.,https://stats.ncaa.org/game/play_by_play/5202298,5202298
