date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/05/2022,"Hot Springs, Ark.",NA,1,top,0-0,Northeastern St.,Southern Ark.,B. Brothers struck out.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,1,top,1-0,Northeastern St.,Southern Ark.,"B. Reller homered to left field, RBI.",https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,1,top,1-0,Northeastern St.,Southern Ark.,B. Freeman flied out to lf.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,1,top,1-0,Northeastern St.,Southern Ark.,C. White lined out to lf.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,1,bot,1-0,Southern Ark.,Northeastern St.,Chris Sutton grounded out to 3b.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,1,bot,1-0,Southern Ark.,Northeastern St.,Brett McGee grounded out to ss.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,1,bot,1-0,Southern Ark.,Northeastern St.,B. Nicoll walked.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,1,bot,1-0,Southern Ark.,Northeastern St.,T. Burton struck out.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,top,1-0,Northeastern St.,Southern Ark.,Klingensmith grounded out to 3b.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,top,1-0,Northeastern St.,Southern Ark.,B. Rodden singled to center field.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,top,1-0,Northeastern St.,Southern Ark.,K. Graff struck out looking.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,top,1-0,Northeastern St.,Southern Ark.,T. Dunlap singled to center field; B. Rodden advanced to second.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,top,1-0,Northeastern St.,Southern Ark.,T. Dunlap advanced to second; B. Rodden advanced to third on a passed ball.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,top,1-0,Northeastern St.,Southern Ark.,M. Kaiser struck out looking.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,top,1-0,Northeastern St.,Southern Ark.,H: 2 LOB: 2,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,bot,1-0,Southern Ark.,Northeastern St.,Richardson flied out to ss.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,bot,1-0,Southern Ark.,Northeastern St.,J. Machuca singled to right field.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,bot,1-0,Southern Ark.,Northeastern St.,Ty Manning singled to left field; J. Machuca advanced to second.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,bot,1-0,Southern Ark.,Northeastern St.,Conner Allen flied out to cf.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,bot,1-0,Southern Ark.,Northeastern St.,Riley Orr flied out to 2b.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,2,top,1-0,Northeastern St.,Southern Ark.,H: 2 LOB: 2,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,top,1-0,Northeastern St.,Southern Ark.,B. Brothers walked.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,top,1-0,Northeastern St.,Southern Ark.,B. Brothers advanced to second on an error by p.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,top,1-0,Northeastern St.,Southern Ark.,B. Reller struck out looking.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,top,1-0,Northeastern St.,Southern Ark.,B. Freeman grounded out to 2b; B. Brothers advanced to third.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,top,2-0,Northeastern St.,Southern Ark.,"C. White doubled to right center, RBI; B. Brothers scored.",https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,top,2-0,Northeastern St.,Southern Ark.,Klingensmith struck out.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,bot,2-0,Southern Ark.,Northeastern St.,Chris Sutton walked.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,bot,2-0,Southern Ark.,Northeastern St.,Brett McGee grounded out to p; Chris Sutton advanced to second.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,bot,2-0,Southern Ark.,Northeastern St.,B. Nicoll walked.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,bot,2-0,Southern Ark.,Northeastern St.,T. Burton grounded out to 1b unassisted; B. Nicoll advanced to second; Chris Sutton advanced to third.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,3,bot,2-0,Southern Ark.,Northeastern St.,Richardson grounded out to ss.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,top,2-0,Northeastern St.,Southern Ark.,B. Rodden grounded out to 2b.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,top,2-0,Northeastern St.,Southern Ark.,K. Graff lined out to ss.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,top,2-0,Northeastern St.,Southern Ark.,T. Dunlap reached on an error by ss.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,top,2-0,Northeastern St.,Southern Ark.,M. Kaiser walked; T. Dunlap advanced to second.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,top,2-0,Northeastern St.,Southern Ark.,B. Brothers walked; M. Kaiser advanced to second; T. Dunlap advanced to third.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,top,2-0,Northeastern St.,Southern Ark.,B. Reller struck out looking.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,top,2-0,Northeastern St.,Southern Ark.,E: 1 LOB: 3,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,bot,2-0,Southern Ark.,Northeastern St.,J. Machuca flied out to cf.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,bot,2-0,Southern Ark.,Northeastern St.,Ty Manning doubled down the lf line.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,bot,2-0,Southern Ark.,Northeastern St.,Conner Allen struck out.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
02/05/2022,"Hot Springs, Ark.",NA,4,bot,2-0,Southern Ark.,Northeastern St.,Riley Orr grounded out to p.,https://stats.ncaa.org/game/play_by_play/5198388,5198388
