date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/26/2022,"Macon, GA",NA,1,top,1-0,SIUE,Mercer,"OHL homered to left field, RBI.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,2-0,SIUE,Mercer,"JOHNSON, B. homered to right field, RBI.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,2-0,SIUE,Mercer,KIFFER singled to left field.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,2-0,SIUE,Mercer,BUNTEN flied out to cf.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,2-0,SIUE,Mercer,ARNTSON struck out swinging3a KIFFER stole second.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,2-0,SIUE,Mercer,OWUSU-ASIEDU walked.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,2-0,SIUE,Mercer,KIFFER advanced to third on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,2-0,SIUE,Mercer,OWUSU-ASIEDU advanced to second on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,4-0,SIUE,Mercer,"KLEIN singled to right field, 2 RBI3a OWUSU-ASIEDU scored3a KIFFER scored.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,4-0,SIUE,Mercer,KLEIN advanced to second.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,4-0,SIUE,Mercer,A. Stephens to p for Fred Wilson.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,4-0,SIUE,Mercer,PATTAN reached on a fielding error by 3b3a KLEIN advanced to third.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,top,4-0,SIUE,Mercer,WELL flied out to lf.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,bot,4-0,Mercer,SIUE,Colby Thomas struck out swinging.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,bot,4-0,Mercer,SIUE,A. DiSpigna grounded out to 2b.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,1,bot,4-0,Mercer,SIUE,Bill Knight flied out to cf.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,2,top,4-0,SIUE,Mercer,OHL singled to shortstop.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,2,top,4-0,SIUE,Mercer,"JOHNSON, B. struck out swinging.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,2,top,5-0,SIUE,Mercer,"KIFFER doubled to left field, RBI3a OHL scored.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,2,top,5-0,SIUE,Mercer,BUNTEN struck out swinging.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,2,top,5-0,SIUE,Mercer,ARNTSON struck out swinging.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,2,bot,5-0,Mercer,SIUE,Collin Price flied out to cf.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,2,bot,5-0,Mercer,SIUE,Le Bassett flied out to cf.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,2,bot,5-0,Mercer,SIUE,T. Austin flied out to cf.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,top,5-0,SIUE,Mercer,OWUSU-ASIEDU struck out looking.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,top,5-0,SIUE,Mercer,KLEIN out at first p to 2b to 1b.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,top,5-0,SIUE,Mercer,PATTAN struck out swinging.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,bot,5-1,Mercer,SIUE,"David Burke homered to center field, RBI.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,bot,5-1,Mercer,SIUE,T. Hughes singled to right field.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,bot,5-1,Mercer,SIUE,"W. Mapes grounded out to p, SAC3a T. Hughes advanced to second.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,bot,5-1,Mercer,SIUE,Colby Thomas grounded out to 3b.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,bot,5-1,Mercer,SIUE,A. DiSpigna grounded out to 2b.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,3,bot,5-1,Mercer,SIUE,R: 1 H: 2 LOB: 1,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,top,5-1,SIUE,Mercer,WELL flied out to rf.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,top,5-1,SIUE,Mercer,OHL singled to left field.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,top,5-1,SIUE,Mercer,"JOHNSON, B. singled to right field3a OHL advanced to second.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,top,5-1,SIUE,Mercer,"KIFFER reached on a fielder's choice3a JOHNSON, B. out at second ss to 2b3a OHL advanced to third.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,top,5-1,SIUE,Mercer,BUNTEN struck out swinging.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,top,5-2,SIUE,Mercer,H: 2 LOB: 2,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,bot,5-1,Mercer,SIUE,Bill Knight struck out looking.,https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,bot,5-2,Mercer,SIUE,"Collin Price homered to left center, RBI.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
02/26/2022,"Macon, GA",NA,4,bot,5-2,Mercer,SIUE,"Le Bassett struck out swinging, reached first on a passed ball.",https://stats.ncaa.org/game/play_by_play/5216527,5216527
