date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_pbp_url,game_pbp_id
02/12/2022,Brownwood Texas,NA,1,top,0-0,Concordia (TX),Howard Payne,A. miguel singled to left field.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,top,0-0,Concordia (TX),Howard Payne,D. Watts walked; A. miguel advanced to second.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,top,0-0,Concordia (TX),Howard Payne,G. Lee lined out to rf.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,top,0-0,Concordia (TX),Howard Payne,E. Sanchez reached on a fielder's choice; D. Watts out at second ss unassisted; A. miguel advanced to third.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,top,0-0,Concordia (TX),Howard Payne,M. Dubois grounded out to 3b.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,top,0-1,Concordia (TX),Howard Payne,H: 1 LOB: 2,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,bot,0-0,Howard Payne,Concordia (TX),J. Villarrea singled up the middle.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,bot,0-0,Howard Payne,Concordia (TX),"J. Villarrea out at second c to 2b, caught stealing.",https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,bot,0-0,Howard Payne,Concordia (TX),S. Lampson walked.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,bot,0-0,Howard Payne,Concordia (TX),D. Gifford singled to left field; S. Lampson advanced to second.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,bot,0-0,Howard Payne,Concordia (TX),D. Gifford advanced to second on a wild pitch; S. Lampson advanced to third on a wild pitch.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
02/12/2022,Brownwood Texas,NA,1,bot,0-0,Howard Payne,Concordia (TX),R. Roberts reached on a fielder's choice; D. Gifford advanced to third; S. Lampson out at home 3b to c.,https://stats.ncaa.org/game/play_by_play/5229927,5229927
