inning,score,batting,fielding,description,game_pbp_url,game_pbp_id
3,15-12,Clark Atlanta,Miles,"Lineup changed: Andrews activated, batting 9th",https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-13,Clark Atlanta,Miles,"Andrews walks, Douglas pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-15,Clark Atlanta,Miles,"Mason is hit by pitch, Douglas pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-18,Clark Atlanta,Miles,Brown Jr. doubles on a line drive to center fielder Long. Andrews scores,https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-19,Clark Atlanta,Miles,"Mason out at home, catcher Wright",https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-20,Clark Atlanta,Miles,Brown Jr. advances to 3rd,https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-21,Clark Atlanta,Miles,"Burrell walks, Douglas pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-23,Clark Atlanta,Miles,"Freeman is hit by pitch, Douglas pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-23,Clark Atlanta,Miles,Lineup changed: Cantey in at pitcher,https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-24,Clark Atlanta,Miles,"Page strikes out looking, Cantey pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-25,Clark Atlanta,Miles,Brown Jr. scores on passed ball,https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-26,Clark Atlanta,Miles,Burrell advances to 3rd on the same pitch,https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-27,Clark Atlanta,Miles,Freeman advances to 2nd on the same pitch,https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-28,Clark Atlanta,Miles,Swift pops out to third baseman Bitner,https://stats.ncaa.org/game/play_by_play/5213923,5213923
3,15-28,Clark Atlanta,Miles,R: 2 H: 1 LOB: 2,https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,16-28,Miles,Clark Atlanta,"Archie II walks, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,18-28,Miles,Clark Atlanta,Pearson hits a ground ball and reaches on an error by third baseman Bing,https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,19-28,Miles,Clark Atlanta,"Baker strikes out swinging, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,22-28,Miles,Clark Atlanta,Wright doubles on a line drive to center fielder Burrell. Archie II scores. Pearson scores,https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,23-28,Miles,Clark Atlanta,Wright advances to 3rd on passed ball,https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,24-28,Miles,Clark Atlanta,"Davenport strikes out swinging, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,25-28,Miles,Clark Atlanta,Snelson flies out to center fielder Burrell,https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,25-29,Clark Atlanta,Miles,Bing flies out to center fielder Long,https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,25-30,Clark Atlanta,Miles,"Manuel strikes out looking, Cantey pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,25-31,Clark Atlanta,Miles,"Andrews walks, Cantey pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
4,25-32,Clark Atlanta,Miles,"Mason grounds out, third baseman Bitner to first baseman Bisharat",https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,26-32,Miles,Clark Atlanta,"Bisharat is out on foul tip, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,27-32,Miles,Clark Atlanta,"Long strikes out looking, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-32,Miles,Clark Atlanta,Bitner flies out to left fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-33,Clark Atlanta,Miles,Brown Jr. singles on a pop fly to right fielder Archie II,https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-34,Clark Atlanta,Miles,"Burrell is out on foul bunt, Cantey pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-35,Clark Atlanta,Miles,Brown Jr. steals 2nd,https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-36,Clark Atlanta,Miles,"Freeman walks, Cantey pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-36,Clark Atlanta,Miles,Lineup changed: Jackson in for first baseman Freeman,https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-37,Clark Atlanta,Miles,Brown Jr. steals 3rd,https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-38,Clark Atlanta,Miles,Jackson steals 2nd,https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-41,Clark Atlanta,Miles,"Page out on sacrifice fly, left fielder Snelson to shortstop Davenport. Brown Jr. scores",https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-41,Clark Atlanta,Miles,Lineup changed: Barber in for right fielder Swift,https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-42,Clark Atlanta,Miles,"Barber strikes out swinging, Cantey pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
5,28-42,Clark Atlanta,Miles,R: 1 H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,29-42,Miles,Clark Atlanta,"Archie II strikes out looking, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,30-42,Miles,Clark Atlanta,"Pearson grounds out, second baseman Mason to first baseman Jackson",https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,31-42,Miles,Clark Atlanta,Baker out at first on dropped 3rd strike,https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,31-43,Clark Atlanta,Miles,Bing singles on a bunt to third baseman Bitner,https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,31-45,Clark Atlanta,Miles,Manuel sacrifices to catcher Wright,https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,31-47,Clark Atlanta,Miles,Andrews hits a ground ball and reaches on an error by pitcher Cantey,https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,31-47,Clark Atlanta,Miles,Lineup changed: Allen in at pitcher,https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,31-50,Clark Atlanta,Miles,Mason sacrifices to pitcher Allen. Bing scores,https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,31-51,Clark Atlanta,Miles,"Brown Jr. grounds out, second baseman Pearson to first baseman Bisharat",https://stats.ncaa.org/game/play_by_play/5213923,5213923
6,31-51,Clark Atlanta,Miles,R: 1 H: 1 E: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5213923,5213923
7,32-51,Miles,Clark Atlanta,"Wright strikes out looking, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
7,33-51,Miles,Clark Atlanta,"Davenport strikes out swinging, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
7,34-51,Miles,Clark Atlanta,"Snelson walks, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5213923,5213923
7,35-51,Miles,Clark Atlanta,Bisharat pops out to second baseman Mason,https://stats.ncaa.org/game/play_by_play/5213923,5213923
7,35-51,Miles,Clark Atlanta,LOB: 1,https://stats.ncaa.org/game/play_by_play/5213923,5213923
