Date,Opponent,Result,opponent_slug,slug,game_info_url
01/30/2015,@ MSU Denver,W 5 - 3,/team/413/12080,/contests/404203/box_score,https://stats.ncaa.org/contests/404203/box_score
01/30/2015,@ MSU Denver,L 2 - 3,/team/413/12080,/contests/404208/box_score,https://stats.ncaa.org/contests/404208/box_score
01/31/2015,@ MSU Denver,L 2 - 6,/team/413/12080,/contests/404213/box_score,https://stats.ncaa.org/contests/404213/box_score
02/05/2015,"Southern Ark. @ Grand Prairie, Texas",L 2 - 3 (10),/team/1376/12080,/contests/404352/box_score,https://stats.ncaa.org/contests/404352/box_score
02/06/2015,"Ouachita Baptist @ Grand Prairie, Texas",W 10 - 7,/team/1289/12080,/contests/404410/box_score,https://stats.ncaa.org/contests/404410/box_score
02/07/2015,"Southwestern Okla. @ Grand Prarie, Texas",W 6 - 1,/team/8744/12080,/contests/404566/box_score,https://stats.ncaa.org/contests/404566/box_score
02/08/2015,"Ark.-Monticello @ Grand Prairie, Texas",W 10 - 8,/team/8411/12080,/contests/404655/box_score,https://stats.ncaa.org/contests/404655/box_score
02/13/2015,@ CSU Pueblo,L 6 - 7,/team/2720/12080,/contests/404846/box_score,https://stats.ncaa.org/contests/404846/box_score
02/14/2015,@ CSU Pueblo,W 3 - 2,/team/2720/12080,/contests/405070/box_score,https://stats.ncaa.org/contests/405070/box_score
02/15/2015,@ CSU Pueblo,L 2 - 4,/team/2720/12080,/contests/405471/box_score,https://stats.ncaa.org/contests/405471/box_score
02/19/2015,@ Central Okla.,W 5 - 4,/team/1009/12080,/contests/405628/box_score,https://stats.ncaa.org/contests/405628/box_score
02/20/2015,@ Central Okla.,W 16 - 6,/team/1009/12080,/contests/405759/box_score,https://stats.ncaa.org/contests/405759/box_score
02/20/2015,@ Central Okla.,L 3 - 8,/team/1009/12080,/contests/405791/box_score,https://stats.ncaa.org/contests/405791/box_score
02/21/2015,@ Central Okla.,W 7 - 4,/team/1009/12080,/contests/405909/box_score,https://stats.ncaa.org/contests/405909/box_score
03/06/2015,Fort Hays St.,L 5 - 7 (10),/team/9011/12080,/contests/407694/box_score,https://stats.ncaa.org/contests/407694/box_score
03/07/2015,Fort Hays St.,W 13 - 6,/team/9011/12080,/contests/407962/box_score,https://stats.ncaa.org/contests/407962/box_score
03/07/2015,Fort Hays St.,W 16 - 15,/team/9011/12080,/contests/408064/box_score,https://stats.ncaa.org/contests/408064/box_score
03/08/2015,Fort Hays St.,W 10 - 0,/team/9011/12080,/contests/408407/box_score,https://stats.ncaa.org/contests/408407/box_score
03/10/2015,Midland,W 11 - 10,NA,/contests/408920/box_score,https://stats.ncaa.org/contests/408920/box_score
03/13/2015,@ Northwest Mo. St.,L 10 - 20,/team/507/12080,/contests/409517/box_score,https://stats.ncaa.org/contests/409517/box_score
03/14/2015,@ Northwest Mo. St.,W 5 - 3,/team/507/12080,/contests/409861/box_score,https://stats.ncaa.org/contests/409861/box_score
03/14/2015,@ Northwest Mo. St.,W 11 - 4,/team/507/12080,/contests/409945/box_score,https://stats.ncaa.org/contests/409945/box_score
03/15/2015,@ Northwest Mo. St.,L 5 - 7,/team/507/12080,/contests/410233/box_score,https://stats.ncaa.org/contests/410233/box_score
03/20/2015,Pittsburg St.,L 7 - 17,/team/1314/12080,/contests/411428/box_score,https://stats.ncaa.org/contests/411428/box_score
03/21/2015,Pittsburg St.,W 19 - 9,/team/1314/12080,/contests/411799/box_score,https://stats.ncaa.org/contests/411799/box_score
03/21/2015,Pittsburg St.,W 9 - 6,/team/1314/12080,/contests/411973/box_score,https://stats.ncaa.org/contests/411973/box_score
03/22/2015,Pittsburg St.,W 19 - 3,/team/1314/12080,/contests/412276/box_score,https://stats.ncaa.org/contests/412276/box_score
03/28/2015,"Lincoln (MO) @ Kearney, NE",W 20 - 2,/team/356/12080,/contests/413824/box_score,https://stats.ncaa.org/contests/413824/box_score
03/28/2015,"Lincoln (MO) @ Kearney, NE",W 13 - 0,/team/356/12080,/contests/413835/box_score,https://stats.ncaa.org/contests/413835/box_score
03/29/2015,"Lincoln (MO) @ Kearney, NE",W 21 - 6,/team/356/12080,/contests/414286/box_score,https://stats.ncaa.org/contests/414286/box_score
03/29/2015,"Lincoln (MO) @ Kearney, NE",W 25 - 2,/team/356/12080,/contests/414293/box_score,https://stats.ncaa.org/contests/414293/box_score
04/02/2015,Emporia St.,L 6 - 10,/team/1071/12080,/contests/415048/box_score,https://stats.ncaa.org/contests/415048/box_score
04/03/2015,Emporia St.,W 7 - 5,/team/1071/12080,/contests/415434/box_score,https://stats.ncaa.org/contests/415434/box_score
04/03/2015,Emporia St.,W 12 - 1,/team/1071/12080,/contests/415528/box_score,https://stats.ncaa.org/contests/415528/box_score
04/04/2015,Emporia St.,L 10 - 13,/team/1071/12080,/contests/415724/box_score,https://stats.ncaa.org/contests/415724/box_score
04/10/2015,@ Missouri Western,W 11 - 4,/team/9013/12080,/contests/417107/box_score,https://stats.ncaa.org/contests/417107/box_score
04/11/2015,@ Missouri Western,L 2 - 6,/team/9013/12080,/contests/417545/box_score,https://stats.ncaa.org/contests/417545/box_score
04/11/2015,@ Missouri Western,L 4 - 5,/team/9013/12080,/contests/417803/box_score,https://stats.ncaa.org/contests/417803/box_score
04/12/2015,@ Missouri Western,L 2 - 6,/team/9013/12080,/contests/418135/box_score,https://stats.ncaa.org/contests/418135/box_score
04/15/2015,Wayne St. (NE),W 8 - 5,/team/1433/12080,/contests/418974/box_score,https://stats.ncaa.org/contests/418974/box_score
04/18/2015,Lindenwood,L 4 - 8,/team/30136/12080,/contests/419873/box_score,https://stats.ncaa.org/contests/419873/box_score
04/18/2015,Lindenwood,W 6 - 5,/team/30136/12080,/contests/420160/box_score,https://stats.ncaa.org/contests/420160/box_score
04/19/2015,Lindenwood,W 14 - 1,/team/30136/12080,/contests/420420/box_score,https://stats.ncaa.org/contests/420420/box_score
04/20/2015,Lindenwood,W 9 - 7,/team/30136/12080,/contests/420664/box_score,https://stats.ncaa.org/contests/420664/box_score
04/23/2015,@ Washburn,L 3 - 6,/team/2814/12080,/contests/421284/box_score,https://stats.ncaa.org/contests/421284/box_score
04/23/2015,@ Washburn,L 6 - 7,/team/2814/12080,/contests/421309/box_score,https://stats.ncaa.org/contests/421309/box_score
04/25/2015,@ Washburn,L 5 - 6,/team/2814/12080,/contests/421896/box_score,https://stats.ncaa.org/contests/421896/box_score
04/25/2015,@ Washburn,W 5 - 3,/team/2814/12080,/contests/422097/box_score,https://stats.ncaa.org/contests/422097/box_score
