year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url
2023,16340,02/17/2023,Coastal Carolina,149,14,Sun Belt,818,/team/149/16340,1,Fairfield,220,7,MAAC,871,/team/220/16340,1,,,/contests/2390487/box_score,https://stats.ncaa.org/contests/2390487/box_score
2023,16340,02/18/2023,Coastal Carolina,149,11,Sun Belt,818,/team/149/16340,1,Middle Tenn.,419,3,C-USA,24312,/team/419/16340,1,,,/contests/2390498/box_score,https://stats.ncaa.org/contests/2390498/box_score
2023,16340,02/19/2023,Coastal Carolina,149,2,Sun Belt,818,/team/149/16340,1,VCU,740,4,Atlantic 10,820,/team/740/16340,1,,,/contests/2391050/box_score,https://stats.ncaa.org/contests/2391050/box_score
2023,16340,02/22/2023,Coastal Carolina,149,4,Sun Belt,818,/team/149/16340,1,NC State,490,16,ACC,821,/team/490/16340,1,,,/contests/2391235/box_score,https://stats.ncaa.org/contests/2391235/box_score
2023,16340,02/24/2023,Coastal Carolina,149,14,Sun Belt,818,/team/149/16340,1,Creighton,169,12,Big East,30184,/team/169/16340,1,,,/contests/2391277/box_score,https://stats.ncaa.org/contests/2391277/box_score
2023,16340,02/25/2023,Coastal Carolina,149,14,Sun Belt,818,/team/149/16340,1,Creighton,169,5,Big East,30184,/team/169/16340,1,,,/contests/2391582/box_score,https://stats.ncaa.org/contests/2391582/box_score
2023,16340,02/26/2023,Coastal Carolina,149,5,Sun Belt,818,/team/149/16340,1,Creighton,169,10,Big East,30184,/team/169/16340,1,,,/contests/2391996/box_score,https://stats.ncaa.org/contests/2391996/box_score
2023,16340,02/28/2023,Col. of Charleston,1014,4,CAA,837,/team/1014/16340,1,Coastal Carolina,149,3,Sun Belt,818,/team/149/16340,1,,,/contests/2392337/box_score,https://stats.ncaa.org/contests/2392337/box_score
2023,16340,03/03/2023,Coastal Carolina,149,7,Sun Belt,818,/team/149/16340,1,Davidson,173,6,Atlantic 10,820,/team/173/16340,1,,,/contests/2392611/box_score,https://stats.ncaa.org/contests/2392611/box_score
2023,16340,03/04/2023,Coastal Carolina,149,26,Sun Belt,818,/team/149/16340,1,Davidson,173,5,Atlantic 10,820,/team/173/16340,1,,,/contests/2392912/box_score,https://stats.ncaa.org/contests/2392912/box_score
2023,16340,03/05/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Davidson,173,,Atlantic 10,820,/team/173/16340,1,,,,
2023,16340,03/07/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Wake Forest,749,,ACC,821,/team/749/16340,1,,,,
2023,16340,03/10/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Illinois,301,,Big Ten,827,/team/301/16340,1,,,,
2023,16340,03/11/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Illinois,301,,Big Ten,827,/team/301/16340,1,,,,
2023,16340,03/12/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Illinois,301,,Big Ten,827,/team/301/16340,1,,,,
2023,16340,03/14/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Campbell,115,,Big South,826,/team/115/16340,1,,,,
2023,16340,03/17/2023,James Madison,317,,Sun Belt,818,/team/317/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,03/18/2023,James Madison,317,,Sun Belt,818,/team/317/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,03/19/2023,James Madison,317,,Sun Belt,818,/team/317/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,03/24/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Texas St.,670,,Sun Belt,818,/team/670/16340,1,,,,
2023,16340,03/25/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Texas St.,670,,Sun Belt,818,/team/670/16340,1,,,,
2023,16340,03/26/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Texas St.,670,,Sun Belt,818,/team/670/16340,1,,,,
2023,16340,03/28/2023,North Carolina,457,,ACC,821,/team/457/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,03/31/2023,Georgia St.,254,,Sun Belt,818,/team/254/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/01/2023,Georgia St.,254,,Sun Belt,818,/team/254/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/02/2023,Georgia St.,254,,Sun Belt,818,/team/254/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/04/2023,Clemson,147,,ACC,821,/team/147/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/06/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Ga. Southern,253,,Sun Belt,818,/team/253/16340,1,,,,
2023,16340,04/07/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Ga. Southern,253,,Sun Belt,818,/team/253/16340,1,,,,
2023,16340,04/08/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Ga. Southern,253,,Sun Belt,818,/team/253/16340,1,,,,
2023,16340,04/10/2023,Campbell,115,,Big South,826,/team/115/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/11/2023,Campbell,115,,Big South,826,/team/115/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/14/2023,Old Dominion,523,,Sun Belt,818,/team/523/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/15/2023,Old Dominion,523,,Sun Belt,818,/team/523/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/16/2023,Old Dominion,523,,Sun Belt,818,/team/523/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/18/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Col. of Charleston,1014,,CAA,837,/team/1014/16340,1,,,,
2023,16340,04/21/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Southern Miss.,664,,Sun Belt,818,/team/664/16340,1,,,,
2023,16340,04/22/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Southern Miss.,664,,Sun Belt,818,/team/664/16340,1,,,,
2023,16340,04/23/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Southern Miss.,664,,Sun Belt,818,/team/664/16340,1,,,,
2023,16340,04/25/2023,Wake Forest,749,,ACC,821,/team/749/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/28/2023,Louisiana,671,,Sun Belt,818,/team/671/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/29/2023,Louisiana,671,,Sun Belt,818,/team/671/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,04/30/2023,Louisiana,671,,Sun Belt,818,/team/671/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,05/02/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Charlotte,458,,C-USA,24312,/team/458/16340,1,,,,
2023,16340,05/05/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,App State,27,,Sun Belt,818,/team/27/16340,1,,,,
2023,16340,05/06/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,App State,27,,Sun Belt,818,/team/27/16340,1,,,,
2023,16340,05/07/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,App State,27,,Sun Belt,818,/team/27/16340,1,,,,
2023,16340,05/09/2023,The Citadel,141,,SoCon,912,/team/141/16340,1,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,,,,
2023,16340,05/10/2023,Coastal Carolina,149,,Sun Belt,818,/team/149/16340,1,Clemson,147,,ACC,821,/team/147/16340,1,,,,
