year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url,contest_id
2023,16340,02/17/2023,Louisville,367,7,ACC,821,/team/367/16340,1,Bucknell,83,1,Patriot,838,/team/83/16340,1,,,/contests/2390376/box_score,https://stats.ncaa.org/contests/2390376/box_score,2390376
2023,16340,02/18/2023,Louisville,367,11,ACC,821,/team/367/16340,1,Bucknell,83,2,Patriot,838,/team/83/16340,1,,,/contests/2390683/box_score,https://stats.ncaa.org/contests/2390683/box_score,2390683
2023,16340,02/19/2023,Louisville,367,5,ACC,821,/team/367/16340,1,Bucknell,83,3,Patriot,838,/team/83/16340,1,,,/contests/2390995/box_score,https://stats.ncaa.org/contests/2390995/box_score,2390995
2023,16340,02/24/2023,Boston College ,67,9,ACC,821,/team/67/16340,1,Bucknell,83,1,Patriot,838,/team/83/16340,1,"Mount Pleasant, SC",,/contests/2391352/box_score,https://stats.ncaa.org/contests/2391352/box_score,2391352
2023,16340,02/25/2023,Ball St. ,47,2,MAC,875,/team/47/16340,1,Bucknell,83,7,Patriot,838,/team/83/16340,1,"Charleston, SC",,/contests/2391970/box_score,https://stats.ncaa.org/contests/2391970/box_score,2391970
2023,16340,02/26/2023,Bucknell,83,12,Patriot,838,/team/83/16340,1,Merrimack ,410,3,NEC,846,/team/410/16340,1,"Mount Pleasant, SC",,/contests/2392081/box_score,https://stats.ncaa.org/contests/2392081/box_score,2392081
2023,16340,02/28/2023,Pittsburgh,545,11,ACC,821,/team/545/16340,1,Bucknell,83,8,Patriot,838,/team/83/16340,1,,,/contests/2392338/box_score,https://stats.ncaa.org/contests/2392338/box_score,2392338
2023,16340,03/04/2023,Bucknell,83,5,Patriot,838,/team/83/16340,1,Western Mich. ,774,15,MAC,875,/team/774/16340,1,"Greensboro, NC",,/contests/2393029/box_score,https://stats.ncaa.org/contests/2393029/box_score,2393029
2023,16340,03/04/2023,N.C. A&T,488,16,CAA,837,/team/488/16340,1,Bucknell,83,2,Patriot,838,/team/83/16340,1,,,/contests/2392952/box_score,https://stats.ncaa.org/contests/2392952/box_score,2392952
2023,16340,03/05/2023,Bucknell,83,5,Patriot,838,/team/83/16340,1,Western Mich. ,774,9,MAC,875,/team/774/16340,1,"Greensboro, NC",,/contests/2393421/box_score,https://stats.ncaa.org/contests/2393421/box_score,2393421
2023,16340,03/08/2023,Bucknell,83,5,Patriot,838,/team/83/16340,1,Marist,386,6,MAAC,871,/team/386/16340,1,,,/contests/2393997/box_score,https://stats.ncaa.org/contests/2393997/box_score,2393997
2023,16340,03/11/2023,Bucknell,83,8,Patriot,838,/team/83/16340,1,Rhode Island,572,6,Atlantic 10,820,/team/572/16340,1,,,/contests/2423983/box_score,https://stats.ncaa.org/contests/2423983/box_score,2423983
2023,16340,03/12/2023,Bucknell,83,3,Patriot,838,/team/83/16340,1,Rhode Island,572,2,Atlantic 10,820,/team/572/16340,1,,8,/contests/2394598/box_score,https://stats.ncaa.org/contests/2394598/box_score,2394598
2023,16340,03/12/2023,Bucknell,83,3,Patriot,838,/team/83/16340,1,Rhode Island,572,2,Atlantic 10,820,/team/572/16340,1,,8,/contests/2408785/box_score,https://stats.ncaa.org/contests/2408785/box_score,2408785
2023,16340,03/17/2023,Navy,726,8,Patriot,838,/team/726/16340,1,Bucknell,83,6,Patriot,838,/team/83/16340,1,,,/contests/2395918/box_score,https://stats.ncaa.org/contests/2395918/box_score,2395918
2023,16340,03/18/2023,Navy,726,7,Patriot,838,/team/726/16340,1,Bucknell,83,6,Patriot,838,/team/83/16340,1,,,/contests/2396393/box_score,https://stats.ncaa.org/contests/2396393/box_score,2396393
2023,16340,03/18/2023,Navy,726,4,Patriot,838,/team/726/16340,1,Bucknell,83,17,Patriot,838,/team/83/16340,1,,,/contests/2409555/box_score,https://stats.ncaa.org/contests/2409555/box_score,2409555
2023,16340,03/19/2023,Navy,726,3,Patriot,838,/team/726/16340,1,Bucknell,83,6,Patriot,838,/team/83/16340,1,,,/contests/2396735/box_score,https://stats.ncaa.org/contests/2396735/box_score,2396735
2023,16340,03/21/2023,Bucknell,83,4,Patriot,838,/team/83/16340,1,Villanova,739,3,Big East,30184,/team/739/16340,1,,,/contests/2396897/box_score,https://stats.ncaa.org/contests/2396897/box_score,2396897
2023,16340,03/24/2023,Bucknell,83,11,Patriot,838,/team/83/16340,1,Lafayette,342,0,Patriot,838,/team/342/16340,1,,,/contests/2425869/box_score,https://stats.ncaa.org/contests/2425869/box_score,2425869
2023,16340,03/24/2023,Bucknell,83,20,Patriot,838,/team/83/16340,1,Lafayette,342,2,Patriot,838,/team/342/16340,1,,,/contests/2425953/box_score,https://stats.ncaa.org/contests/2425953/box_score,2425953
2023,16340,03/26/2023,Bucknell,83,6,Patriot,838,/team/83/16340,1,Lehigh,352,4,Patriot,838,/team/352/16340,1,,,/contests/2398107/box_score,https://stats.ncaa.org/contests/2398107/box_score,2398107
2023,16340,03/26/2023,Bucknell,83,16,Patriot,838,/team/83/16340,1,Lehigh,352,6,Patriot,838,/team/352/16340,1,,,/contests/2409287/box_score,https://stats.ncaa.org/contests/2409287/box_score,2409287
2023,16340,04/01/2023,Army West Point,725,,Patriot,838,/team/725/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/01/2023,Army West Point,725,,Patriot,838,/team/725/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/02/2023,Holy Cross,285,,Patriot,838,/team/285/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/02/2023,Holy Cross,285,,Patriot,838,/team/285/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/04/2023,Penn St.,539,,Big Ten,827,/team/539/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/08/2023,Lafayette,342,,Patriot,838,/team/342/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/08/2023,Lafayette,342,,Patriot,838,/team/342/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/09/2023,Lafayette,342,,Patriot,838,/team/342/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/11/2023,UMBC,391,,America East,845,/team/391/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/15/2023,Bucknell,83,,Patriot,838,/team/83/16340,1,Army West Point,725,,Patriot,838,/team/725/16340,1,,,,,
2023,16340,04/15/2023,Bucknell,83,,Patriot,838,/team/83/16340,1,Army West Point,725,,Patriot,838,/team/725/16340,1,,,,,
2023,16340,04/16/2023,Bucknell,83,,Patriot,838,/team/83/16340,1,Army West Point,725,,Patriot,838,/team/725/16340,1,,,,,
2023,16340,04/19/2023,Bucknell,83,,Patriot,838,/team/83/16340,1,Navy,726,,Patriot,838,/team/726/16340,1,,,,,
2023,16340,04/22/2023,Lehigh,352,,Patriot,838,/team/352/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/22/2023,Lehigh,352,,Patriot,838,/team/352/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/23/2023,Lehigh,352,,Patriot,838,/team/352/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/26/2023,Saint Joseph's,606,,Atlantic 10,820,/team/606/16340,1,Bucknell,83,,Patriot,838,/team/83/16340,1,,,,,
2023,16340,04/29/2023,Bucknell,83,,Patriot,838,/team/83/16340,1,Holy Cross,285,,Patriot,838,/team/285/16340,1,,,,,
2023,16340,04/29/2023,Bucknell,83,,Patriot,838,/team/83/16340,1,Holy Cross,285,,Patriot,838,/team/285/16340,1,,,,,
2023,16340,04/30/2023,Bucknell,83,,Patriot,838,/team/83/16340,1,Holy Cross,285,,Patriot,838,/team/285/16340,1,,,,,
