Date,Opponent,Result,opponent_slug,slug,game_info_url
03/07/2015,"Lock Haven @ Myrtle Beach, S.C.",W 9 - 1,/team/360/12080,/contests/408191/box_score,https://stats.ncaa.org/contests/408191/box_score
03/07/2015,"Lock Haven @ Myrtle Beach, S.C.",W 10 - 0,/team/360/12080,/contests/408238/box_score,https://stats.ncaa.org/contests/408238/box_score
03/08/2015,"Lock Haven @ Myrtle Beach, S.C.",W 2 - 1,/team/360/12080,/contests/408590/box_score,https://stats.ncaa.org/contests/408590/box_score
03/08/2015,"Lock Haven @ Myrtle Beach, S.C.",W 6 - 2,/team/360/12080,/contests/408638/box_score,https://stats.ncaa.org/contests/408638/box_score
03/09/2015,@ Coker,W 7 - 4,/team/1023/12080,/contests/408693/box_score,https://stats.ncaa.org/contests/408693/box_score
03/10/2015,"Pfeiffer @ Myrtle Beach, SC",W 7 - 3,/team/542/12080,/contests/408993/box_score,https://stats.ncaa.org/contests/408993/box_score
03/15/2015,Slippery Rock,W 2 - 1,/team/643/12080,/contests/410276/box_score,https://stats.ncaa.org/contests/410276/box_score
03/15/2015,Slippery Rock,W 4 - 1,/team/643/12080,/contests/410356/box_score,https://stats.ncaa.org/contests/410356/box_score
03/17/2015,@ Malone,W 7 - 6,/team/30137/12080,/contests/410886/box_score,https://stats.ncaa.org/contests/410886/box_score
03/17/2015,@ Malone,W 6 - 1,/team/30137/12080,/contests/410903/box_score,https://stats.ncaa.org/contests/410903/box_score
03/20/2015,@ Clarion,W 13 - 2,/team/143/12080,/contests/411464/box_score,https://stats.ncaa.org/contests/411464/box_score
03/20/2015,@ Clarion,W 5 - 4,/team/143/12080,/contests/411526/box_score,https://stats.ncaa.org/contests/411526/box_score
03/21/2015,Clarion,W 9 - 3,/team/143/12080,/contests/411730/box_score,https://stats.ncaa.org/contests/411730/box_score
03/21/2015,Clarion,W 9 - 0,/team/143/12080,/contests/411898/box_score,https://stats.ncaa.org/contests/411898/box_score
03/24/2015,@ Slippery Rock,L 6 - 7,/team/643/12080,/contests/412779/box_score,https://stats.ncaa.org/contests/412779/box_score
03/24/2015,@ Slippery Rock,W 7 - 2,/team/643/12080,/contests/412797/box_score,https://stats.ncaa.org/contests/412797/box_score
03/29/2015,@ Gannon,W 5 - 2,/team/246/12080,/contests/414066/box_score,https://stats.ncaa.org/contests/414066/box_score
03/29/2015,@ Gannon,W 3 - 1,/team/246/12080,/contests/414176/box_score,https://stats.ncaa.org/contests/414176/box_score
03/30/2015,Gannon,W 2 - 0,/team/246/12080,/contests/414361/box_score,https://stats.ncaa.org/contests/414361/box_score
03/30/2015,Gannon,W 3 - 0,/team/246/12080,/contests/414420/box_score,https://stats.ncaa.org/contests/414420/box_score
04/01/2015,@ Lake Erie,W 12 - 10,/team/2746/12080,/contests/414853/box_score,https://stats.ncaa.org/contests/414853/box_score
04/03/2015,Pitt.-Johnstown,W 8 - 1,/team/546/12080,/contests/415460/box_score,https://stats.ncaa.org/contests/415460/box_score
04/03/2015,Pitt.-Johnstown,W 3 - 2,/team/546/12080,/contests/415554/box_score,https://stats.ncaa.org/contests/415554/box_score
04/04/2015,@ Pitt.-Johnstown,W 6 - 5,/team/546/12080,/contests/415929/box_score,https://stats.ncaa.org/contests/415929/box_score
04/04/2015,@ Pitt.-Johnstown,W 9 - 5,/team/546/12080,/contests/416142/box_score,https://stats.ncaa.org/contests/416142/box_score
04/07/2015,Notre Dame (OH),W 5 - 4,/team/30126/12080,/contests/416661/box_score,https://stats.ncaa.org/contests/416661/box_score
04/10/2015,@ California (PA),L 4 - 5,/team/106/12080,/contests/417145/box_score,https://stats.ncaa.org/contests/417145/box_score
04/10/2015,@ California (PA),W 1 - 0,/team/106/12080,/contests/417185/box_score,https://stats.ncaa.org/contests/417185/box_score
04/11/2015,California (PA),W 4 - 3,/team/106/12080,/contests/417407/box_score,https://stats.ncaa.org/contests/417407/box_score
04/11/2015,California (PA),W 6 - 1,/team/106/12080,/contests/417663/box_score,https://stats.ncaa.org/contests/417663/box_score
04/17/2015,Indiana (PA),W 3 - 2,/team/307/12080,/contests/419413/box_score,https://stats.ncaa.org/contests/419413/box_score
04/17/2015,Indiana (PA),L 0 - 3,/team/307/12080,/contests/419471/box_score,https://stats.ncaa.org/contests/419471/box_score
04/18/2015,@ Indiana (PA),L 7 - 8,/team/307/12080,/contests/419724/box_score,https://stats.ncaa.org/contests/419724/box_score
