year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url
2023,16340,02/17/2023,North Carolina,457,8,ACC,821,/team/457/16340,1,Seton Hall,635,10,Big East,30184,/team/635/16340,1,,,/contests/2390418/box_score,https://stats.ncaa.org/contests/2390418/box_score
2023,16340,02/18/2023,North Carolina,457,11,ACC,821,/team/457/16340,1,Seton Hall,635,2,Big East,30184,/team/635/16340,1,,,/contests/2390749/box_score,https://stats.ncaa.org/contests/2390749/box_score
2023,16340,02/19/2023,North Carolina,457,4,ACC,821,/team/457/16340,1,Seton Hall,635,2,Big East,30184,/team/635/16340,1,,,/contests/2391008/box_score,https://stats.ncaa.org/contests/2391008/box_score
2023,16340,02/24/2023,Northwestern St. ,508,6,Southland,914,/team/508/16340,1,Seton Hall,635,1,Big East,30184,/team/635/16340,1,"Sugar Land, TX",,/contests/2391356/box_score,https://stats.ncaa.org/contests/2391356/box_score
2023,16340,02/25/2023,Houston Christian ,287,4,Southland,914,/team/287/16340,1,Seton Hall,635,7,Big East,30184,/team/635/16340,1,"Sugar Land, Texas",,/contests/2391594/box_score,https://stats.ncaa.org/contests/2391594/box_score
2023,16340,02/26/2023,New Mexico St. ,472,3,WAC,923,/team/472/16340,1,Seton Hall,635,9,Big East,30184,/team/635/16340,1,"Sugar Land, TX",,/contests/2392087/box_score,https://stats.ncaa.org/contests/2392087/box_score
2023,16340,03/03/2023,California Baptist,30135,13,WAC,923,/team/30135/16340,1,Seton Hall,635,7,Big East,30184,/team/635/16340,1,,,/contests/2392858/box_score,https://stats.ncaa.org/contests/2392858/box_score
2023,16340,03/04/2023,California Baptist,30135,4,WAC,923,/team/30135/16340,1,Seton Hall,635,3,Big East,30184,/team/635/16340,1,,,/contests/2393307/box_score,https://stats.ncaa.org/contests/2393307/box_score
2023,16340,03/05/2023,California Baptist,30135,,WAC,923,/team/30135/16340,1,Seton Hall,635,,Big East,30184,/team/635/16340,1,,,,
2023,16340,03/07/2023,California Baptist,30135,,WAC,923,/team/30135/16340,1,Seton Hall,635,,Big East,30184,/team/635/16340,1,,,,
2023,16340,03/09/2023,UC Santa Barbara,104,,Big West,904,/team/104/16340,1,Seton Hall,635,,Big East,30184,/team/635/16340,1,,,,
2023,16340,03/10/2023,UC Santa Barbara,104,,Big West,904,/team/104/16340,1,Seton Hall,635,,Big East,30184,/team/635/16340,1,,,,
2023,16340,03/11/2023,UC Santa Barbara,104,,Big West,904,/team/104/16340,1,Seton Hall,635,,Big East,30184,/team/635/16340,1,,,,
2023,16340,03/15/2023,Seton Hall,635,,Big East,30184,/team/635/16340,1,Monmouth,439,,CAA,837,/team/439/16340,1,,,,
2023,16340,03/18/2023,Seton Hall,635,,Big East,30184,/team/635/16340,1,Holy Cross,285,,Patriot,838,/team/285/16340,1,,,,
2023,16340,03/18/2023,Seton Hall,635,,Big East,30184,/team/635/16340,1,Holy Cross,285,,Patriot,838,/team/285/16340,1,,,,
2023,16340,03/19/2023,Seton Hall,635,,Big East,30184,/team/635/16340,1,Holy Cross,285,,Patriot,838,/team/285/16340,1,,,,
2023,16340,03/21/2023,Seton Hall,635,,Big East,30184,/team/635/16340,1,Saint Peter's,617,,MAAC,871,/team/617/16340,1,,,,
2023,16340,03/22/2023,Seton Hall,635,,Big East,30184,/team/635/16340,1,NJIT,471,,America East,845,/team/471/16340,1,,,,
2023,16340,03/24/2023,Seton Hall,635,,Big East,30184,/team/635/16340,1,Fordham,236,,Atlantic 10,820,/team/236/16340,1,,,,
2023,16340,03/25/2023,Seton Hall,635,,Big East,30184,/team/635/16340,1,Fordham,236,,Atlantic 10,820,/team/236/16340,1,,,,
2023,16340,03/26/2023,Fordham,236,,Atlantic 10,820,/team/236/16340,1,Seton Hall,635,,Big East,30184,/team/635/16340,1,,,,
