year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url,contest_id
2023,16340,02/17/2023,NC State,490,14,ACC,821,/team/490/16340,1,Wagner,748,1,NEC,846,/team/748/16340,1,,,/contests/2390374/box_score,https://stats.ncaa.org/contests/2390374/box_score,2390374
2023,16340,02/18/2023,NC State,490,3,ACC,821,/team/490/16340,1,Wagner,748,2,NEC,846,/team/748/16340,1,,,/contests/2390737/box_score,https://stats.ncaa.org/contests/2390737/box_score,2390737
2023,16340,02/19/2023,NC State,490,9,ACC,821,/team/490/16340,1,Wagner,748,0,NEC,846,/team/748/16340,1,,,/contests/2390990/box_score,https://stats.ncaa.org/contests/2390990/box_score,2390990
2023,16340,02/22/2023,Coastal Carolina,149,4,Sun Belt,818,/team/149/16340,1,NC State,490,16,ACC,821,/team/490/16340,1,,,/contests/2391235/box_score,https://stats.ncaa.org/contests/2391235/box_score,2391235
2023,16340,02/24/2023,NC State,490,11,ACC,821,/team/490/16340,1,Belmont,14927,4,MVC,884,/team/14927/16340,1,,,/contests/2391451/box_score,https://stats.ncaa.org/contests/2391451/box_score,2391451
2023,16340,02/25/2023,NC State,490,7,ACC,821,/team/490/16340,1,Belmont,14927,0,MVC,884,/team/14927/16340,1,,,/contests/2391908/box_score,https://stats.ncaa.org/contests/2391908/box_score,2391908
2023,16340,02/26/2023,NC State,490,7,ACC,821,/team/490/16340,1,Belmont,14927,1,MVC,884,/team/14927/16340,1,,,/contests/2392221/box_score,https://stats.ncaa.org/contests/2392221/box_score,2392221
2023,16340,02/28/2023,NC State,490,14,ACC,821,/team/490/16340,1,Longwood,363,0,Big South,826,/team/363/16340,1,,,/contests/2392406/box_score,https://stats.ncaa.org/contests/2392406/box_score,2392406
2023,16340,03/01/2023,NC State,490,9,ACC,821,/team/490/16340,1,Radford,563,7,Big South,826,/team/563/16340,1,,,/contests/2392534/box_score,https://stats.ncaa.org/contests/2392534/box_score,2392534
2023,16340,03/03/2023,NC State,490,9,ACC,821,/team/490/16340,1,NJIT,471,2,America East,845,/team/471/16340,1,,,/contests/2392790/box_score,https://stats.ncaa.org/contests/2392790/box_score,2392790
2023,16340,03/04/2023,NC State,490,21,ACC,821,/team/490/16340,1,NJIT,471,2,America East,845,/team/471/16340,1,,,/contests/2393241/box_score,https://stats.ncaa.org/contests/2393241/box_score,2393241
