Date,Opponent,Result,opponent_slug,slug,game_info_url
02/16/2018,"UMass Lowell @ Mount Pleasant, S.C.",L 6 - 12,/team/368/12973,/contests/85360/box_score,https://stats.ncaa.org/contests/85360/box_score
02/17/2018,"Ball St. @ Mount Pleasant, S.C.",W 3 - 0,/team/47/12973,/contests/85648/box_score,https://stats.ncaa.org/contests/85648/box_score
02/17/2018,"UMass Lowell @ Mount Pleasant, S.C.",L 1 - 2,/team/368/12973,/contests/85647/box_score,https://stats.ncaa.org/contests/85647/box_score
02/18/2018,"Ball St. @ Mount Pleasant, S.C.",W 3 - 2,/team/47/12973,/contests/85918/box_score,https://stats.ncaa.org/contests/85918/box_score
02/20/2018,@ Western Caro.,L 2 - 6,/team/769/12973,/contests/86070/box_score,https://stats.ncaa.org/contests/86070/box_score
02/23/2018,@ Alabama A&M,W 5 - 0,/team/6/12973,/contests/86368/box_score,https://stats.ncaa.org/contests/86368/box_score
02/24/2018,@ Alabama A&M,W 5 - 0,/team/6/12973,/contests/86599/box_score,https://stats.ncaa.org/contests/86599/box_score
02/25/2018,@ Alabama A&M,W 7 - 1,/team/6/12973,/contests/87005/box_score,https://stats.ncaa.org/contests/87005/box_score
03/02/2018,Illinois St.,L 10 - 13,/team/299/12973,/contests/87605/box_score,https://stats.ncaa.org/contests/87605/box_score
03/03/2018,Illinois St.,L 7 - 18,/team/299/12973,/contests/87829/box_score,https://stats.ncaa.org/contests/87829/box_score
03/04/2018,Illinois St.,W 6 - 5,/team/299/12973,/contests/88347/box_score,https://stats.ncaa.org/contests/88347/box_score
03/06/2018,@ Louisville,L 10 - 16,/team/367/12973,/contests/88910/box_score,https://stats.ncaa.org/contests/88910/box_score
03/09/2018,@ Southeast Mo. St.,L 4 - 5,/team/654/12973,/contests/89464/box_score,https://stats.ncaa.org/contests/89464/box_score
03/10/2018,@ Southeast Mo. St.,L 3 - 10,/team/654/12973,/contests/90190/box_score,https://stats.ncaa.org/contests/90190/box_score
03/10/2018,@ Southeast Mo. St.,W 8 - 4,/team/654/12973,/contests/90218/box_score,https://stats.ncaa.org/contests/90218/box_score
03/13/2018,Jackson St.,L 0 - 4,/team/314/12973,/contests/90708/box_score,https://stats.ncaa.org/contests/90708/box_score
03/14/2018,Jackson St.,W 11 - 2,/team/314/12973,/contests/90891/box_score,https://stats.ncaa.org/contests/90891/box_score
03/16/2018,Belmont,W 5 - 2,/team/14927/12973,/contests/91465/box_score,https://stats.ncaa.org/contests/91465/box_score
03/16/2018,Belmont,W 5 - 3,/team/14927/12973,/contests/91477/box_score,https://stats.ncaa.org/contests/91477/box_score
03/17/2018,Belmont,W 9 - 4,/team/14927/12973,/contests/91562/box_score,https://stats.ncaa.org/contests/91562/box_score
03/20/2018,@ Alabama St.,W 7 - 5,/team/7/12973,/contests/92635/box_score,https://stats.ncaa.org/contests/92635/box_score
03/21/2018,@ Alabama St.,W 9 - 4,/team/7/12973,/contests/92691/box_score,https://stats.ncaa.org/contests/92691/box_score
03/23/2018,@ Eastern Ky.,L 4 - 10,/team/202/12973,/contests/93056/box_score,https://stats.ncaa.org/contests/93056/box_score
03/23/2018,@ Eastern Ky.,W 10 - 2,/team/202/12973,/contests/93118/box_score,https://stats.ncaa.org/contests/93118/box_score
03/25/2018,@ Eastern Ky.,L 3 - 4,/team/202/12973,/contests/93632/box_score,https://stats.ncaa.org/contests/93632/box_score
03/27/2018,Ohio,W 9 - 8 (10),/team/519/12973,/contests/94095/box_score,https://stats.ncaa.org/contests/94095/box_score
03/29/2018,@ Kansas,L 6 - 8 (12),/team/328/12973,/contests/94429/box_score,https://stats.ncaa.org/contests/94429/box_score
03/30/2018,@ Kansas,W 5 - 3 (11),/team/328/12973,/contests/94628/box_score,https://stats.ncaa.org/contests/94628/box_score
03/31/2018,@ Kansas,L 0 - 12,/team/328/12973,/contests/95101/box_score,https://stats.ncaa.org/contests/95101/box_score
04/03/2018,Marshall,W 14 - 11,/team/388/12973,/contests/95829/box_score,https://stats.ncaa.org/contests/95829/box_score
04/05/2018,UT Martin,W 15 - 5,/team/695/12973,/contests/96124/box_score,https://stats.ncaa.org/contests/96124/box_score
04/06/2018,UT Martin,W 25 - 2,/team/695/12973,/contests/96379/box_score,https://stats.ncaa.org/contests/96379/box_score
04/06/2018,UT Martin,W 18 - 7,/team/695/12973,/contests/96443/box_score,https://stats.ncaa.org/contests/96443/box_score
04/11/2018,@ Butler,L 2 - 4,/team/87/12973,/contests/97790/box_score,https://stats.ncaa.org/contests/97790/box_score
04/13/2018,@ SIUE,W 25 - 3,/team/660/12973,/contests/98562/box_score,https://stats.ncaa.org/contests/98562/box_score
