Date,Opponent,Result,opponent_slug,slug,game_info_url
03/08/2015,@ Kean,L 4 - 5,/team/329/12080,/contests/408382/box_score,https://stats.ncaa.org/contests/408382/box_score
03/11/2015,"Pitt.-Bradford @ Ft. Myers, FL",W 9 - 4,/team/1315/12080,/contests/409194/box_score,https://stats.ncaa.org/contests/409194/box_score
03/11/2015,"Millikin @ Fort Myers, Florida",L 4 - 10,/team/424/12080,/contests/409192/box_score,https://stats.ncaa.org/contests/409192/box_score
03/12/2015,"Elms @ FT MYERS, FL",L 4 - 5,/team/532/12080,/contests/409366/box_score,https://stats.ncaa.org/contests/409366/box_score
03/12/2015,"Elms @ Fort Meyers, Fla.",W 6 - 4,/team/532/12080,/contests/409392/box_score,https://stats.ncaa.org/contests/409392/box_score
03/13/2015,"Swarthmore @ Fort Myers, Fla.",L 0 - 1,/team/686/12080,/contests/409651/box_score,https://stats.ncaa.org/contests/409651/box_score
03/13/2015,"Swarthmore @ Fort Myers, FL",L 2 - 13,/team/686/12080,/contests/409675/box_score,https://stats.ncaa.org/contests/409675/box_score
03/14/2015,"Bethel (MN) @ Ft. Myers, Fla.",L 1 - 9,/team/60/12080,/contests/410057/box_score,https://stats.ncaa.org/contests/410057/box_score
03/14/2015,"Bethel (MN) @ Fort Myers, Fla.",L 1 - 2,/team/60/12080,/contests/410083/box_score,https://stats.ncaa.org/contests/410083/box_score
03/19/2015,Briarcliffe (NY),W 6 - 1,NA,/contests/411230/box_score,https://stats.ncaa.org/contests/411230/box_score
03/24/2015,Ramapo,W 5 - 2,/team/564/12080,/contests/412666/box_score,https://stats.ncaa.org/contests/412666/box_score
04/01/2015,SUNY Maritime,W 5 - 2,/team/478/12080,/contests/414940/box_score,https://stats.ncaa.org/contests/414940/box_score
04/01/2015,SUNY Maritime,W 12 - 2,/team/478/12080,/contests/414898/box_score,https://stats.ncaa.org/contests/414898/box_score
04/04/2015,CCNY,W 11 - 4,/team/480/12080,/contests/415967/box_score,https://stats.ncaa.org/contests/415967/box_score
04/04/2015,CCNY,L 4 - 5,/team/480/12080,/contests/416180/box_score,https://stats.ncaa.org/contests/416180/box_score
04/06/2015,Farmingdale St.,W 5 - 3,/team/27892/12080,/contests/416434/box_score,https://stats.ncaa.org/contests/416434/box_score
04/06/2015,Farmingdale St.,W 7 - 3,/team/27892/12080,/contests/416476/box_score,https://stats.ncaa.org/contests/416476/box_score
04/09/2015,Merchant Marine,L 0 - 14,/team/724/12080,/contests/416953/box_score,https://stats.ncaa.org/contests/416953/box_score
04/11/2015,Old Westbury,W 5 - 4,/team/524/12080,/contests/417477/box_score,https://stats.ncaa.org/contests/417477/box_score
04/11/2015,Old Westbury,W 4 - 1,/team/524/12080,/contests/417737/box_score,https://stats.ncaa.org/contests/417737/box_score
04/12/2015,@ Purchase,W 7 - 5,/team/30029/12080,/contests/418249/box_score,https://stats.ncaa.org/contests/418249/box_score
04/12/2015,@ Purchase,W 5 - 3,/team/30029/12080,/contests/418379/box_score,https://stats.ncaa.org/contests/418379/box_score
04/14/2015,Wm. Paterson,L 4 - 8 (10),/team/787/12080,/contests/418649/box_score,https://stats.ncaa.org/contests/418649/box_score
04/15/2015,Lehman,L 7 - 9,/team/279/12080,/contests/418881/box_score,https://stats.ncaa.org/contests/418881/box_score
04/18/2015,@ Mt. St. Mary (NY),L 7 - 9,/team/1468/12080,/contests/419825/box_score,https://stats.ncaa.org/contests/419825/box_score
04/18/2015,@ Mt. St. Mary (NY),W 7 - 2,/team/1468/12080,/contests/420115/box_score,https://stats.ncaa.org/contests/420115/box_score
04/19/2015,@ CMSV,W 11 - 0,/team/451/12080,/contests/420489/box_score,https://stats.ncaa.org/contests/420489/box_score
04/19/2015,@ CMSV,W 5 - 1,/team/451/12080,/contests/420577/box_score,https://stats.ncaa.org/contests/420577/box_score
04/24/2015,@ Yeshiva,W 15 - 1,/team/814/12080,/contests/421526/box_score,https://stats.ncaa.org/contests/421526/box_score
04/24/2015,@ Yeshiva,W 11 - 0,/team/814/12080,/contests/421577/box_score,https://stats.ncaa.org/contests/421577/box_score
04/26/2015,St. Joseph's (Brkln),L 1 - 7,/team/30072/12080,/contests/422467/box_score,https://stats.ncaa.org/contests/422467/box_score
04/26/2015,St. Joseph's (Brkln),W 11 - 7,/team/30072/12080,/contests/422608/box_score,https://stats.ncaa.org/contests/422608/box_score
04/29/2015,John Jay,L 6 - 9 (10),/team/321/12080,/contests/423066/box_score,https://stats.ncaa.org/contests/423066/box_score
04/30/2015,New Jersey City,L 5 - 8 (10),/team/319/12080,/contests/423221/box_score,https://stats.ncaa.org/contests/423221/box_score
05/01/2015,SUNY Maritime,W 13 - 2,/team/478/12080,/contests/423442/box_score,https://stats.ncaa.org/contests/423442/box_score
05/02/2015,"Farmingdale St. @ Patchogue, NY",L 5 - 10,/team/27892/12080,/contests/424065/box_score,https://stats.ncaa.org/contests/424065/box_score
05/02/2015,"Old Westbury @ Patchogue, NY",L 5 - 6,/team/524/12080,/contests/424066/box_score,https://stats.ncaa.org/contests/424066/box_score
