Date,Opponent,Result,opponent_slug,slug,game_info_url
02/01/2014,@ Southern Ark.,L 7 - 21,/team/1376/11620,/contests/586397/box_score,https://stats.ncaa.org/contests/586397/box_score
02/01/2014,@ Southern Ark.,L 5 - 9,/team/1376/11620,/contests/586441/box_score,https://stats.ncaa.org/contests/586441/box_score
02/03/2014,@ Southern Ark.,L 1 - 2,/team/1376/11620,/contests/586512/box_score,https://stats.ncaa.org/contests/586512/box_score
02/03/2014,@ Southern Ark.,W 5 - 1,/team/1376/11620,/contests/586516/box_score,https://stats.ncaa.org/contests/586516/box_score
02/15/2014,"Lindenwood @ Russellville, Ark.",W 4 - 3,/team/30136/11620,/contests/587249/box_score,https://stats.ncaa.org/contests/587249/box_score
02/16/2014,"Lindenwood @ Russellville, Ark.",W 11 - 5,/team/30136/11620,/contests/587500/box_score,https://stats.ncaa.org/contests/587500/box_score
02/16/2014,"Lindenwood @ Russellville, Ark.",W 15 - 11,/team/30136/11620,/contests/587504/box_score,https://stats.ncaa.org/contests/587504/box_score
03/09/2014,"McKendree @ Evansville, IN",W 11 - 4,/team/30138/11620,/contests/591318/box_score,https://stats.ncaa.org/contests/591318/box_score
03/09/2014,@ Southern Ind.,L 6 - 7,/team/661/11620,/contests/591048/box_score,https://stats.ncaa.org/contests/591048/box_score
03/10/2014,"UIndy @ Evansville, IN",L 6 - 7,/team/309/11620,/contests/591578/box_score,https://stats.ncaa.org/contests/591578/box_score
03/10/2014,"UIndy @ Evansville, IN",W 5 - 2,/team/309/11620,/contests/591603/box_score,https://stats.ncaa.org/contests/591603/box_score
03/11/2014,@ Southern Ind.,L 0 - 1,/team/661/11620,/contests/591640/box_score,https://stats.ncaa.org/contests/591640/box_score
03/12/2014,@ Rockhurst,W 9 - 6,/team/1328/11620,/contests/591983/box_score,https://stats.ncaa.org/contests/591983/box_score
03/17/2014,Northwestern (IA),W 16 - 5,NA,/contests/593427/box_score,https://stats.ncaa.org/contests/593427/box_score
03/21/2014,Northern St.,W 8 - 6,/team/1266/11620,/contests/594228/box_score,https://stats.ncaa.org/contests/594228/box_score
03/21/2014,Northern St.,L 3 - 4,/team/1266/11620,/contests/594272/box_score,https://stats.ncaa.org/contests/594272/box_score
03/23/2014,Northern St.,W 6 - 1,/team/1266/11620,/contests/595209/box_score,https://stats.ncaa.org/contests/595209/box_score
03/23/2014,Northern St.,W 4 - 2,/team/1266/11620,/contests/595259/box_score,https://stats.ncaa.org/contests/595259/box_score
03/26/2014,Winona St.,W 9 - 1,/team/790/11620,/contests/595669/box_score,https://stats.ncaa.org/contests/595669/box_score
03/26/2014,Winona St.,W 9 - 3,/team/790/11620,/contests/595683/box_score,https://stats.ncaa.org/contests/595683/box_score
03/29/2014,Minn.-Crookston,W 10 - 0,/team/27854/11620,/contests/596285/box_score,https://stats.ncaa.org/contests/596285/box_score
03/29/2014,Minn.-Crookston,W 13 - 0,/team/27854/11620,/contests/596399/box_score,https://stats.ncaa.org/contests/596399/box_score
03/30/2014,Minn.-Crookston,W 7 - 0,/team/27854/11620,/contests/596630/box_score,https://stats.ncaa.org/contests/596630/box_score
03/30/2014,Minn.-Crookston,W 14 - 5,/team/27854/11620,/contests/596725/box_score,https://stats.ncaa.org/contests/596725/box_score
04/02/2014,Bemidji St.,W 5 - 2,/team/54/11620,/contests/597454/box_score,https://stats.ncaa.org/contests/597454/box_score
04/02/2014,Bemidji St.,L 3 - 4,/team/54/11620,/contests/597480/box_score,https://stats.ncaa.org/contests/597480/box_score
04/05/2014,Minnesota St.,W 5 - 3,/team/383/11620,/contests/598062/box_score,https://stats.ncaa.org/contests/598062/box_score
04/05/2014,Minnesota St.,L 2 - 3,/team/383/11620,/contests/598312/box_score,https://stats.ncaa.org/contests/598312/box_score
04/06/2014,Minnesota St.,W 6 - 3,/team/383/11620,/contests/598809/box_score,https://stats.ncaa.org/contests/598809/box_score
04/06/2014,Minnesota St.,L 9 - 10 (11),/team/383/11620,/contests/598928/box_score,https://stats.ncaa.org/contests/598928/box_score
04/09/2014,@ Sioux Falls,W 14 - 2,/team/30128/11620,/contests/599568/box_score,https://stats.ncaa.org/contests/599568/box_score
04/09/2014,@ Sioux Falls,W 3 - 2,/team/30128/11620,/contests/599602/box_score,https://stats.ncaa.org/contests/599602/box_score
04/12/2014,@ Minn. Duluth,W 6 - 2,/team/427/11620,/contests/600522/box_score,https://stats.ncaa.org/contests/600522/box_score
04/12/2014,@ Minn. Duluth,W 15 - 3,/team/427/11620,/contests/600780/box_score,https://stats.ncaa.org/contests/600780/box_score
04/13/2014,@ Minn. Duluth,W 11 - 3,/team/427/11620,/contests/601144/box_score,https://stats.ncaa.org/contests/601144/box_score
04/15/2014,@ Upper Iowa,W 10 - 3,/team/728/11620,/contests/601416/box_score,https://stats.ncaa.org/contests/601416/box_score
04/15/2014,@ Upper Iowa,W 11 - 1,/team/728/11620,/contests/601430/box_score,https://stats.ncaa.org/contests/601430/box_score
04/18/2014,@ Southwest Minn. St.,W 8 - 5,/team/8736/11620,/contests/602207/box_score,https://stats.ncaa.org/contests/602207/box_score
04/18/2014,@ Southwest Minn. St.,W 16 - 5,/team/8736/11620,/contests/602354/box_score,https://stats.ncaa.org/contests/602354/box_score
04/19/2014,@ Southwest Minn. St.,W 7 - 6,/team/8736/11620,/contests/602627/box_score,https://stats.ncaa.org/contests/602627/box_score
04/19/2014,@ Southwest Minn. St.,W 12 - 2,/team/8736/11620,/contests/602812/box_score,https://stats.ncaa.org/contests/602812/box_score
04/22/2014,@ Minot St.,L 8 - 9,/team/30125/11620,/contests/603522/box_score,https://stats.ncaa.org/contests/603522/box_score
04/22/2014,@ Minot St.,W 13 - 3,/team/30125/11620,/contests/603566/box_score,https://stats.ncaa.org/contests/603566/box_score
04/25/2014,@ Wayne St. (NE),L 0 - 6,/team/1433/11620,/contests/604166/box_score,https://stats.ncaa.org/contests/604166/box_score
