Date,Opponent,Result,opponent_slug,slug,game_info_url
02/17/2012,@ Fresno St.,L 0 - 3,/team/96/10942,/contests/755522/box_score,https://stats.ncaa.org/contests/755522/box_score
02/18/2012,@ Fresno St.,W 12 - 9 (10),/team/96/10942,/game/index/773753?org_id=96,https://stats.ncaa.org/game/index/773753?org_id=96
02/18/2012,@ Fresno St.,L 0 - 6,/team/96/10942,/game/index/773771?org_id=96,https://stats.ncaa.org/game/index/773771?org_id=96
02/19/2012,@ Fresno St.,L 2 - 17,/team/96/10942,/contests/756155/box_score,https://stats.ncaa.org/contests/756155/box_score
02/25/2012,@ UT Martin,L 0 - 5,/team/695/10942,/contests/757108/box_score,https://stats.ncaa.org/contests/757108/box_score
02/25/2012,@ UT Martin,L 4 - 5,/team/695/10942,/contests/757197/box_score,https://stats.ncaa.org/contests/757197/box_score
02/26/2012,@ UT Martin,W 13 - 5,/team/695/10942,/contests/757377/box_score,https://stats.ncaa.org/contests/757377/box_score
03/03/2012,@ Belmont,L 4 - 12,/team/14927/10942,/contests/758489/box_score,https://stats.ncaa.org/contests/758489/box_score
03/03/2012,@ Belmont,W 8 - 7,/team/14927/10942,/contests/758573/box_score,https://stats.ncaa.org/contests/758573/box_score
03/04/2012,@ Belmont,L 2 - 8,/team/14927/10942,/contests/758791/box_score,https://stats.ncaa.org/contests/758791/box_score
03/06/2012,Dayton,W 8 - 5,/team/175/10942,/contests/759448/box_score,https://stats.ncaa.org/contests/759448/box_score
03/09/2012,Purdue Fort Wayne,W 6 - 4,/team/308/10942,/contests/760087/box_score,https://stats.ncaa.org/contests/760087/box_score
03/10/2012,Purdue Fort Wayne,W 4 - 2,/team/308/10942,/contests/760465/box_score,https://stats.ncaa.org/contests/760465/box_score
03/10/2012,Purdue Fort Wayne,L 1 - 7,/team/308/10942,/contests/760780/box_score,https://stats.ncaa.org/contests/760780/box_score
03/11/2012,Purdue Fort Wayne,W 11 - 4,/team/308/10942,/contests/761081/box_score,https://stats.ncaa.org/contests/761081/box_score
03/13/2012,@ Western Ky.,L 1 - 13,/team/772/10942,/contests/761584/box_score,https://stats.ncaa.org/contests/761584/box_score
03/14/2012,Marian (IN),W 12 - 6,NA,/contests/761996/box_score,https://stats.ncaa.org/contests/761996/box_score
03/16/2012,Valparaiso,W 5 - 4 (10),/team/735/10942,/contests/762419/box_score,https://stats.ncaa.org/contests/762419/box_score
03/17/2012,Valparaiso,L 7 - 15,/team/735/10942,/contests/762751/box_score,https://stats.ncaa.org/contests/762751/box_score
03/18/2012,Valparaiso,W 13 - 8,/team/735/10942,/contests/763472/box_score,https://stats.ncaa.org/contests/763472/box_score
03/20/2012,Cincinnati,W 7 - 5,/team/140/10942,/contests/763832/box_score,https://stats.ncaa.org/contests/763832/box_score
03/24/2012,Wright St.,W 9 - 5,/team/810/10942,/contests/765204/box_score,https://stats.ncaa.org/contests/765204/box_score
03/24/2012,Wright St.,L 10 - 19,/team/810/10942,/contests/765414/box_score,https://stats.ncaa.org/contests/765414/box_score
03/25/2012,Wright St.,L 1 - 14,/team/810/10942,/contests/765657/box_score,https://stats.ncaa.org/contests/765657/box_score
03/27/2012,Bellarmine,W 12 - 5,/team/52/10942,/contests/766209/box_score,https://stats.ncaa.org/contests/766209/box_score
03/30/2012,@ Youngstown St.,W 7 - 5,/team/817/10942,/contests/766698/box_score,https://stats.ncaa.org/contests/766698/box_score
03/31/2012,@ Youngstown St.,L 3 - 9,/team/817/10942,/contests/766970/box_score,https://stats.ncaa.org/contests/766970/box_score
04/01/2012,@ Youngstown St.,W 18 - 5,/team/817/10942,/contests/767717/box_score,https://stats.ncaa.org/contests/767717/box_score
04/03/2012,Wabash,W 17 - 3,/team/747/10942,/contests/768404/box_score,https://stats.ncaa.org/contests/768404/box_score
04/05/2012,@ Milwaukee,L 2 - 14,/team/797/10942,/contests/768827/box_score,https://stats.ncaa.org/contests/768827/box_score
04/06/2012,@ Milwaukee,W 3 - 2,/team/797/10942,/contests/769052/box_score,https://stats.ncaa.org/contests/769052/box_score
04/07/2012,@ Milwaukee,L 4 - 16,/team/797/10942,/contests/769666/box_score,https://stats.ncaa.org/contests/769666/box_score
04/10/2012,"Ball St. @ Indianapolis, Ind.",W 8 - 6,/team/47/10942,/contests/770936/box_score,https://stats.ncaa.org/contests/770936/box_score
04/13/2012,UIC,L 9 - 14,/team/302/10942,/contests/771352/box_score,https://stats.ncaa.org/contests/771352/box_score
04/15/2012,UIC,L 5 - 7 (13),/team/302/10942,/contests/772882/box_score,https://stats.ncaa.org/contests/772882/box_score
04/15/2012,UIC,W 9 - 8,/team/302/10942,/contests/772975/box_score,https://stats.ncaa.org/contests/772975/box_score
04/18/2012,Xavier,L 3 - 4,/team/812/10942,/contests/773514/box_score,https://stats.ncaa.org/contests/773514/box_score
04/21/2012,@ Valparaiso,L 2 - 4,/team/735/10942,/contests/774167/box_score,https://stats.ncaa.org/contests/774167/box_score
04/22/2012,@ Valparaiso,L 0 - 1,/team/735/10942,/contests/775256/box_score,https://stats.ncaa.org/contests/775256/box_score
04/22/2012,@ Valparaiso,L 2 - 3,/team/735/10942,/contests/775339/box_score,https://stats.ncaa.org/contests/775339/box_score
04/25/2012,@ UIndy,L 12 - 13 (11),/team/309/10942,/contests/775784/box_score,https://stats.ncaa.org/contests/775784/box_score
04/27/2012,@ Wright St.,W 9 - 7,/team/810/10942,/contests/776006/box_score,https://stats.ncaa.org/contests/776006/box_score
04/28/2012,@ Wright St.,L 1 - 12,/team/810/10942,/contests/776316/box_score,https://stats.ncaa.org/contests/776316/box_score
04/29/2012,@ Wright St.,L 2 - 4,/team/810/10942,/contests/777000/box_score,https://stats.ncaa.org/contests/777000/box_score
05/01/2012,@ Notre Dame,L 5 - 6,/team/513/10942,/contests/777489/box_score,https://stats.ncaa.org/contests/777489/box_score
05/04/2012,Youngstown St.,L 4 - 12,/team/817/10942,/contests/777923/box_score,https://stats.ncaa.org/contests/777923/box_score
05/05/2012,Youngstown St.,W 14 - 2,/team/817/10942,/contests/778246/box_score,https://stats.ncaa.org/contests/778246/box_score
05/06/2012,Youngstown St.,L 7 - 9,/team/817/10942,/contests/778728/box_score,https://stats.ncaa.org/contests/778728/box_score
05/11/2012,Milwaukee,L 3 - 7,/team/797/10942,/contests/779236/box_score,https://stats.ncaa.org/contests/779236/box_score
05/12/2012,Milwaukee,L 5 - 14,/team/797/10942,/contests/779449/box_score,https://stats.ncaa.org/contests/779449/box_score
05/13/2012,Milwaukee,L 5 - 13,/team/797/10942,/contests/779681/box_score,https://stats.ncaa.org/contests/779681/box_score
