Date,Opponent,Result,opponent_slug,slug,game_info_url
02/14/2015,@ Salisbury,L 5 - 6,/team/622/12080,/contests/405134/box_score,https://stats.ncaa.org/contests/405134/box_score
02/14/2015,@ Salisbury,T 7 - 7,/team/622/12080,/contests/405255/box_score,https://stats.ncaa.org/contests/405255/box_score
03/04/2015,Hampden-Sydney,W 5 - 4,/team/269/12080,/contests/407459/box_score,https://stats.ncaa.org/contests/407459/box_score
03/08/2015,@ Guilford,W 13 - 1,/team/1112/12080,/contests/408424/box_score,https://stats.ncaa.org/contests/408424/box_score
03/08/2015,@ Guilford,W 8 - 4,/team/1112/12080,/contests/408470/box_score,https://stats.ncaa.org/contests/408470/box_score
03/10/2015,Marymount (VA),L 3 - 6,/team/394/12080,/contests/408860/box_score,https://stats.ncaa.org/contests/408860/box_score
03/11/2015,Marymount (VA),L 5 - 6,/team/394/12080,/contests/409153/box_score,https://stats.ncaa.org/contests/409153/box_score
03/15/2015,Bridgewater (VA),W 7 - 1,/team/75/12080,/contests/410260/box_score,https://stats.ncaa.org/contests/410260/box_score
03/15/2015,Bridgewater (VA),W 5 - 3,/team/75/12080,/contests/410412/box_score,https://stats.ncaa.org/contests/410412/box_score
03/17/2015,@ Hampden-Sydney,L 4 - 5,/team/269/12080,/contests/410828/box_score,https://stats.ncaa.org/contests/410828/box_score
03/22/2015,@ Lynchburg,W 7 - 6,/team/374/12080,/contests/412384/box_score,https://stats.ncaa.org/contests/412384/box_score
03/22/2015,@ Lynchburg,W 7 - 3,/team/374/12080,/contests/412453/box_score,https://stats.ncaa.org/contests/412453/box_score
03/23/2015,Mary Washington,L 4 - 10,/team/390/12080,/contests/412523/box_score,https://stats.ncaa.org/contests/412523/box_score
03/28/2015,Emory & Henry,W 6 - 4,/team/216/12080,/contests/413520/box_score,https://stats.ncaa.org/contests/413520/box_score
03/28/2015,Emory & Henry,W 13 - 1,/team/216/12080,/contests/413686/box_score,https://stats.ncaa.org/contests/413686/box_score
03/31/2015,Apprentice,W 8 - 4,NA,/contests/414631/box_score,https://stats.ncaa.org/contests/414631/box_score
04/04/2015,@ Shenandoah,L 7 - 16,/team/637/12080,/contests/415851/box_score,https://stats.ncaa.org/contests/415851/box_score
04/04/2015,@ Shenandoah,L 2 - 7,/team/637/12080,/contests/416065/box_score,https://stats.ncaa.org/contests/416065/box_score
04/05/2015,@ Wash. & Lee,W 8 - 1,/team/752/12080,/contests/416316/box_score,https://stats.ncaa.org/contests/416316/box_score
04/05/2015,@ Wash. & Lee,W 14 - 4,/team/752/12080,/contests/416337/box_score,https://stats.ncaa.org/contests/416337/box_score
04/08/2015,@ Randolph-Macon,L 5 - 6,/team/565/12080,/contests/416783/box_score,https://stats.ncaa.org/contests/416783/box_score
04/10/2015,@ Apprentice,L 7 - 9 (11),NA,/contests/417128/box_score,https://stats.ncaa.org/contests/417128/box_score
04/11/2015,Roanoke,W 5 - 1,/team/578/12080,/contests/417490/box_score,https://stats.ncaa.org/contests/417490/box_score
04/11/2015,Roanoke,W 10 - 6,/team/578/12080,/contests/417750/box_score,https://stats.ncaa.org/contests/417750/box_score
04/15/2015,Randolph-Macon,L 3 - 9,/team/565/12080,/contests/418905/box_score,https://stats.ncaa.org/contests/418905/box_score
04/18/2015,East. Mennonite,W 8 - 0,/team/203/12080,/contests/419690/box_score,https://stats.ncaa.org/contests/419690/box_score
04/18/2015,East. Mennonite,L 3 - 6,/team/203/12080,/contests/419983/box_score,https://stats.ncaa.org/contests/419983/box_score
04/21/2015,@ Marymount (VA),L 3 - 9,/team/394/12080,/contests/420795/box_score,https://stats.ncaa.org/contests/420795/box_score
04/23/2015,"Roanoke @ Lynchburg, Va.",W 11 - 3,/team/578/12080,/contests/421331/box_score,https://stats.ncaa.org/contests/421331/box_score
04/24/2015,"Randolph-Macon @ Lynchburg, Va.",L 0 - 5,/team/565/12080,/contests/421622/box_score,https://stats.ncaa.org/contests/421622/box_score
04/25/2015,"Randolph-Macon @ Lynchburg, Va.",W 5 - 3,/team/565/12080,/contests/422186/box_score,https://stats.ncaa.org/contests/422186/box_score
04/25/2015,"Roanoke @ Lynchburg, Va.",W 3 - 2,/team/578/12080,/contests/422185/box_score,https://stats.ncaa.org/contests/422185/box_score
04/26/2015,"Shenandoah @ Lynchburg, Va.",W 9 - 8,/team/637/12080,/contests/422679/box_score,https://stats.ncaa.org/contests/422679/box_score
04/26/2015,"Shenandoah @ Lynchburg, Va.",L 2 - 4,/team/637/12080,/contests/422682/box_score,https://stats.ncaa.org/contests/422682/box_score
