year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url,contest_id
2023,16340,02/10/2023,Centenary (LA),125,11,SCAC,835,/team/125/16340,3,Ozarks (AR),23008,1,ASC,14825,/team/23008/16340,3,,,/contests/2389939/box_score,https://stats.ncaa.org/contests/2389939/box_score,2389939
2023,16340,02/10/2023,Centenary (LA),125,8,SCAC,835,/team/125/16340,3,Ozarks (AR),23008,3,ASC,14825,/team/23008/16340,3,,,/contests/2408634/box_score,https://stats.ncaa.org/contests/2408634/box_score,2408634
2023,16340,02/11/2023,Centenary (LA),125,2,SCAC,835,/team/125/16340,3,Ozarks (AR),23008,5,ASC,14825,/team/23008/16340,3,,,/contests/2390029/box_score,https://stats.ncaa.org/contests/2390029/box_score,2390029
2023,16340,02/11/2023,Centenary (LA),125,14,SCAC,835,/team/125/16340,3,Ozarks (AR),23008,3,ASC,14825,/team/23008/16340,3,,,/contests/2408916/box_score,https://stats.ncaa.org/contests/2408916/box_score,2408916
2023,16340,03/03/2023,Centenary (LA),125,5,SCAC,835,/team/125/16340,3,Alma,21,6,Michigan Intercol. Ath. Assn.,873,/team/21/16340,3,,,/contests/2422717/box_score,https://stats.ncaa.org/contests/2422717/box_score,2422717
2023,16340,03/04/2023,Centenary (LA),125,5,SCAC,835,/team/125/16340,3,Alma,21,6,Michigan Intercol. Ath. Assn.,873,/team/21/16340,3,,9,/contests/2392685/box_score,https://stats.ncaa.org/contests/2392685/box_score,2392685
2023,16340,03/04/2023,Centenary (LA),125,11,SCAC,835,/team/125/16340,3,Alma,21,2,Michigan Intercol. Ath. Assn.,873,/team/21/16340,3,,,/contests/2408537/box_score,https://stats.ncaa.org/contests/2408537/box_score,2408537
2023,16340,03/07/2023,LeTourneau,8490,2,ASC,14825,/team/8490/16340,3,Centenary (LA),125,6,SCAC,835,/team/125/16340,3,,,/contests/2393946/box_score,https://stats.ncaa.org/contests/2393946/box_score,2393946
2023,16340,03/10/2023,Centenary (LA),125,11,SCAC,835,/team/125/16340,3,LaGrange ,1162,0,CCS,30251,/team/1162/16340,3,"Millington, TN",,/contests/2394273/box_score,https://stats.ncaa.org/contests/2394273/box_score,2394273
2023,16340,03/12/2023,Centenary (LA),125,11,SCAC,835,/team/125/16340,3,UChicago ,137,0,MWC,23119,/team/137/16340,3,"Millington, TN",,/contests/2394626/box_score,https://stats.ncaa.org/contests/2394626/box_score,2394626
