year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url
2023,16340,02/17/2023,CSU Bakersfield,94,3,Big West,904,/team/94/16340,1,St. Thomas (MN),620,0,Summit League,819,/team/620/16340,1,,,/contests/2390250/box_score,https://stats.ncaa.org/contests/2390250/box_score
2023,16340,02/18/2023,CSU Bakersfield,94,8,Big West,904,/team/94/16340,1,St. Thomas (MN),620,1,Summit League,819,/team/620/16340,1,,,/contests/2390545/box_score,https://stats.ncaa.org/contests/2390545/box_score
2023,16340,02/18/2023,CSU Bakersfield,94,4,Big West,904,/team/94/16340,1,St. Thomas (MN),620,8,Summit League,819,/team/620/16340,1,,,/contests/2408797/box_score,https://stats.ncaa.org/contests/2408797/box_score
2023,16340,02/19/2023,CSU Bakersfield,94,10,Big West,904,/team/94/16340,1,St. Thomas (MN),620,4,Summit League,819,/team/620/16340,1,,,/contests/2390819/box_score,https://stats.ncaa.org/contests/2390819/box_score
2023,16340,02/25/2023,Sacramento St.,102,2,WAC,923,/team/102/16340,1,St. Thomas (MN),620,0,Summit League,819,/team/620/16340,1,,,/contests/2391633/box_score,https://stats.ncaa.org/contests/2391633/box_score
2023,16340,02/25/2023,Sacramento St.,102,10,WAC,923,/team/102/16340,1,St. Thomas (MN),620,1,Summit League,819,/team/620/16340,1,,,/contests/2408022/box_score,https://stats.ncaa.org/contests/2408022/box_score
2023,16340,03/04/2023,Saint Louis,609,4,Atlantic 10,820,/team/609/16340,1,St. Thomas (MN),620,1,Summit League,819,/team/620/16340,1,,,/contests/2392605/box_score,https://stats.ncaa.org/contests/2392605/box_score
2023,16340,03/04/2023,Saint Louis,609,6,Atlantic 10,820,/team/609/16340,1,St. Thomas (MN),620,5,Summit League,819,/team/620/16340,1,,13,/contests/2392906/box_score,https://stats.ncaa.org/contests/2392906/box_score
2023,16340,03/05/2023,Saint Louis,609,,Atlantic 10,820,/team/609/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/10/2023,UIC,302,,MVC,884,/team/302/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/11/2023,UIC,302,,MVC,884,/team/302/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/11/2023,UIC,302,,MVC,884,/team/302/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/12/2023,UIC,302,,MVC,884,/team/302/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/15/2023,Iowa,312,,Big Ten,827,/team/312/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/17/2023,Oral Roberts,527,,Summit League,819,/team/527/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/18/2023,Oral Roberts,527,,Summit League,819,/team/527/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/19/2023,Oral Roberts,527,,Summit League,819,/team/527/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/21/2023,Kansas St.,327,,Big 12,25354,/team/327/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/22/2023,Kansas St.,327,,Big 12,25354,/team/327/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,03/24/2023,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,Western Ill.,771,,Summit League,819,/team/771/16340,1,,,,
2023,16340,03/25/2023,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,Western Ill.,771,,Summit League,819,/team/771/16340,1,,,,
2023,16340,03/26/2023,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,Western Ill.,771,,Summit League,819,/team/771/16340,1,,,,
2023,16340,03/31/2023,Creighton,169,,Big East,30184,/team/169/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,04/01/2023,Creighton,169,,Big East,30184,/team/169/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,04/02/2023,Creighton,169,,Big East,30184,/team/169/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,04/04/2023,Minnesota,428,,Big Ten,827,/team/428/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,04/07/2023,Northern Colo.,502,,Summit League,819,/team/502/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,04/08/2023,Northern Colo.,502,,Summit League,819,/team/502/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
2023,16340,04/09/2023,Northern Colo.,502,,Summit League,819,/team/502/16340,1,St. Thomas (MN),620,,Summit League,819,/team/620/16340,1,,,,
