Date,Opponent,Result,opponent_slug,slug,game_info_url
03/08/2015,"Robert Morris-S'fiel @ Jacksonville, IL",W 9 - 3,NA,/contests/408512/box_score,https://stats.ncaa.org/contests/408512/box_score
03/17/2015,"Salem St. @ Fort Myers, FL",L 1 - 15,/team/621/12080,/contests/410959/box_score,https://stats.ncaa.org/contests/410959/box_score
03/17/2015,"Salem St. @ Fort Myers, FL",L 5 - 8,/team/621/12080,/contests/410978/box_score,https://stats.ncaa.org/contests/410978/box_score
03/18/2015,"Wis.-Stout @ Fort Myers, FL",L 2 - 11,/team/803/12080,/contests/411162/box_score,https://stats.ncaa.org/contests/411162/box_score
03/19/2015,"Johns Hopkins @ Fort Myers, FL",L 5 - 16,/team/322/12080,/contests/411250/box_score,https://stats.ncaa.org/contests/411250/box_score
03/20/2015,"Lasell @ Fort Myers, Fla.",L 6 - 12,/team/8486/12080,/contests/411560/box_score,https://stats.ncaa.org/contests/411560/box_score
03/20/2015,"Lasell @ Fort Myers, Fla.",W 5 - 2,/team/8486/12080,/contests/411578/box_score,https://stats.ncaa.org/contests/411578/box_score
03/21/2015,"Edgewood @ Fort Myers, Fla.",W 3 - 2,/team/1066/12080,/contests/412092/box_score,https://stats.ncaa.org/contests/412092/box_score
03/21/2015,"Edgewood @ Fort Myers, Fla.",L 9 - 17,/team/1066/12080,/contests/412115/box_score,https://stats.ncaa.org/contests/412115/box_score
03/25/2015,Roosevelt-Peoria,L 3 - 5,NA,/contests/412959/box_score,https://stats.ncaa.org/contests/412959/box_score
03/30/2015,@ Beloit,W 12 - 4,/team/53/12080,/contests/414406/box_score,https://stats.ncaa.org/contests/414406/box_score
03/30/2015,@ Beloit,W 11 - 8,/team/53/12080,/contests/414463/box_score,https://stats.ncaa.org/contests/414463/box_score
04/02/2015,@ Cornell College,L 0 - 10,/team/166/12080,/contests/415091/box_score,https://stats.ncaa.org/contests/415091/box_score
04/02/2015,@ Cornell College,L 8 - 11,/team/166/12080,/contests/415144/box_score,https://stats.ncaa.org/contests/415144/box_score
04/04/2015,Cornell College,W 8 - 5,/team/166/12080,/contests/415782/box_score,https://stats.ncaa.org/contests/415782/box_score
04/04/2015,Cornell College,L 2 - 21,/team/166/12080,/contests/415994/box_score,https://stats.ncaa.org/contests/415994/box_score
04/07/2015,Ill. Wesleyan,L 3 - 12,/team/300/12080,/contests/416541/box_score,https://stats.ncaa.org/contests/416541/box_score
04/11/2015,Monmouth (IL),L 6 - 11,/team/438/12080,/contests/417465/box_score,https://stats.ncaa.org/contests/417465/box_score
04/11/2015,Monmouth (IL),L 2 - 9,/team/438/12080,/contests/417724/box_score,https://stats.ncaa.org/contests/417724/box_score
04/12/2015,@ Monmouth (IL),W 13 - 11,/team/438/12080,/contests/418204/box_score,https://stats.ncaa.org/contests/418204/box_score
04/12/2015,@ Monmouth (IL),W 5 - 3,/team/438/12080,/contests/418334/box_score,https://stats.ncaa.org/contests/418334/box_score
04/15/2015,MacMurray,L 1 - 8,/team/377/12080,/contests/419002/box_score,https://stats.ncaa.org/contests/419002/box_score
04/15/2015,MacMurray,W 10 - 6,/team/377/12080,/contests/419088/box_score,https://stats.ncaa.org/contests/419088/box_score
04/18/2015,Illinois Col.,L 6 - 16,/team/297/12080,/contests/419707/box_score,https://stats.ncaa.org/contests/419707/box_score
04/18/2015,Illinois Col.,L 9 - 13,/team/297/12080,/contests/420000/box_score,https://stats.ncaa.org/contests/420000/box_score
04/19/2015,@ Illinois Col.,L 3 - 14,/team/297/12080,/contests/420462/box_score,https://stats.ncaa.org/contests/420462/box_score
04/19/2015,@ Illinois Col.,L 2 - 12,/team/297/12080,/contests/420552/box_score,https://stats.ncaa.org/contests/420552/box_score
04/22/2015,@ Augustana (IL),L 5 - 15,/team/40/12080,/contests/421041/box_score,https://stats.ncaa.org/contests/421041/box_score
04/26/2015,@ Grinnell,L 3 - 5,/team/264/12080,/contests/422426/box_score,https://stats.ncaa.org/contests/422426/box_score
04/26/2015,@ Grinnell,L 1 - 14,/team/264/12080,/contests/422559/box_score,https://stats.ncaa.org/contests/422559/box_score
04/27/2015,Grinnell,L 10 - 11,/team/264/12080,/game/index/3864096?org_id=264,https://stats.ncaa.org/game/index/3864096?org_id=264
04/27/2015,Grinnell,L 2 - 10,/team/264/12080,/contests/422782/box_score,https://stats.ncaa.org/contests/422782/box_score
04/30/2015,@ Roosevelt-Peoria,L 7 - 11,NA,/contests/423230/box_score,https://stats.ncaa.org/contests/423230/box_score
05/02/2015,@ Lawrence,L 12 - 17,/team/348/12080,/contests/423726/box_score,https://stats.ncaa.org/contests/423726/box_score
05/02/2015,@ Lawrence,L 4 - 5,/team/348/12080,/contests/423767/box_score,https://stats.ncaa.org/contests/423767/box_score
05/05/2015,@ Millikin,L 6 - 12,/team/424/12080,/contests/424433/box_score,https://stats.ncaa.org/contests/424433/box_score
