year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url
2023,16340,02/26/2023,Millikin,424,6,CCIW,836,/team/424/16340,3,Knox,337,1,MWC,23119,/team/337/16340,3,,,/contests/2392012/box_score,https://stats.ncaa.org/contests/2392012/box_score
2023,16340,02/26/2023,Benedictine (IL) ,296,6,NACC,30097,/team/296/16340,3,Knox,337,0,MWC,23119,/team/337/16340,3,"Decatur, IL",,/contests/2392073/box_score,https://stats.ncaa.org/contests/2392073/box_score
2023,16340,03/01/2023,Eureka,218,12,SLIAC,12974,/team/218/16340,3,Knox,337,0,MWC,23119,/team/337/16340,3,,,/contests/2392497/box_score,https://stats.ncaa.org/contests/2392497/box_score
2023,16340,03/04/2023,Knox,337,,MWC,23119,/team/337/16340,3,UHSP,,,,,,,,,,
2023,16340,03/05/2023,Knox,337,,MWC,23119,/team/337/16340,3,UHSP,,,,,,,,,,
2023,16340,03/14/2023,Knox,337,,MWC,23119,/team/337/16340,3,SUNY Canton ,30165,,North Atlantic,30026,/team/30165/16340,3,"Davenport, FL",,,
2023,16340,03/15/2023,Knox,337,,MWC,23119,/team/337/16340,3,Lakeland ,1164,,NACC,30097,/team/1164/16340,3,"Davenport, FL",,,
2023,16340,03/15/2023,Knox,337,,MWC,23119,/team/337/16340,3,Lakeland ,1164,,NACC,30097,/team/1164/16340,3,"Davenport, FL",,,
2023,16340,03/16/2023,Central (IA) ,126,,American Rivers,864,/team/126/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,"Auburndale, FL",,,
2023,16340,03/16/2023,Central (IA) ,126,,American Rivers,864,/team/126/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,"Auburndale, FL",,,
2023,16340,03/17/2023,Colby-Sawyer ,152,,Great Northeast,23257,/team/152/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,"Davenport, FL",,,
2023,16340,03/18/2023,Knox,337,,MWC,23119,/team/337/16340,3,Mt. St. Joseph ,8567,,HCAC,9174,/team/8567/16340,3,"Davenport, FL",,,
2023,16340,03/19/2023,Knox,337,,MWC,23119,/team/337/16340,3,Purchase ,30029,,Skyline,13054,/team/30029/16340,3,"Auburndale, FL",,,
2023,16340,03/20/2023,Knox,337,,MWC,23119,/team/337/16340,3,Williams ,789,,NESCAC,12817,/team/789/16340,3,"Davenport, FL",,,
2023,16340,03/25/2023,UChicago,137,,MWC,23119,/team/137/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,03/25/2023,UChicago,137,,MWC,23119,/team/137/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,03/26/2023,UChicago,137,,MWC,23119,/team/137/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,03/29/2023,Knox,337,,MWC,23119,/team/337/16340,3,Monmouth (IL),438,,MWC,23119,/team/438/16340,3,,,,
2023,16340,03/29/2023,Knox,337,,MWC,23119,/team/337/16340,3,Monmouth (IL),438,,MWC,23119,/team/438/16340,3,,,,
2023,16340,04/01/2023,Beloit,53,,MWC,23119,/team/53/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/01/2023,Beloit,53,,MWC,23119,/team/53/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/02/2023,Knox,337,,MWC,23119,/team/337/16340,3,Beloit,53,,MWC,23119,/team/53/16340,3,,,,
2023,16340,04/05/2023,Wheaton (IL),778,,CCIW,836,/team/778/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/11/2023,Monmouth (IL),438,,MWC,23119,/team/438/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/12/2023,Ill. Wesleyan,300,,CCIW,836,/team/300/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/15/2023,Knox,337,,MWC,23119,/team/337/16340,3,Cornell College,166,,MWC,23119,/team/166/16340,3,,,,
2023,16340,04/15/2023,Knox,337,,MWC,23119,/team/337/16340,3,Cornell College,166,,MWC,23119,/team/166/16340,3,,,,
2023,16340,04/16/2023,Cornell College,166,,MWC,23119,/team/166/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/18/2023,Illinois Col.,297,,MWC,23119,/team/297/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/22/2023,Ripon,577,,MWC,23119,/team/577/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/22/2023,Ripon,577,,MWC,23119,/team/577/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/23/2023,Ripon,577,,MWC,23119,/team/577/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/26/2023,Knox,337,,MWC,23119,/team/337/16340,3,Illinois Col.,297,,MWC,23119,/team/297/16340,3,,,,
2023,16340,04/26/2023,Knox,337,,MWC,23119,/team/337/16340,3,Illinois Col.,297,,MWC,23119,/team/297/16340,3,,,,
2023,16340,04/27/2023,Augustana (IL),40,,CCIW,836,/team/40/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,04/29/2023,Knox,337,,MWC,23119,/team/337/16340,3,Lawrence,348,,MWC,23119,/team/348/16340,3,,,,
2023,16340,04/29/2023,Knox,337,,MWC,23119,/team/337/16340,3,Lawrence,348,,MWC,23119,/team/348/16340,3,,,,
2023,16340,04/30/2023,Knox,337,,MWC,23119,/team/337/16340,3,Lawrence,348,,MWC,23119,/team/348/16340,3,,,,
2023,16340,05/06/2023,Grinnell,264,,MWC,23119,/team/264/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,05/06/2023,Grinnell,264,,MWC,23119,/team/264/16340,3,Knox,337,,MWC,23119,/team/337/16340,3,,,,
2023,16340,05/07/2023,Knox,337,,MWC,23119,/team/337/16340,3,Grinnell,264,,MWC,23119,/team/264/16340,3,,,,
