Date,Opponent,Result,opponent_slug,slug,game_info_url
02/03/2018,@ Sul Ross St.,L 3 - 7,/team/1390/12973,/contests/84637/box_score,https://stats.ncaa.org/contests/84637/box_score
02/03/2018,@ Sul Ross St.,L 4 - 13,/team/1390/12973,/contests/84672/box_score,https://stats.ncaa.org/contests/84672/box_score
02/04/2018,@ Sul Ross St.,L 12 - 14,/team/1390/12973,/contests/84743/box_score,https://stats.ncaa.org/contests/84743/box_score
02/09/2018,MUW,W 12 - 4,/team/431/12973,/contests/84867/box_score,https://stats.ncaa.org/contests/84867/box_score
02/10/2018,MUW,W 6 - 5,/team/431/12973,/contests/85053/box_score,https://stats.ncaa.org/contests/85053/box_score
02/10/2018,MUW,W 11 - 4,/team/431/12973,/contests/85075/box_score,https://stats.ncaa.org/contests/85075/box_score
02/15/2018,@ Howard Payne,L 2 - 13,/team/2741/12973,/contests/85197/box_score,https://stats.ncaa.org/contests/85197/box_score
02/15/2018,@ Howard Payne,L 8 - 10,/team/2741/12973,/contests/85202/box_score,https://stats.ncaa.org/contests/85202/box_score
02/23/2018,@ Millsaps,L 2 - 12,/team/426/12973,/contests/86248/box_score,https://stats.ncaa.org/contests/86248/box_score
02/24/2018,@ Millsaps,L 8 - 11,/team/426/12973,/contests/86608/box_score,https://stats.ncaa.org/contests/86608/box_score
03/03/2018,@ Texas Wesleyan,W 4 - 2,NA,/contests/88005/box_score,https://stats.ncaa.org/contests/88005/box_score
03/03/2018,@ Texas Wesleyan,W 5 - 4,NA,/contests/88228/box_score,https://stats.ncaa.org/contests/88228/box_score
03/04/2018,@ Texas Wesleyan,L 4 - 5 (11),NA,/contests/88455/box_score,https://stats.ncaa.org/contests/88455/box_score
03/11/2018,Blackburn,W 9 - 1,/team/64/12973,/contests/90502/box_score,https://stats.ncaa.org/contests/90502/box_score
03/11/2018,Blackburn,W 7 - 5,/team/64/12973,/contests/90519/box_score,https://stats.ncaa.org/contests/90519/box_score
03/12/2018,Blackburn,L 6 - 10,/team/64/12973,/contests/90568/box_score,https://stats.ncaa.org/contests/90568/box_score
03/16/2018,Centenary (LA),L 5 - 7,/team/125/12973,/contests/91458/box_score,https://stats.ncaa.org/contests/91458/box_score
03/17/2018,Centenary (LA),L 1 - 15,/team/125/12973,/contests/91658/box_score,https://stats.ncaa.org/contests/91658/box_score
03/17/2018,Centenary (LA),L 4 - 8,/team/125/12973,/contests/91752/box_score,https://stats.ncaa.org/contests/91752/box_score
03/21/2018,Arlington Baptist,L 3 - 9,NA,/contests/92662/box_score,https://stats.ncaa.org/contests/92662/box_score
03/24/2018,@ Southwestern (TX),L 8 - 9,/team/8746/12973,/contests/93317/box_score,https://stats.ncaa.org/contests/93317/box_score
03/24/2018,@ Southwestern (TX),W 11 - 3,/team/8746/12973,/contests/93415/box_score,https://stats.ncaa.org/contests/93415/box_score
03/25/2018,@ Southwestern (TX),L 3 - 17,/team/8746/12973,/contests/93680/box_score,https://stats.ncaa.org/contests/93680/box_score
03/30/2018,Austin,L 11 - 12 (11),/team/953/12973,/contests/94776/box_score,https://stats.ncaa.org/contests/94776/box_score
03/30/2018,Austin,L 6 - 7,/team/953/12973,/contests/94847/box_score,https://stats.ncaa.org/contests/94847/box_score
03/31/2018,Austin,W 11 - 1,/team/953/12973,/contests/95104/box_score,https://stats.ncaa.org/contests/95104/box_score
04/07/2018,@ Texas Lutheran,L 3 - 7,/team/1400/12973,/contests/96781/box_score,https://stats.ncaa.org/contests/96781/box_score
04/07/2018,@ Texas Lutheran,L 1 - 8,/team/1400/12973,/contests/96807/box_score,https://stats.ncaa.org/contests/96807/box_score
04/08/2018,@ Texas Lutheran,L 2 - 6,/team/1400/12973,/contests/97053/box_score,https://stats.ncaa.org/contests/97053/box_score
04/13/2018,Dallas Christian,W 18 - 4,NA,/contests/98162/box_score,https://stats.ncaa.org/contests/98162/box_score
04/14/2018,@ Dallas Christian,W 11 - 7,NA,/contests/98656/box_score,https://stats.ncaa.org/contests/98656/box_score
04/14/2018,@ Dallas Christian,W 8 - 3,NA,/contests/98837/box_score,https://stats.ncaa.org/contests/98837/box_score
04/21/2018,@ Trinity (TX),L 3 - 4,/team/715/12973,/contests/100535/box_score,https://stats.ncaa.org/contests/100535/box_score
04/21/2018,@ Trinity (TX),L 5 - 9,/team/715/12973,/contests/100739/box_score,https://stats.ncaa.org/contests/100739/box_score
04/22/2018,@ Trinity (TX),L 4 - 7,/team/715/12973,/contests/101134/box_score,https://stats.ncaa.org/contests/101134/box_score
04/28/2018,Schreiner,L 5 - 6,/team/1355/12973,/contests/102448/box_score,https://stats.ncaa.org/contests/102448/box_score
04/28/2018,Schreiner,L 5 - 6,/team/1355/12973,/contests/102669/box_score,https://stats.ncaa.org/contests/102669/box_score
04/29/2018,Schreiner,L 3 - 5,/team/1355/12973,/contests/102997/box_score,https://stats.ncaa.org/contests/102997/box_score
