year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url,game_pbp_url,contest_id,game_pbp_id
2019,14781,02/15/2019,Catholic,124,3,Landmark,30101,/team/124/14781,3,Cabrini,88,6,Atlantic East,30233,/team/88/14781,3,NA,NA,/contests/1706867/box_score,https://stats.ncaa.org/contests/1706867/box_score,https://stats.ncaa.org/game/play_by_play/4708521,1706867,4708521
2019,14781,02/15/2019,Catholic,124,3,Landmark,30101,/team/124/14781,3,Cabrini,88,6,Atlantic East,30233,/team/88/14781,3,NA,NA,/contests/1706902/box_score,https://stats.ncaa.org/contests/1706902/box_score,https://stats.ncaa.org/game/play_by_play/4708522,1706902,4708522
2019,14781,02/26/2019,Hood,8404,6,MAC Commonwealth,28744,/team/8404/14781,3,Catholic,124,5,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1649613/box_score,https://stats.ncaa.org/contests/1649613/box_score,https://stats.ncaa.org/game/play_by_play/4722187,1649613,4722187
2019,14781,03/02/2019,Catholic,124,6,Landmark,30101,/team/124/14781,3,McDaniel ,773,3,Centennial,9683,/team/773/14781,3,"Columbia, Md.",NA,/contests/1650234/box_score,https://stats.ncaa.org/contests/1650234/box_score,https://stats.ncaa.org/game/play_by_play/4719780,1650234,4719780
2019,14781,03/02/2019,Catholic,124,17,Landmark,30101,/team/124/14781,3,McDaniel ,773,9,Centennial,9683,/team/773/14781,3,"Columbia, Md.",NA,/contests/1665928/box_score,https://stats.ncaa.org/contests/1665928/box_score,https://stats.ncaa.org/game/play_by_play/4722486,1665928,4722486
2019,14781,03/09/2019,Chris. Newport,139,3,C2C,15810,/team/139/14781,3,Catholic,124,4,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1651566/box_score,https://stats.ncaa.org/contests/1651566/box_score,https://stats.ncaa.org/game/play_by_play/4728027,1651566,4728027
2019,14781,03/11/2019,Catholic,124,15,Landmark,30101,/team/124/14781,3,Penn College ,30190,3,United East,30071,/team/30190/14781,3,"Myrtle Beach, SC",NA,/contests/1652343/box_score,https://stats.ncaa.org/contests/1652343/box_score,https://stats.ncaa.org/game/play_by_play/4734977,1652343,4734977
2019,14781,03/12/2019,Catholic,124,8,Landmark,30101,/team/124/14781,3,Dean ,30219,2,NECC,888,/team/30219/14781,3,"Myrtle Beach, SC",NA,/contests/1718615/box_score,https://stats.ncaa.org/contests/1718615/box_score,https://stats.ncaa.org/game/play_by_play/4735025,1718615,4735025
2019,14781,03/12/2019,Catholic,124,12,Landmark,30101,/team/124/14781,3,Dean ,30219,4,NECC,888,/team/30219/14781,3,"Myrtle Beach, SC",NA,/contests/1718617/box_score,https://stats.ncaa.org/contests/1718617/box_score,https://stats.ncaa.org/game/play_by_play/4735084,1718617,4735084
2019,14781,03/13/2019,Catholic,124,11,Landmark,30101,/team/124/14781,3,Lancaster Bible ,30085,3,United East,30071,/team/30085/14781,3,"Myrtle Beach, SC",NA,/contests/1652673/box_score,https://stats.ncaa.org/contests/1652673/box_score,https://stats.ncaa.org/game/play_by_play/4734998,1652673,4734998
2019,14781,03/16/2019,Elizabethtown,211,3,Landmark,30101,/team/211/14781,3,Catholic,124,6,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1653422/box_score,https://stats.ncaa.org/contests/1653422/box_score,https://stats.ncaa.org/game/play_by_play/4741697,1653422,4741697
2019,14781,03/16/2019,Elizabethtown,211,12,Landmark,30101,/team/211/14781,3,Catholic,124,8,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1666903/box_score,https://stats.ncaa.org/contests/1666903/box_score,https://stats.ncaa.org/game/play_by_play/4741698,1666903,4741698
2019,14781,03/17/2019,Elizabethtown,211,2,Landmark,30101,/team/211/14781,3,Catholic,124,5,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1653745/box_score,https://stats.ncaa.org/contests/1653745/box_score,https://stats.ncaa.org/game/play_by_play/4741699,1653745,4741699
2019,14781,03/23/2019,Catholic,124,4,Landmark,30101,/team/124/14781,3,Susquehanna,685,5,Landmark,30101,/team/685/14781,3,NA,12,/contests/1720558/box_score,https://stats.ncaa.org/contests/1720558/box_score,https://stats.ncaa.org/game/play_by_play/4746071,1720558,4746071
2019,14781,03/24/2019,Catholic,124,2,Landmark,30101,/team/124/14781,3,Susquehanna,685,17,Landmark,30101,/team/685/14781,3,NA,NA,/contests/1669180/box_score,https://stats.ncaa.org/contests/1669180/box_score,https://stats.ncaa.org/game/play_by_play/4747170,1669180,4747170
2019,14781,03/24/2019,Catholic,124,3,Landmark,30101,/team/124/14781,3,Susquehanna,685,5,Landmark,30101,/team/685/14781,3,NA,NA,/contests/1655344/box_score,https://stats.ncaa.org/contests/1655344/box_score,https://stats.ncaa.org/game/play_by_play/4746624,1655344,4746624
2019,14781,03/26/2019,Catholic,124,2,Landmark,30101,/team/124/14781,3,Johns Hopkins,322,12,Centennial,9683,/team/322/14781,3,NA,NA,/contests/1655674/box_score,https://stats.ncaa.org/contests/1655674/box_score,https://stats.ncaa.org/game/play_by_play/4749169,1655674,4749169
2019,14781,03/27/2019,Catholic,124,15,Landmark,30101,/team/124/14781,3,York (PA),815,12,C2C,15810,/team/815/14781,3,NA,NA,/contests/1654423/box_score,https://stats.ncaa.org/contests/1654423/box_score,https://stats.ncaa.org/game/play_by_play/4750281,1654423,4750281
2019,14781,03/30/2019,Catholic,124,10,Landmark,30101,/team/124/14781,3,Scranton,633,11,Landmark,30101,/team/633/14781,3,NA,NA,/contests/1656532/box_score,https://stats.ncaa.org/contests/1656532/box_score,https://stats.ncaa.org/game/play_by_play/4755378,1656532,4755378
2019,14781,03/30/2019,Catholic,124,7,Landmark,30101,/team/124/14781,3,Scranton,633,1,Landmark,30101,/team/633/14781,3,NA,NA,/contests/1666654/box_score,https://stats.ncaa.org/contests/1666654/box_score,https://stats.ncaa.org/game/play_by_play/4753455,1666654,4753455
2019,14781,03/31/2019,Catholic,124,6,Landmark,30101,/team/124/14781,3,Scranton,633,7,Landmark,30101,/team/633/14781,3,NA,NA,/contests/1656879/box_score,https://stats.ncaa.org/contests/1656879/box_score,https://stats.ncaa.org/game/play_by_play/4754673,1656879,4754673
2019,14781,04/06/2019,Juniata,325,1,Landmark,30101,/team/325/14781,3,Catholic,124,8,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1658073/box_score,https://stats.ncaa.org/contests/1658073/box_score,https://stats.ncaa.org/game/play_by_play/4759900,1658073,4759900
2019,14781,04/06/2019,Juniata,325,2,Landmark,30101,/team/325/14781,3,Catholic,124,7,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1668593/box_score,https://stats.ncaa.org/contests/1668593/box_score,https://stats.ncaa.org/game/play_by_play/4760837,1668593,4760837
2019,14781,04/07/2019,Juniata,325,4,Landmark,30101,/team/325/14781,3,Catholic,124,6,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1658401/box_score,https://stats.ncaa.org/contests/1658401/box_score,https://stats.ncaa.org/game/play_by_play/4762117,1658401,4762117
2019,14781,04/08/2019,Gallaudet,245,2,United East,30071,/team/245/14781,3,Catholic,124,23,Landmark,30101,/team/124/14781,3,NA,NA,/contests/1658581/box_score,https://stats.ncaa.org/contests/1658581/box_score,https://stats.ncaa.org/game/play_by_play/4763834,1658581,4763834
2019,14781,04/10/2019,Catholic,124,8,Landmark,30101,/team/124/14781,3,Stevenson,21852,5,MAC Commonwealth,28744,/team/21852/14781,3,NA,NA,/contests/1658974/box_score,https://stats.ncaa.org/contests/1658974/box_score,https://stats.ncaa.org/game/play_by_play/4765927,1658974,4765927
2019,14781,04/13/2019,Catholic,124,4,Landmark,30101,/team/124/14781,3,Moravian,443,1,Landmark,30101,/team/443/14781,3,NA,NA,/contests/1659640/box_score,https://stats.ncaa.org/contests/1659640/box_score,https://stats.ncaa.org/game/play_by_play/4768069,1659640,4768069
2019,14781,04/13/2019,Catholic,124,6,Landmark,30101,/team/124/14781,3,Moravian,443,5,Landmark,30101,/team/443/14781,3,NA,NA,/contests/1666742/box_score,https://stats.ncaa.org/contests/1666742/box_score,https://stats.ncaa.org/game/play_by_play/4769919,1666742,4769919
2019,14781,04/14/2019,Catholic,124,12,Landmark,30101,/team/124/14781,3,Moravian,443,4,Landmark,30101,/team/443/14781,3,NA,NA,/contests/1659980/box_score,https://stats.ncaa.org/contests/1659980/box_score,https://stats.ncaa.org/game/play_by_play/4770559,1659980,4770559
2019,14781,04/17/2019,Catholic,124,10,Landmark,30101,/team/124/14781,3,St. Mary's (MD),611,8,C2C,15810,/team/611/14781,3,NA,NA,/contests/1716879/box_score,https://stats.ncaa.org/contests/1716879/box_score,https://stats.ncaa.org/game/play_by_play/4773790,1716879,4773790
