year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url
2023,16340,02/26/2023,MSOE,20220,6,NACC,30097,/team/20220/16340,3,Wartburg ,750,1,American Rivers,864,/team/750/16340,3,"Davenport, FL",,/contests/2392131/box_score,https://stats.ncaa.org/contests/2392131/box_score
2023,16340,02/26/2023,MSOE,20220,1,NACC,30097,/team/20220/16340,3,Wartburg ,750,0,American Rivers,864,/team/750/16340,3,"Davenport, FL",,/contests/2408348/box_score,https://stats.ncaa.org/contests/2408348/box_score
2023,16340,02/27/2023,MSOE,20220,2,NACC,30097,/team/20220/16340,3,Saint Mary's (MN) ,612,3,MIAC,882,/team/612/16340,3,"Davenport, FL",,/contests/2392323/box_score,https://stats.ncaa.org/contests/2392323/box_score
2023,16340,02/28/2023,Moravian ,443,2,Landmark,30101,/team/443/16340,3,MSOE,20220,4,NACC,30097,/team/20220/16340,3,"Davenport, FL",,/contests/2392399/box_score,https://stats.ncaa.org/contests/2392399/box_score
2023,16340,03/02/2023,Dubuque ,192,11,American Rivers,864,/team/192/16340,3,MSOE,20220,4,NACC,30097,/team/20220/16340,3,"Davenport, FL",,/contests/2392584/box_score,https://stats.ncaa.org/contests/2392584/box_score
2023,16340,03/03/2023,Calvin ,114,2,Michigan Intercol. Ath. Assn.,873,/team/114/16340,3,MSOE,20220,10,NACC,30097,/team/20220/16340,3,"Davenport, FL",,/contests/2392729/box_score,https://stats.ncaa.org/contests/2392729/box_score
2023,16340,03/03/2023,Husson ,1133,5,North Atlantic,30026,/team/1133/16340,3,MSOE,20220,14,NACC,30097,/team/20220/16340,3,"Davenport, FL",,/contests/2392778/box_score,https://stats.ncaa.org/contests/2392778/box_score
2023,16340,03/18/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Martin Luther,8597,,UMAC,30115,/team/8597/16340,3,,,,
2023,16340,03/18/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Martin Luther,8597,,UMAC,30115,/team/8597/16340,3,,,,
2023,16340,03/19/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Martin Luther,8597,,UMAC,30115,/team/8597/16340,3,,,,
2023,16340,03/22/2023,Carroll (WI),120,,CCIW,836,/team/120/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,03/24/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Carthage,121,,CCIW,836,/team/121/16340,3,,,,
2023,16340,03/25/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Lawrence,348,,MWC,23119,/team/348/16340,3,,,,
2023,16340,03/26/2023,Carthage,121,,CCIW,836,/team/121/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/01/2023,Rockford,582,,NACC,30097,/team/582/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/01/2023,Rockford,582,,NACC,30097,/team/582/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/02/2023,Concordia Chicago,160,,NACC,30097,/team/160/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/02/2023,Concordia Chicago,160,,NACC,30097,/team/160/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/08/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Concordia Wisconsin,1036,,NACC,30097,/team/1036/16340,3,,,,
2023,16340,04/08/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Concordia Wisconsin,1036,,NACC,30097,/team/1036/16340,3,,,,
2023,16340,04/10/2023,Benedictine (IL),296,,NACC,30097,/team/296/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/10/2023,Benedictine (IL),296,,NACC,30097,/team/296/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/15/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Aurora,42,,NACC,30097,/team/42/16340,3,,,,
2023,16340,04/15/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Aurora,42,,NACC,30097,/team/42/16340,3,,,,
2023,16340,04/16/2023,Edgewood,1066,,NACC,30097,/team/1066/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/16/2023,Edgewood,1066,,NACC,30097,/team/1066/16340,3,MSOE,20220,,NACC,30097,/team/20220/16340,3,,,,
2023,16340,04/19/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,Wis.-Whitewater,805,,WIAC,1473,/team/805/16340,3,,,,
2023,16340,04/22/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,IIT,30172,,NACC,30097,/team/30172/16340,3,,,,
2023,16340,04/22/2023,MSOE,20220,,NACC,30097,/team/20220/16340,3,IIT,30172,,NACC,30097,/team/30172/16340,3,,,,
