Date,Opponent,Result,opponent_slug,slug,game_info_url
02/26/2018,"Medaille @ Aston, PA",W 3 - 2,/team/23725/12973,/contests/87269/box_score,https://stats.ncaa.org/contests/87269/box_score
02/26/2018,"Medaille @ Aston, PA",L 3 - 6,/team/23725/12973,/contests/87271/box_score,https://stats.ncaa.org/contests/87271/box_score
02/27/2018,Valley Forge,W 15 - 4,/team/30166/12973,/contests/87368/box_score,https://stats.ncaa.org/contests/87368/box_score
02/27/2018,Valley Forge,W 12 - 1,/team/30166/12973,/contests/87372/box_score,https://stats.ncaa.org/contests/87372/box_score
03/05/2018,Central Penn,W 20 - 4,NA,/contests/88734/box_score,https://stats.ncaa.org/contests/88734/box_score
03/06/2018,@ FDU-Florham,W 9 - 4,/team/221/12973,/contests/88947/box_score,https://stats.ncaa.org/contests/88947/box_score
03/10/2018,"Kenyon @ Fort Pierce, Fl",L 2 - 3,/team/335/12973,/contests/90043/box_score,https://stats.ncaa.org/contests/90043/box_score
03/11/2018,"Eastern Nazarene @ Fort Pierce, FL",W 5 - 4,/team/1064/12973,/contests/90469/box_score,https://stats.ncaa.org/contests/90469/box_score
03/11/2018,"Eastern Nazarene @ Fort Pierce, FL",L 3 - 4,/team/1064/12973,/contests/90484/box_score,https://stats.ncaa.org/contests/90484/box_score
03/13/2018,"Messiah @ Fort Pierce, FL",W 9 - 6,/team/411/12973,/contests/90797/box_score,https://stats.ncaa.org/contests/90797/box_score
03/15/2018,"Washington Col. @ Fort Pierce, FL",L 6 - 13,/team/753/12973,/contests/91167/box_score,https://stats.ncaa.org/contests/91167/box_score
03/16/2018,"WestConn @ Fort Pierce, FL",L 2 - 5,/team/770/12973,/contests/91426/box_score,https://stats.ncaa.org/contests/91426/box_score
03/16/2018,"WestConn @ Fort Pierce, Fl",L 5 - 6,/team/770/12973,/contests/91449/box_score,https://stats.ncaa.org/contests/91449/box_score
03/26/2018,"Washington Col. @ Aston, PA",W 9 - 5,/team/753/12973,/contests/94036/box_score,https://stats.ncaa.org/contests/94036/box_score
03/28/2018,Penn St.-Brandywine,W 4 - 2,NA,/contests/94277/box_score,https://stats.ncaa.org/contests/94277/box_score
03/29/2018,@ Lehman,W 6 - 5 (10),/team/279/12973,/contests/94446/box_score,https://stats.ncaa.org/contests/94446/box_score
04/03/2018,Eastern,W 9 - 6,/team/8968/12973,/contests/95893/box_score,https://stats.ncaa.org/contests/95893/box_score
04/06/2018,@ Immaculata,L 5 - 9,/team/303/12973,/contests/96346/box_score,https://stats.ncaa.org/contests/96346/box_score
04/06/2018,@ Immaculata,W 5 - 1,/team/303/12973,/contests/96360/box_score,https://stats.ncaa.org/contests/96360/box_score
04/10/2018,Marywood,W 7 - 6,/team/397/12973,/contests/97529/box_score,https://stats.ncaa.org/contests/97529/box_score
04/12/2018,@ Marywood,W 13 - 6,/team/397/12973,/contests/98054/box_score,https://stats.ncaa.org/contests/98054/box_score
04/16/2018,@ Centenary (NJ),W 14 - 11,/team/12884/12973,/contests/99370/box_score,https://stats.ncaa.org/contests/99370/box_score
04/18/2018,Centenary (NJ),W 5 - 4,/team/12884/12973,/contests/99662/box_score,https://stats.ncaa.org/contests/99662/box_score
04/19/2018,Penn St.-Abington,L 1 - 9,/team/30114/12973,/contests/99909/box_score,https://stats.ncaa.org/contests/99909/box_score
04/21/2018,Cabrini,L 1 - 6,/team/88/12973,/contests/100444/box_score,https://stats.ncaa.org/contests/100444/box_score
04/21/2018,Cabrini,L 2 - 4,/team/88/12973,/contests/100646/box_score,https://stats.ncaa.org/contests/100646/box_score
04/24/2018,@ Gwynedd Mercy,L 6 - 8,/team/12399/12973,/contests/101498/box_score,https://stats.ncaa.org/contests/101498/box_score
04/26/2018,Gwynedd Mercy,L 1 - 4,/team/12399/12973,/contests/101881/box_score,https://stats.ncaa.org/contests/101881/box_score
04/28/2018,Keystone,L 1 - 4,/team/30047/12973,/contests/102457/box_score,https://stats.ncaa.org/contests/102457/box_score
04/28/2018,Keystone,L 0 - 17,/team/30047/12973,/contests/102681/box_score,https://stats.ncaa.org/contests/102681/box_score
04/30/2018,Neumann,W 3 - 1,/team/1254/12973,/contests/103367/box_score,https://stats.ncaa.org/contests/103367/box_score
05/02/2018,@ Neumann,W 7 - 3,/team/1254/12973,/contests/103659/box_score,https://stats.ncaa.org/contests/103659/box_score
05/04/2018,@ Clarks Summit,W 11 - 6,/team/958/12973,/contests/103995/box_score,https://stats.ncaa.org/contests/103995/box_score
05/04/2018,@ Clarks Summit,W 21 - 2,/team/958/12973,/contests/104039/box_score,https://stats.ncaa.org/contests/104039/box_score
