year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url,game_pbp_url,contest_id,game_pbp_id
2013,11320,02/15/2013,Hawaii,277,0,Big West,904,/team/277/11320,1,Oregon,529,3,Pac-12,905,/team/529/11320,1,NA,NA,/contests/657927/box_score,https://stats.ncaa.org/contests/657927/box_score,https://stats.ncaa.org/game/play_by_play/1639112,657927,1639112
2013,11320,02/16/2013,Hawaii,277,4,Big West,904,/team/277/11320,1,Oregon,529,5,Pac-12,905,/team/529/11320,1,NA,NA,/contests/658179/box_score,https://stats.ncaa.org/contests/658179/box_score,https://stats.ncaa.org/game/play_by_play/1646852,658179,1646852
2013,11320,02/17/2013,Hawaii,277,5,Big West,904,/team/277/11320,1,Oregon,529,9,Pac-12,905,/team/529/11320,1,NA,NA,/contests/658494/box_score,https://stats.ncaa.org/contests/658494/box_score,https://stats.ncaa.org/game/play_by_play/1667492,658494,1667492
2013,11320,02/18/2013,Hawaii,277,2,Big West,904,/team/277/11320,1,Oregon,529,4,Pac-12,905,/team/529/11320,1,NA,NA,/contests/658655/box_score,https://stats.ncaa.org/contests/658655/box_score,https://stats.ncaa.org/game/play_by_play/1666172,658655,1666172
2013,11320,02/22/2013,Hawaii,277,0,Big West,904,/team/277/11320,1,Rice,574,2,C-USA,24312,/team/574/11320,1,NA,17,/contests/658977/box_score,https://stats.ncaa.org/contests/658977/box_score,https://stats.ncaa.org/game/play_by_play/1698733,658977,1698733
2013,11320,02/23/2013,Hawaii,277,1,Big West,904,/team/277/11320,1,Rice,574,3,C-USA,24312,/team/574/11320,1,NA,NA,/contests/659161/box_score,https://stats.ncaa.org/contests/659161/box_score,https://stats.ncaa.org/game/play_by_play/1704017,659161,1704017
2013,11320,02/24/2013,Hawaii,277,5,Big West,904,/team/277/11320,1,Rice,574,7,C-USA,24312,/team/574/11320,1,NA,NA,/contests/659555/box_score,https://stats.ncaa.org/contests/659555/box_score,https://stats.ncaa.org/game/play_by_play/1716292,659555,1716292
2013,11320,02/25/2013,Hawaii,277,0,Big West,904,/team/277/11320,1,Rice,574,5,C-USA,24312,/team/574/11320,1,NA,NA,/contests/659865/box_score,https://stats.ncaa.org/contests/659865/box_score,https://stats.ncaa.org/game/play_by_play/1731492,659865,1731492
2013,11320,02/28/2013,Hawaii,277,0,Big West,904,/team/277/11320,1,LMU (CA) ,370,9,WCC,922,/team/370/11320,1,Las Vegas,NA,/contests/660144/box_score,https://stats.ncaa.org/contests/660144/box_score,https://stats.ncaa.org/game/play_by_play/1765273,660144,1765273
2013,11320,03/01/2013,Bradley ,72,6,MVC,884,/team/72/11320,1,Hawaii,277,5,Big West,904,/team/277/11320,1,Las Vegas,NA,/contests/660353/box_score,https://stats.ncaa.org/contests/660353/box_score,https://stats.ncaa.org/game/play_by_play/1779653,660353,1779653
