Date,Opponent,Result,opponent_slug,slug,game_info_url
02/18/2013,"Bethel (MN) @ Minneapolis, Minn.",L 1 - 9,/team/60/11320,/contests/658689/box_score,https://stats.ncaa.org/contests/658689/box_score
02/18/2013,"Bethel (MN) @ Minneapolis, Minn.",L 2 - 7,/team/60/11320,/contests/658687/box_score,https://stats.ncaa.org/contests/658687/box_score
02/21/2013,@ Hamline,L 1 - 9,/team/268/11320,/game/index/1744112?org_id=268,https://stats.ncaa.org/game/index/1744112?org_id=268
02/21/2013,"Hamline @ Minneapolis, Minn.",L 5 - 6,/team/268/11320,/contests/658899/box_score,https://stats.ncaa.org/contests/658899/box_score
02/28/2013,St. Olaf @ Minneapolis,L 4 - 5,/team/615/11320,/contests/660145/box_score,https://stats.ncaa.org/contests/660145/box_score
02/28/2013,St. Olaf @ Minneapolis,L 3 - 4,/team/615/11320,/game/index/1781392?org_id=615,https://stats.ncaa.org/game/index/1781392?org_id=615
03/08/2013,"Muhlenberg @ Fort Pierce, Fla.",L 1 - 4,/team/453/11320,/contests/662060/box_score,https://stats.ncaa.org/contests/662060/box_score
03/09/2013,"Geneva @ Ft. Pierce, FL",W 3 - 0,/team/30084/11320,/contests/662634/box_score,https://stats.ncaa.org/contests/662634/box_score
03/09/2013,"Geneva @ Ft. Pierce, FL",W 1 - 0,/team/30084/11320,/contests/662673/box_score,https://stats.ncaa.org/contests/662673/box_score
03/12/2013,@ Norwich,L 5 - 6,/team/511/11320,/contests/663342/box_score,https://stats.ncaa.org/contests/663342/box_score
03/13/2013,"Albright @ Ft. Pierce, Fla.",L 3 - 5,/team/16/11320,/contests/663556/box_score,https://stats.ncaa.org/contests/663556/box_score
03/13/2013,"Marian (IN) @ Ft. Pierce, Fla.",L 5 - 8,NA,/contests/663557/box_score,https://stats.ncaa.org/contests/663557/box_score
03/14/2013,"Hilbert @ Fort Pierce, Fla",W 4 - 2,/team/8398/11320,/contests/663717/box_score,https://stats.ncaa.org/contests/663717/box_score
03/14/2013,"Hilbert @ Ft. Pierce, Fla.",W 12 - 0,/team/8398/11320,/contests/663733/box_score,https://stats.ncaa.org/contests/663733/box_score
03/20/2013,"Marian (WI) @ Minneapolis, Minn.",W 6 - 1,/team/1196/11320,/contests/665476/box_score,https://stats.ncaa.org/contests/665476/box_score
03/20/2013,"Marian (WI) @ Minneapolis, Minn.",L 3 - 6,/team/1196/11320,/contests/665481/box_score,https://stats.ncaa.org/contests/665481/box_score
04/05/2013,@ St. Scholastica,L 2 - 5,/team/618/11320,/contests/669565/box_score,https://stats.ncaa.org/contests/669565/box_score
04/05/2013,@ St. Scholastica,L 0 - 3,/team/618/11320,/contests/669595/box_score,https://stats.ncaa.org/contests/669595/box_score
04/26/2013,@ Minn.-Morris,W 14 - 7,/team/1226/11320,/contests/675800/box_score,https://stats.ncaa.org/contests/675800/box_score
04/26/2013,@ Minn.-Morris,W 13 - 1,/team/1226/11320,/contests/675846/box_score,https://stats.ncaa.org/contests/675846/box_score
04/27/2013,@ Martin Luther,W 11 - 7,/team/8597/11320,/game/index/2168213?org_id=8597,https://stats.ncaa.org/game/index/2168213?org_id=8597
04/27/2013,@ Martin Luther,W 9 - 6,/team/8597/11320,/contests/676057/box_score,https://stats.ncaa.org/contests/676057/box_score
04/30/2013,@ Crown (MN),W 18 - 6,/team/30035/11320,/contests/677162/box_score,https://stats.ncaa.org/contests/677162/box_score
04/30/2013,Crown (MN),W 7 - 3,/team/30035/11320,/contests/677199/box_score,https://stats.ncaa.org/contests/677199/box_score
05/04/2013,North Central (MN),W 21 - 1,/team/30039/11320,/contests/677958/box_score,https://stats.ncaa.org/contests/677958/box_score
05/04/2013,North Central (MN),W 17 - 2,/team/30039/11320,/contests/678071/box_score,https://stats.ncaa.org/contests/678071/box_score
05/05/2013,Northland,L 5 - 10,/team/1267/11320,/contests/678341/box_score,https://stats.ncaa.org/contests/678341/box_score
05/05/2013,Northland,W 14 - 4,/team/1267/11320,/contests/678387/box_score,https://stats.ncaa.org/contests/678387/box_score
05/06/2013,Hamline,L 5 - 8,/team/268/11320,/contests/678470/box_score,https://stats.ncaa.org/contests/678470/box_score
05/07/2013,Bethany Lutheran,W 14 - 8,/team/30038/11320,/contests/678578/box_score,https://stats.ncaa.org/contests/678578/box_score
05/07/2013,Bethany Lutheran,L 7 - 10 (11),/team/30038/11320,/contests/678586/box_score,https://stats.ncaa.org/contests/678586/box_score
05/10/2013,@ St. Scholastica,L 4 - 6,/team/618/11320,/contests/678910/box_score,https://stats.ncaa.org/contests/678910/box_score
05/10/2013,"Bethany Lutheran @ Duluth, MN",W 8 - 5,/team/30038/11320,/contests/678951/box_score,https://stats.ncaa.org/contests/678951/box_score
05/11/2013,"Martin Luther @ Duluth, MN",W 5 - 2,/team/8597/11320,/contests/679201/box_score,https://stats.ncaa.org/contests/679201/box_score
05/11/2013,@ St. Scholastica,L 8 - 12,/team/618/11320,/contests/679107/box_score,https://stats.ncaa.org/contests/679107/box_score
