Date,Opponent,Result,opponent_slug,slug,game_info_url
02/13/2015,"Kansas St. @ Port Charlotte, Fla.",L 4 - 5,/team/327/12080,/contests/404947/box_score,https://stats.ncaa.org/contests/404947/box_score
02/14/2015,"Saint Louis @ Port Charlotte, FL",W 4 - 2,/team/609/12080,/contests/405347/box_score,https://stats.ncaa.org/contests/405347/box_score
02/15/2015,"George Mason @ Port Charlotte, Fla.",W 4 - 1,/team/248/12080,/contests/405517/box_score,https://stats.ncaa.org/contests/405517/box_score
02/20/2015,"Little Rock @ Grand Prairie, Texas",W 3 - 1,/team/32/12080,/contests/405826/box_score,https://stats.ncaa.org/contests/405826/box_score
02/21/2015,"Missouri St. @ Grand Prairie, Texas",W 6 - 5,/team/669/12080,/contests/406114/box_score,https://stats.ncaa.org/contests/406114/box_score
02/27/2015,"Cincinnati @ Emerson, Ga.",W 6 - 2,/team/140/12080,/contests/406647/box_score,https://stats.ncaa.org/contests/406647/box_score
02/28/2015,"Cincinnati @ Emerson, Ga.",W 5 - 1,/team/140/12080,/contests/406945/box_score,https://stats.ncaa.org/contests/406945/box_score
03/01/2015,"Cincinnati @ Emerson, Ga.",W 5 - 0 (13),/team/140/12080,/contests/407153/box_score,https://stats.ncaa.org/contests/407153/box_score
03/07/2015,@ Middle Tenn.,W 2 - 1,/team/419/12080,/contests/408000/box_score,https://stats.ncaa.org/contests/408000/box_score
03/07/2015,@ Middle Tenn.,W 6 - 1,/team/419/12080,/contests/408023/box_score,https://stats.ncaa.org/contests/408023/box_score
03/08/2015,@ Middle Tenn.,L 8 - 9,/team/419/12080,/contests/408304/box_score,https://stats.ncaa.org/contests/408304/box_score
03/11/2015,AIB College,W 7 - 1,NA,/contests/409138/box_score,https://stats.ncaa.org/contests/409138/box_score
03/14/2015,@ Houston Christian,L 1 - 7,/team/287/12080,/contests/409732/box_score,https://stats.ncaa.org/contests/409732/box_score
03/15/2015,@ Houston Christian,L 1 - 5,/team/287/12080,/contests/410168/box_score,https://stats.ncaa.org/contests/410168/box_score
03/16/2015,@ Houston Christian,W 7 - 2,/team/287/12080,/contests/410572/box_score,https://stats.ncaa.org/contests/410572/box_score
03/17/2015,@ Houston Christian,W 7 - 2,/team/287/12080,/contests/410770/box_score,https://stats.ncaa.org/contests/410770/box_score
03/20/2015,@ Kansas,L 3 - 4,/team/328/12080,/contests/411341/box_score,https://stats.ncaa.org/contests/411341/box_score
03/21/2015,@ Kansas,W 6 - 4,/team/328/12080,/contests/411637/box_score,https://stats.ncaa.org/contests/411637/box_score
03/22/2015,@ Kansas,W 6 - 2,/team/328/12080,/contests/412201/box_score,https://stats.ncaa.org/contests/412201/box_score
03/25/2015,Bradley,L 2 - 5,/team/72/12080,/contests/412851/box_score,https://stats.ncaa.org/contests/412851/box_score
03/27/2015,Indiana,W 2 - 0,/team/306/12080,/contests/413163/box_score,https://stats.ncaa.org/contests/413163/box_score
03/28/2015,Indiana,W 5 - 1,/team/306/12080,/contests/413398/box_score,https://stats.ncaa.org/contests/413398/box_score
03/29/2015,Indiana,W 10 - 6,/team/306/12080,/contests/413922/box_score,https://stats.ncaa.org/contests/413922/box_score
03/31/2015,Grand View,W 9 - 2,NA,/contests/414624/box_score,https://stats.ncaa.org/contests/414624/box_score
04/01/2015,@ Western Ill.,L 5 - 16,/team/771/12080,/contests/414954/box_score,https://stats.ncaa.org/contests/414954/box_score
04/03/2015,@ Purdue,W 9 - 1,/team/559/12080,/contests/415259/box_score,https://stats.ncaa.org/contests/415259/box_score
04/04/2015,@ Purdue,W 10 - 5,/team/559/12080,/contests/415653/box_score,https://stats.ncaa.org/contests/415653/box_score
04/05/2015,@ Purdue,W 4 - 1,/team/559/12080,/contests/416266/box_score,https://stats.ncaa.org/contests/416266/box_score
04/08/2015,Milwaukee,L 3 - 4,/team/797/12080,/contests/416788/box_score,https://stats.ncaa.org/contests/416788/box_score
04/10/2015,@ Maryland,L 1 - 10,/team/392/12080,/contests/417020/box_score,https://stats.ncaa.org/contests/417020/box_score
04/11/2015,@ Maryland,W 3 - 1,/team/392/12080,/contests/417269/box_score,https://stats.ncaa.org/contests/417269/box_score
04/12/2015,@ Maryland,W 2 - 1,/team/392/12080,/contests/418036/box_score,https://stats.ncaa.org/contests/418036/box_score
04/14/2015,@ Bradley,L 4 - 5,/team/72/12080,/contests/418594/box_score,https://stats.ncaa.org/contests/418594/box_score
04/15/2015,Cornell College,W 9 - 1,/team/166/12080,/contests/418866/box_score,https://stats.ncaa.org/contests/418866/box_score
04/17/2015,Northwestern,W 4 - 3,/team/509/12080,/contests/419308/box_score,https://stats.ncaa.org/contests/419308/box_score
04/18/2015,Northwestern,W 13 - 4,/team/509/12080,/contests/419891/box_score,https://stats.ncaa.org/contests/419891/box_score
04/18/2015,Northwestern,L 1 - 4,/team/509/12080,/contests/420201/box_score,https://stats.ncaa.org/contests/420201/box_score
04/22/2015,NIU,W 4 - 3 (11),/team/503/12080,/contests/421056/box_score,https://stats.ncaa.org/contests/421056/box_score
04/25/2015,Nebraska,W 4 - 3,/team/463/12080,/contests/421687/box_score,https://stats.ncaa.org/contests/421687/box_score
04/26/2015,Nebraska,W 3 - 2 (10),/team/463/12080,/contests/422490/box_score,https://stats.ncaa.org/contests/422490/box_score
04/26/2015,Nebraska,W 5 - 1,/team/463/12080,/contests/422566/box_score,https://stats.ncaa.org/contests/422566/box_score
04/28/2015,Sacramento St.,W 4 - 3 (18),/team/102/12080,/contests/422956/box_score,https://stats.ncaa.org/contests/422956/box_score
05/01/2015,@ Michigan,W 13 - 7,/team/418/12080,/contests/423337/box_score,https://stats.ncaa.org/contests/423337/box_score
