Date,Opponent,Result,opponent_slug,slug,game_info_url
02/15/2014,@ Emporia St.,L 7 - 11,/team/1071/11620,/contests/587079/box_score,https://stats.ncaa.org/contests/587079/box_score
02/15/2014,"Missouri Western @ Emporia, Kan.",W 7 - 6,/team/9013/11620,/contests/587231/box_score,https://stats.ncaa.org/contests/587231/box_score
02/16/2014,@ Emporia St.,L 2 - 4,/team/1071/11620,/contests/587389/box_score,https://stats.ncaa.org/contests/587389/box_score
02/16/2014,"Missouri Western @ Emporia, Kan.",L 2 - 4,/team/9013/11620,/contests/587480/box_score,https://stats.ncaa.org/contests/587480/box_score
03/07/2014,"Cal St. San B'dino @ Tucson, AZ",L 5 - 10,/team/93/11620,/contests/590472/box_score,https://stats.ncaa.org/contests/590472/box_score
03/07/2014,"Malone @ Tucson, AZ",W 5 - 3,/team/30137/11620,/contests/590473/box_score,https://stats.ncaa.org/contests/590473/box_score
03/08/2014,"Concordia (NE) @ Tucson, AZ",W 7 - 6,NA,/contests/590927/box_score,https://stats.ncaa.org/contests/590927/box_score
03/09/2014,"Northern St. @ Tucson, AZ",W 14 - 9,/team/1266/11620,/contests/591352/box_score,https://stats.ncaa.org/contests/591352/box_score
03/10/2014,"Northern St. @ Tucson, AZ",W 7 - 5,/team/1266/11620,/contests/591594/box_score,https://stats.ncaa.org/contests/591594/box_score
03/10/2014,"Northern St. @ Tucson, AZ",W 4 - 3,/team/1266/11620,/contests/591619/box_score,https://stats.ncaa.org/contests/591619/box_score
03/12/2014,"Bemidji St. @ Tucson, AZ",W 4 - 2,/team/54/11620,/contests/592044/box_score,https://stats.ncaa.org/contests/592044/box_score
03/12/2014,"Bemidji St. @ Tucson, AZ",W 5 - 0,/team/54/11620,/contests/592054/box_score,https://stats.ncaa.org/contests/592054/box_score
03/13/2014,"Mayville St. @ Tucson, AZ",L 4 - 5 (12),NA,/contests/592117/box_score,https://stats.ncaa.org/contests/592117/box_score
03/14/2014,"Concordia-St. Paul @ Tucson, AZ",L 4 - 5,/team/9081/11620,/contests/592443/box_score,https://stats.ncaa.org/contests/592443/box_score
03/14/2014,"Concordia-St. Paul @ Tucson, AZ",W 9 - 4,/team/9081/11620,/contests/592485/box_score,https://stats.ncaa.org/contests/592485/box_score
03/15/2014,"Minot St. @ Tucson, Ariz.",L 7 - 15,/team/30125/11620,/contests/593071/box_score,https://stats.ncaa.org/contests/593071/box_score
03/21/2014,"Minnesota St. @ Sioux City, IA",L 1 - 3,/team/383/11620,/contests/594327/box_score,https://stats.ncaa.org/contests/594327/box_score
03/21/2014,"Minnesota St. @ Sioux City, IA",W 7 - 4,/team/383/11620,/contests/594347/box_score,https://stats.ncaa.org/contests/594347/box_score
03/23/2014,"Minnesota St. @ Sioux City, IA",L 1 - 3,/team/383/11620,/contests/595310/box_score,https://stats.ncaa.org/contests/595310/box_score
03/23/2014,"Minnesota St. @ Sioux City, IA",L 4 - 10,/team/383/11620,/contests/595326/box_score,https://stats.ncaa.org/contests/595326/box_score
04/05/2014,"Minn. Duluth @ Minnetonka, MN",L 0 - 8,/team/427/11620,/contests/598506/box_score,https://stats.ncaa.org/contests/598506/box_score
04/05/2014,"Minn. Duluth @ Minnetonka, MN",W 3 - 0,/team/427/11620,/contests/598514/box_score,https://stats.ncaa.org/contests/598514/box_score
