Date,Opponent,Result,opponent_slug,slug,game_info_url
03/08/2013,"Ohio Northern @ Fort Myers, Fla.",W 4 - 2,/team/517/11320,/contests/662049/box_score,https://stats.ncaa.org/contests/662049/box_score
03/09/2013,"Hiram @ Fort Myers, Fla.",W 7 - 6 (14),/team/281/11320,/contests/662566/box_score,https://stats.ncaa.org/contests/662566/box_score
03/10/2013,"Central (IA) @ Fort Myers, Fla.",W 6 - 4,/team/126/11320,/contests/662928/box_score,https://stats.ncaa.org/contests/662928/box_score
03/11/2013,"Kenyon @ Fort Myers, FL",L 11 - 15,/team/335/11320,/contests/663075/box_score,https://stats.ncaa.org/contests/663075/box_score
03/13/2013,"Bethel (MN) @ Fort Myers, Fla.",L 5 - 7,/team/60/11320,/contests/663546/box_score,https://stats.ncaa.org/contests/663546/box_score
03/14/2013,"Mitchell @ Fort Myers, Fla.",L 2 - 17,/team/30042/11320,/contests/663674/box_score,https://stats.ncaa.org/contests/663674/box_score
03/15/2013,"Rockford @ Fort Myers, Fla.",W 13 - 6 (11),/team/582/11320,/contests/664040/box_score,https://stats.ncaa.org/contests/664040/box_score
03/16/2013,"Lakeland @ Fort Myers, Fla.",W 7 - 4,/team/1164/11320,/contests/664618/box_score,https://stats.ncaa.org/contests/664618/box_score
03/29/2013,Calvin,W 4 - 2,/team/114/11320,/contests/667689/box_score,https://stats.ncaa.org/contests/667689/box_score
03/29/2013,Calvin,L 3 - 11,/team/114/11320,/contests/667809/box_score,https://stats.ncaa.org/contests/667809/box_score
03/30/2013,@ Calvin,W 4 - 2,/team/114/11320,/contests/668236/box_score,https://stats.ncaa.org/contests/668236/box_score
03/30/2013,@ Calvin,L 3 - 4,/team/114/11320,/contests/668426/box_score,https://stats.ncaa.org/contests/668426/box_score
04/02/2013,Alma,W 2 - 1,/team/21/11320,/contests/668964/box_score,https://stats.ncaa.org/contests/668964/box_score
04/02/2013,Alma,L 1 - 5,/team/21/11320,/contests/669007/box_score,https://stats.ncaa.org/contests/669007/box_score
04/03/2013,@ Oakland,L 2 - 14,/team/514/11320,/contests/669076/box_score,https://stats.ncaa.org/contests/669076/box_score
04/05/2013,Hope,W 5 - 3,/team/286/11320,/contests/669547/box_score,https://stats.ncaa.org/contests/669547/box_score
04/05/2013,Hope,L 1 - 4,/team/286/11320,/contests/669577/box_score,https://stats.ncaa.org/contests/669577/box_score
04/06/2013,@ Hope,W 13 - 0,/team/286/11320,/contests/669909/box_score,https://stats.ncaa.org/contests/669909/box_score
04/06/2013,@ Hope,L 2 - 4,/team/286/11320,/contests/670187/box_score,https://stats.ncaa.org/contests/670187/box_score
04/13/2013,@ Albion,L 1 - 6,/team/15/11320,/contests/671936/box_score,https://stats.ncaa.org/contests/671936/box_score
04/13/2013,@ Albion,W 15 - 2,/team/15/11320,/contests/672189/box_score,https://stats.ncaa.org/contests/672189/box_score
04/14/2013,Albion,W 17 - 3,/team/15/11320,/contests/672615/box_score,https://stats.ncaa.org/contests/672615/box_score
04/14/2013,"Albion @ Olivet, Mich.",W 3 - 0,/team/15/11320,/contests/672720/box_score,https://stats.ncaa.org/contests/672720/box_score
04/17/2013,Aquinas,W 9 - 6,NA,/contests/673311/box_score,https://stats.ncaa.org/contests/673311/box_score
04/20/2013,Trine,L 2 - 4,/team/30037/11320,/contests/674105/box_score,https://stats.ncaa.org/contests/674105/box_score
04/20/2013,Trine,L 4 - 6,/team/30037/11320,/contests/674357/box_score,https://stats.ncaa.org/contests/674357/box_score
04/21/2013,@ Alma,L 3 - 4,/team/21/11320,/contests/674776/box_score,https://stats.ncaa.org/contests/674776/box_score
04/21/2013,@ Alma,W 4 - 1,/team/21/11320,/contests/674880/box_score,https://stats.ncaa.org/contests/674880/box_score
04/25/2013,@ Davenport,L 1 - 10,NA,/contests/675457/box_score,https://stats.ncaa.org/contests/675457/box_score
04/26/2013,@ Trine,W 6 - 2,/team/30037/11320,/contests/675799/box_score,https://stats.ncaa.org/contests/675799/box_score
04/26/2013,@ Trine,L 0 - 5,/team/30037/11320,/contests/675843/box_score,https://stats.ncaa.org/contests/675843/box_score
04/27/2013,Adrian,L 1 - 12,/team/4/11320,/contests/676080/box_score,https://stats.ncaa.org/contests/676080/box_score
04/27/2013,Adrian,L 2 - 6,/team/4/11320,/contests/676316/box_score,https://stats.ncaa.org/contests/676316/box_score
04/28/2013,@ Adrian,L 3 - 11,/team/4/11320,/contests/676793/box_score,https://stats.ncaa.org/contests/676793/box_score
04/28/2013,@ Adrian,L 4 - 17,/team/4/11320,/contests/676869/box_score,https://stats.ncaa.org/contests/676869/box_score
05/01/2013,Rochester Univ. (MI),W 15 - 4,NA,/contests/677282/box_score,https://stats.ncaa.org/contests/677282/box_score
05/03/2013,@ Kalamazoo,L 1 - 4,/team/326/11320,/contests/677608/box_score,https://stats.ncaa.org/contests/677608/box_score
05/03/2013,@ Kalamazoo,W 10 - 4,/team/326/11320,/contests/677650/box_score,https://stats.ncaa.org/contests/677650/box_score
05/04/2013,Kalamazoo,W 5 - 4,/team/326/11320,/contests/677902/box_score,https://stats.ncaa.org/contests/677902/box_score
05/04/2013,Kalamazoo,W 11 - 7,/team/326/11320,/contests/678022/box_score,https://stats.ncaa.org/contests/678022/box_score
