year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url
2023,16340,02/17/2023,Southern California,657,8,Pac-12,905,/team/657/16340,1,Marist,386,6,MAAC,871,/team/386/16340,1,,,/contests/2390293/box_score,https://stats.ncaa.org/contests/2390293/box_score
2023,16340,02/18/2023,Southern California,657,17,Pac-12,905,/team/657/16340,1,Marist,386,4,MAAC,871,/team/386/16340,1,,,/contests/2390530/box_score,https://stats.ncaa.org/contests/2390530/box_score
2023,16340,02/19/2023,Southern California,657,12,Pac-12,905,/team/657/16340,1,Marist,386,2,MAAC,871,/team/386/16340,1,,,/contests/2390851/box_score,https://stats.ncaa.org/contests/2390851/box_score
2023,16340,02/21/2023,Southern California,657,7,Pac-12,905,/team/657/16340,1,UC Irvine,109,8,Big West,904,/team/109/16340,1,,,/contests/2391105/box_score,https://stats.ncaa.org/contests/2391105/box_score
2023,16340,02/24/2023,Auburn,37,5,SEC,911,/team/37/16340,1,Southern California,657,3,Pac-12,905,/team/657/16340,1,,,/contests/2391316/box_score,https://stats.ncaa.org/contests/2391316/box_score
2023,16340,02/25/2023,Auburn,37,12,SEC,911,/team/37/16340,1,Southern California,657,6,Pac-12,905,/team/657/16340,1,,,/contests/2391604/box_score,https://stats.ncaa.org/contests/2391604/box_score
2023,16340,02/26/2023,Auburn,37,12,SEC,911,/team/37/16340,1,Southern California,657,12,Pac-12,905,/team/657/16340,1,,,/contests/2392040/box_score,https://stats.ncaa.org/contests/2392040/box_score
2023,16340,03/01/2023,Southern California,657,5,Pac-12,905,/team/657/16340,1,UC Riverside,111,6,Big West,904,/team/111/16340,1,,,/contests/2392579/box_score,https://stats.ncaa.org/contests/2392579/box_score
2023,16340,03/03/2023,Southern California,657,8,Pac-12,905,/team/657/16340,1,Sacramento St.,102,7,WAC,923,/team/102/16340,1,,,/contests/2392657/box_score,https://stats.ncaa.org/contests/2392657/box_score
2023,16340,03/04/2023,Southern California,657,13,Pac-12,905,/team/657/16340,1,Tulane,718,8,AAC,823,/team/718/16340,1,,,/contests/2393306/box_score,https://stats.ncaa.org/contests/2393306/box_score
2023,16340,03/05/2023,UCLA,110,,Pac-12,905,/team/110/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,03/08/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Nevada,466,,Mountain West,5486,/team/466/16340,1,,,,
2023,16340,03/10/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Stanford,674,,Pac-12,905,/team/674/16340,1,,,,
2023,16340,03/11/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Stanford,674,,Pac-12,905,/team/674/16340,1,,,,
2023,16340,03/12/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Stanford,674,,Pac-12,905,/team/674/16340,1,,,,
2023,16340,03/15/2023,Cal Poly,90,,Big West,904,/team/90/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,03/17/2023,California,107,,Pac-12,905,/team/107/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,03/18/2023,California,107,,Pac-12,905,/team/107/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,03/19/2023,California,107,,Pac-12,905,/team/107/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,03/22/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Seattle U,1356,,WAC,923,/team/1356/16340,1,,,,
2023,16340,03/24/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Washington St.,754,,Pac-12,905,/team/754/16340,1,,,,
2023,16340,03/25/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Washington St.,754,,Pac-12,905,/team/754/16340,1,,,,
2023,16340,03/26/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Washington St.,754,,Pac-12,905,/team/754/16340,1,,,,
2023,16340,03/28/2023,UC Irvine,109,,Big West,904,/team/109/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,03/31/2023,Utah,732,,Pac-12,905,/team/732/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,04/01/2023,Utah,732,,Pac-12,905,/team/732/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,04/02/2023,Utah,732,,Pac-12,905,/team/732/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,04/04/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,LMU (CA),370,,WCC,922,/team/370/16340,1,,,,
2023,16340,04/06/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,San Diego St.,626,,Mountain West,5486,/team/626/16340,1,,,,
2023,16340,04/07/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,San Diego St.,626,,Mountain West,5486,/team/626/16340,1,,,,
2023,16340,04/08/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,San Diego St.,626,,Mountain West,5486,/team/626/16340,1,,,,
2023,16340,04/11/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,Cal St. Fullerton,97,,Big West,904,/team/97/16340,1,,,,
2023,16340,04/14/2023,Oregon St.,528,,Pac-12,905,/team/528/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,04/15/2023,Oregon St.,528,,Pac-12,905,/team/528/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,04/16/2023,Oregon St.,528,,Pac-12,905,/team/528/16340,1,Southern California,657,,Pac-12,905,/team/657/16340,1,,,,
2023,16340,04/18/2023,Southern California,657,,Pac-12,905,/team/657/16340,1,CSUN,101,,Big West,904,/team/101/16340,1,,,,
