Date,Opponent,Result,opponent_slug,slug,game_info_url
02/01/2013,St. Gregory's,L 1 - 10,NA,/contests/657151/box_score,https://stats.ncaa.org/contests/657151/box_score
02/01/2013,St. Gregory's,W 15 - 7,NA,/contests/657155/box_score,https://stats.ncaa.org/contests/657155/box_score
02/02/2013,@ St. Gregory's,L 1 - 5,NA,/contests/657259/box_score,https://stats.ncaa.org/contests/657259/box_score
02/02/2013,@ St. Gregory's,W 5 - 4,NA,/contests/657281/box_score,https://stats.ncaa.org/contests/657281/box_score
02/05/2013,Okla. Bapt.,L 3 - 16,NA,/contests/657362/box_score,https://stats.ncaa.org/contests/657362/box_score
02/08/2013,@ Abilene Christian,L 2 - 14,/team/2/11320,/contests/657429/box_score,https://stats.ncaa.org/contests/657429/box_score
02/09/2013,@ Abilene Christian,W 3 - 0,/team/2/11320,/contests/657486/box_score,https://stats.ncaa.org/contests/657486/box_score
02/09/2013,@ Abilene Christian,L 1 - 2,/team/2/11320,/contests/657637/box_score,https://stats.ncaa.org/contests/657637/box_score
02/10/2013,@ Abilene Christian,W 10 - 5,/team/2/11320,/contests/657721/box_score,https://stats.ncaa.org/contests/657721/box_score
02/16/2013,Ouachita Baptist,L 1 - 6,/team/1289/11320,/contests/658317/box_score,https://stats.ncaa.org/contests/658317/box_score
02/17/2013,Ouachita Baptist,L 16 - 19,/team/1289/11320,/contests/658589/box_score,https://stats.ncaa.org/contests/658589/box_score
02/17/2013,Ouachita Baptist,W 7 - 5,/team/1289/11320,/contests/658601/box_score,https://stats.ncaa.org/contests/658601/box_score
02/22/2013,@ Henderson St.,L 1 - 11,/team/1123/11320,/contests/659011/box_score,https://stats.ncaa.org/contests/659011/box_score
02/23/2013,@ Henderson St.,L 1 - 5,/team/1123/11320,/contests/659311/box_score,https://stats.ncaa.org/contests/659311/box_score
02/23/2013,@ Henderson St.,L 5 - 6,/team/1123/11320,/contests/659374/box_score,https://stats.ncaa.org/contests/659374/box_score
03/01/2013,Arkansas Tech,L 2 - 9,/team/947/11320,/contests/660271/box_score,https://stats.ncaa.org/contests/660271/box_score
03/02/2013,Arkansas Tech,L 4 - 8 (11),/team/947/11320,/contests/660638/box_score,https://stats.ncaa.org/contests/660638/box_score
03/02/2013,Arkansas Tech,L 3 - 5,/team/947/11320,/contests/660725/box_score,https://stats.ncaa.org/contests/660725/box_score
03/05/2013,@ Bacone,L 1 - 8,NA,/contests/661487/box_score,https://stats.ncaa.org/contests/661487/box_score
03/08/2013,@ Harding,L 6 - 7,/team/1116/11320,/contests/661978/box_score,https://stats.ncaa.org/contests/661978/box_score
03/09/2013,@ Harding,L 3 - 4,/team/1116/11320,/contests/662396/box_score,https://stats.ncaa.org/contests/662396/box_score
03/09/2013,@ Harding,L 3 - 11,/team/1116/11320,/contests/662549/box_score,https://stats.ncaa.org/contests/662549/box_score
03/12/2013,@ Okla. Bapt.,L 7 - 22,NA,/contests/663281/box_score,https://stats.ncaa.org/contests/663281/box_score
03/16/2013,@ Okla. Christian,W 3 - 2,/team/30179/11320,/game/index/2202833?org_id=8965,https://stats.ncaa.org/game/index/2202833?org_id=8965
03/16/2013,@ Okla. Christian,L 0 - 5,/team/30179/11320,/contests/664330/box_score,https://stats.ncaa.org/contests/664330/box_score
03/19/2013,Okla. Christian,W 7 - 3,/team/30179/11320,/contests/665204/box_score,https://stats.ncaa.org/contests/665204/box_score
03/22/2013,@ Southern Nazarene,L 2 - 4,/team/30152/11320,/contests/665762/box_score,https://stats.ncaa.org/contests/665762/box_score
03/22/2013,@ Southern Nazarene,L 1 - 5,/team/30152/11320,/contests/665810/box_score,https://stats.ncaa.org/contests/665810/box_score
03/23/2013,@ Southern Nazarene,L 1 - 10,/team/30152/11320,/contests/665988/box_score,https://stats.ncaa.org/contests/665988/box_score
03/29/2013,Ark.-Monticello,L 2 - 12,/team/8411/11320,/contests/667793/box_score,https://stats.ncaa.org/contests/667793/box_score
03/30/2013,Ark.-Monticello,L 2 - 5,/team/8411/11320,/contests/668471/box_score,https://stats.ncaa.org/contests/668471/box_score
03/30/2013,Ark.-Monticello,W 10 - 9,/team/8411/11320,/contests/668280/box_score,https://stats.ncaa.org/contests/668280/box_score
