Date,Opponent,Result,opponent_slug,slug,game_info_url
02/07/2013,Virginia-Lynchburg,W 8 - 1,NA,/contests/657404/box_score,https://stats.ncaa.org/contests/657404/box_score
02/09/2013,@ Claflin,L 3 - 4,/team/30058/11320,/contests/657503/box_score,https://stats.ncaa.org/contests/657503/box_score
02/09/2013,@ Claflin,W 5 - 4,/team/30058/11320,/game/index/1717312?org_id=636,https://stats.ncaa.org/game/index/1717312?org_id=636
02/14/2013,@ Mount Olive,L 2 - 19,/team/1245/11320,/contests/657823/box_score,https://stats.ncaa.org/contests/657823/box_score
02/21/2013,@ Paine,L 3 - 23,/team/535/11320,/contests/658885/box_score,https://stats.ncaa.org/contests/658885/box_score
02/21/2013,@ Paine,L 0 - 3,/team/535/11320,/contests/658888/box_score,https://stats.ncaa.org/contests/658888/box_score
02/24/2013,@ Benedict,L 8 - 11,/team/55/11320,/game/index/1860820?org_id=55,https://stats.ncaa.org/game/index/1860820?org_id=55
02/24/2013,@ Benedict,L 0 - 7,/team/55/11320,/game/index/1860821?org_id=55,https://stats.ncaa.org/game/index/1860821?org_id=55
03/02/2013,Saint Augustine's,L 0 - 14,/team/594/11320,/contests/660631/box_score,https://stats.ncaa.org/contests/660631/box_score
03/02/2013,Saint Augustine's,L 1 - 10,/team/594/11320,/contests/660718/box_score,https://stats.ncaa.org/contests/660718/box_score
03/03/2013,Saint Augustine's,L 0 - 18,/team/594/11320,/contests/660968/box_score,https://stats.ncaa.org/contests/660968/box_score
03/06/2013,Voorhees,W 6 - 4,NA,/contests/661667/box_score,https://stats.ncaa.org/contests/661667/box_score
03/06/2013,Voorhees,W 7 - 6 (10),NA,/contests/661675/box_score,https://stats.ncaa.org/contests/661675/box_score
03/09/2013,@ Winston-Salem,L 2 - 9,/team/791/11320,/contests/662372/box_score,https://stats.ncaa.org/contests/662372/box_score
03/09/2013,@ Winston-Salem,L 0 - 15,/team/791/11320,/contests/662485/box_score,https://stats.ncaa.org/contests/662485/box_score
03/10/2013,@ Winston-Salem,L 0 - 17,/team/791/11320,/contests/662785/box_score,https://stats.ncaa.org/contests/662785/box_score
03/16/2013,Virginia St.,L 2 - 9,/team/743/11320,/contests/664389/box_score,https://stats.ncaa.org/contests/664389/box_score
03/16/2013,Virginia St.,L 1 - 10,/team/743/11320,/contests/664526/box_score,https://stats.ncaa.org/contests/664526/box_score
03/17/2013,Virginia St.,L 6 - 21,/team/743/11320,/contests/664827/box_score,https://stats.ncaa.org/contests/664827/box_score
03/19/2013,Kutztown,L 4 - 11,/team/339/11320,/contests/665232/box_score,https://stats.ncaa.org/contests/665232/box_score
03/19/2013,Kutztown,L 0 - 13,/team/339/11320,/contests/665250/box_score,https://stats.ncaa.org/contests/665250/box_score
03/23/2013,@ Lincoln (PA),L 11 - 16,/team/357/11320,/contests/666122/box_score,https://stats.ncaa.org/contests/666122/box_score
03/23/2013,@ Lincoln (PA),L 3 - 9,/team/357/11320,/contests/666332/box_score,https://stats.ncaa.org/contests/666332/box_score
03/24/2013,@ Lincoln (PA),W 18 - 4,/team/357/11320,/contests/666588/box_score,https://stats.ncaa.org/contests/666588/box_score
03/28/2013,Voorhees,W 4 - 3,NA,/contests/667380/box_score,https://stats.ncaa.org/contests/667380/box_score
03/28/2013,Voorhees,W 7 - 6,NA,/contests/667414/box_score,https://stats.ncaa.org/contests/667414/box_score
03/29/2013,Morris,L 2 - 3,NA,/contests/667774/box_score,https://stats.ncaa.org/contests/667774/box_score
03/29/2013,Morris,W 16 - 2,NA,/contests/667894/box_score,https://stats.ncaa.org/contests/667894/box_score
03/30/2013,Elizabeth City St.,L 5 - 6,/team/210/11320,/contests/668191/box_score,https://stats.ncaa.org/contests/668191/box_score
03/30/2013,Elizabeth City St.,L 1 - 3,/team/210/11320,/contests/668380/box_score,https://stats.ncaa.org/contests/668380/box_score
04/06/2013,@ Chowan,L 0 - 2,/team/8875/11320,/contests/669936/box_score,https://stats.ncaa.org/contests/669936/box_score
04/06/2013,@ Chowan,L 2 - 7,/team/8875/11320,/contests/670212/box_score,https://stats.ncaa.org/contests/670212/box_score
04/07/2013,@ Chowan,L 3 - 12,/team/8875/11320,/contests/670508/box_score,https://stats.ncaa.org/contests/670508/box_score
04/10/2013,Elizabeth City St.,L 3 - 8,/team/210/11320,/contests/671308/box_score,https://stats.ncaa.org/contests/671308/box_score
