date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_info_url
02/25/2022,"Corpus Christi, TX",NA,9,bot,3-5,A&M-Corpus Christi,Wichita St.,Tolle to cf.,https://stats.ncaa.org/contests/2169053/box_score
02/23/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Hodo III struck out looking (1-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Kennedy walked (3-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Melendez walked (3-2)3a Kennedy advanced to second.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Daly reached on a fielder's choice (1-2)3a Melendez out at second 2b to ss3a Kennedy advanced to third.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Ardoin flied out to rf (0-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,LOB: 2,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,1,bot,0-0,A&M-Corpus Christi,Texas,"Markotic, L. struck out swinging (1-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,1,bot,0-0,A&M-Corpus Christi,Texas,"Ryan, B. grounded out to 2b (2-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,1,bot,0-0,A&M-Corpus Christi,Texas,"Johnson, D. struck out looking (1-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,top,0-0,Texas,A&M-Corpus Christi,"Ramirez Jr. to p for Perez, L..",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,top,0-0,Texas,A&M-Corpus Christi,Todd lined out to 1b (3-1).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,top,0-0,Texas,A&M-Corpus Christi,Campbell struck out swinging (0-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,top,0-0,Texas,A&M-Corpus Christi,Faltine walked (3-0).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,top,0-0,Texas,A&M-Corpus Christi,Stehly singled up the middle (3-2)3a Faltine advanced to second.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,top,0-0,Texas,A&M-Corpus Christi,Hodo III struck out swinging (3-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,top,0-1,Texas,A&M-Corpus Christi,H: 1 LOB: 2,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,bot,0-0,A&M-Corpus Christi,Texas,"Caraway, J. reached on a throwing error by ss, advanced to second (1-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,bot,0-0,A&M-Corpus Christi,Texas,"Caraway, J. advanced to third on a wild pitch.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,bot,0-1,A&M-Corpus Christi,Texas,"Caraway, J. scored on a wild pitch, unearned.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,bot,0-1,A&M-Corpus Christi,Texas,"Petkoff, B. flied out to cf (3-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,bot,0-1,A&M-Corpus Christi,Texas,"Taylor, J. grounded out to 2b (2-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,bot,0-1,A&M-Corpus Christi,Texas,"Puls, M. flied out to rf (2-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,2,top,0-1,Texas,A&M-Corpus Christi,R: 1 E: 1,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,top,0-1,Texas,A&M-Corpus Christi,Kennedy singled to right field (2-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,top,0-1,Texas,A&M-Corpus Christi,Melendez struck out swinging (1-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,top,0-1,Texas,A&M-Corpus Christi,"Kennedy stole second, advanced to third on an error by c.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,top,0-1,Texas,A&M-Corpus Christi,Daly struck out swinging (1-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,top,1-1,Texas,A&M-Corpus Christi,"Ardoin doubled to right field, RBI (2-2)3a Kennedy scored.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,top,1-1,Texas,A&M-Corpus Christi,"Dickey, K. to p for Ramirez Jr..",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,top,2-1,Texas,A&M-Corpus Christi,"Todd doubled to center field, RBI (0-2)3a Ardoin scored.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,top,2-1,Texas,A&M-Corpus Christi,Campbell flied out to cf (3-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,bot,2-1,A&M-Corpus Christi,Texas,"Modgling, C. struck out looking (2-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,bot,2-1,A&M-Corpus Christi,Texas,"Linneweber,T flied out to rf (1-0).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,3,bot,2-1,A&M-Corpus Christi,Texas,"Markotic, L. grounded out to 2b (0-0).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,top,2-1,Texas,A&M-Corpus Christi,Faltine walked (3-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,top,2-1,Texas,A&M-Corpus Christi,"Stehly singled to catcher, bunt (2-1)3a Faltine advanced to second.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,top,2-1,Texas,A&M-Corpus Christi,Hodo III walked (3-2)3a Stehly advanced to second3a Faltine advanced to third.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,top,2-1,Texas,A&M-Corpus Christi,Kennedy flied out to ss (1-1).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,top,3-1,Texas,A&M-Corpus Christi,"Melendez reached on a fielder's choice, RBI (0-1)3a Hodo III out at second 3b to 2b3a Stehly advanced to third3a Faltine scored.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,top,3-1,Texas,A&M-Corpus Christi,Daly flied out to rf (0-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,bot,3-1,A&M-Corpus Christi,Texas,"Ryan, B. flied out to 3b (1-0).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,bot,3-1,A&M-Corpus Christi,Texas,"Johnson, D. flied out to cf.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,4,bot,3-1,A&M-Corpus Christi,Texas,"Caraway, J. grounded out to ss (1-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,3-1,Texas,A&M-Corpus Christi,"Parks, K. to p for Dickey, K..",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,3-1,Texas,A&M-Corpus Christi,Ardoin doubled to center field (1-1).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,3-1,Texas,A&M-Corpus Christi,Ardoin advanced to third on a wild pitch.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,3-1,Texas,A&M-Corpus Christi,Todd walked (3-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,3-1,Texas,A&M-Corpus Christi,Powell pinch hit for Campbell.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,3-1,Texas,A&M-Corpus Christi,"Todd out at second c to ss, caught stealing.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,3-1,Texas,A&M-Corpus Christi,Powell struck out swinging (1-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,4-1,Texas,A&M-Corpus Christi,"Faltine singled up the middle, RBI (3-2)3a Ardoin scored.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,top,4-1,Texas,A&M-Corpus Christi,Stehly struck out swinging (0-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,bot,4-1,A&M-Corpus Christi,Texas,"Petkoff, B. hit by pitch (1-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,bot,4-1,A&M-Corpus Christi,Texas,"Taylor, J. struck out swinging (1-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,bot,4-1,A&M-Corpus Christi,Texas,"Puls, M. reached on an error by ss (2-1)3a Petkoff, B. advanced to second.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,bot,4-1,A&M-Corpus Christi,Texas,"Modgling, C. reached on an error by 3b (0-0)3a Puls, M. advanced to second3a Petkoff, B. advanced to third.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,bot,4-2,A&M-Corpus Christi,Texas,"Linneweber,T grounded out to 2b, RBI (2-2)3a Modgling, C. advanced to second3a Puls, M. advanced to third3a Petkoff, B. scored, unearned.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,bot,4-4,A&M-Corpus Christi,Texas,"Markotic, L. doubled to right field, 2 RBI (3-1)3a Modgling, C. scored, unearned3a Puls, M. scored, unearned.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,5,bot,4-4,A&M-Corpus Christi,Texas,"Ryan, B. flied out to rf (0-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,top,4-4,Texas,A&M-Corpus Christi,"Garcia, Z. to p for Parks, K..",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,top,4-4,Texas,A&M-Corpus Christi,Hodo III doubled to left field (2-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,top,4-4,Texas,A&M-Corpus Christi,"Kennedy grounded out to p, SAC, bunt (0-1)3a Hodo III advanced to third.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,top,4-4,Texas,A&M-Corpus Christi,Melendez struck out looking (2-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,top,4-4,Texas,A&M-Corpus Christi,Daly grounded out to 2b (1-1).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,top,4-4,Texas,A&M-Corpus Christi,H: 1 LOB: 1,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,bot,4-4,A&M-Corpus Christi,Texas,Blair to p for Gordon.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,bot,4-4,A&M-Corpus Christi,Texas,"Johnson, D. walked (3-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,bot,4-4,A&M-Corpus Christi,Texas,"Johnson, D. stole second.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,bot,4-4,A&M-Corpus Christi,Texas,"Caraway, J. struck out swinging (3-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,bot,4-4,A&M-Corpus Christi,Texas,"Petkoff, B. grounded out to 2b (1-2)3a Johnson, D. advanced to third.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,bot,4-4,A&M-Corpus Christi,Texas,"Taylor, J. struck out swinging (0-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,6,top,4-4,Texas,A&M-Corpus Christi,LOB: 1,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,top,4-4,Texas,A&M-Corpus Christi,Ardoin singled to third base (0-1).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,top,4-4,Texas,A&M-Corpus Christi,Ardoin advanced to second on a passed ball.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,top,4-4,Texas,A&M-Corpus Christi,Todd flied out to rf (2-1)3a Ardoin advanced to third.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,top,4-4,Texas,A&M-Corpus Christi,Messinger pinch hit for Powell.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,top,5-4,Texas,A&M-Corpus Christi,"Messinger flied out to rf, SAC, RBI (0-2)3a Ardoin scored.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,top,5-4,Texas,A&M-Corpus Christi,Faltine struck out looking (0-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Texas,Harrison to p for Blair.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Texas,"Puls, M. flied out to cf (0-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Texas,"Mitchell, W. pinch hit for Modgling, C..",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Texas,"Mitchell, W. grounded out to 3b (0-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Texas,"Linneweber,T singled to shortstop (1-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Texas,"Markotic, L. flied out to rf (2-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,top,5-4,Texas,A&M-Corpus Christi,"Mueller, N. to rf for Mitchell, W..",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,top,5-4,Texas,A&M-Corpus Christi,Stehly grounded out to ss (1-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,top,5-4,Texas,A&M-Corpus Christi,Hodo III grounded out to ss (2-1).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,top,5-4,Texas,A&M-Corpus Christi,Kennedy singled up the middle (1-0).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,top,5-4,Texas,A&M-Corpus Christi,Melendez reached on a fielder's choice (1-0)3a Kennedy out at second 3b to 2b.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,top,5-4,Texas,A&M-Corpus Christi,H: 1 LOB: 1,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,bot,5-4,A&M-Corpus Christi,Texas,"Ryan, B. flied out to cf (0-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,bot,5-4,A&M-Corpus Christi,Texas,"Johnson, D. flied out to lf (2-1).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,bot,5-4,A&M-Corpus Christi,Texas,"Caraway, J. hit by pitch (0-0).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,bot,5-4,A&M-Corpus Christi,Texas,"Petkoff, B. struck out swinging (1-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,8,top,5-4,Texas,A&M-Corpus Christi,LOB: 1,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,top,5-4,Texas,A&M-Corpus Christi,Daly grounded out to 3b (0-1).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,top,5-4,Texas,A&M-Corpus Christi,Ardoin flied out to ss (3-2).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,top,5-4,Texas,A&M-Corpus Christi,Todd flied out to cf (0-0).,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,bot,5-4,A&M-Corpus Christi,Texas,Nixon to p for Harrison.,https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,bot,5-4,A&M-Corpus Christi,Texas,"Taylor, J. struck out swinging (3-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,bot,5-4,A&M-Corpus Christi,Texas,"Puls, M. struck out swinging, out at first c to 1b (0-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,bot,5-4,A&M-Corpus Christi,Texas,"Mueller, N. walked (3-0).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,bot,5-4,A&M-Corpus Christi,Texas,"Mueller, N. stole second.",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,bot,5-4,A&M-Corpus Christi,Texas,"Linneweber,T grounded out to ss (2-2).",https://stats.ncaa.org/contests/2168784/box_score
02/23/2022,"Corpus Christi, TX",NA,9,bot,5-4,A&M-Corpus Christi,Texas,LOB: 1,https://stats.ncaa.org/contests/2168784/box_score
02/22/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Hodo III doubled to left field (2-1).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Kennedy singled to left field (1-0)3a Hodo III advanced to third.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Kennedy stole second.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,top,0-0,Texas,A&M-Corpus Christi,Melendez struck out swinging (3-2).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,top,1-0,Texas,A&M-Corpus Christi,"Daly singled to third base, RBI (2-2)3a Hodo III scored.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,top,1-0,Texas,A&M-Corpus Christi,Ardoin hit by pitch (2-2)3a Daly advanced to second3a Kennedy advanced to third.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,top,2-0,Texas,A&M-Corpus Christi,"Todd flied out to cf, SAC, RBI (0-1)3a Kennedy scored.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,top,2-0,Texas,A&M-Corpus Christi,Messinger reached on a fielder's choice (0-0)3a Ardoin out at second 3b to 2b.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,bot,2-0,A&M-Corpus Christi,Texas,"Markotic, L. struck out swinging (1-2).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,bot,2-0,A&M-Corpus Christi,Texas,"Ryan, B. hit by pitch (2-1).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,bot,2-0,A&M-Corpus Christi,Texas,"Caraway, J. struck out looking (0-2).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,1,bot,2-0,A&M-Corpus Christi,Texas,"Petkoff, B. grounded out to 2b.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,2,top,2-0,Texas,A&M-Corpus Christi,Faltine struck out looking (2-2).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,2,top,2-0,Texas,A&M-Corpus Christi,Stehly struck out swinging (3-2).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,2,top,2-0,Texas,A&M-Corpus Christi,Hodo III flied out to cf (1-2).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,2,bot,2-0,A&M-Corpus Christi,Texas,"Taylor, J. walked (3-1).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,2,bot,2-0,A&M-Corpus Christi,Texas,"Puls, M. flied out to cf (1-0).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,2,bot,2-0,A&M-Corpus Christi,Texas,"Taylor, J. out at second c to 2b, caught stealing.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,2,bot,2-0,A&M-Corpus Christi,Texas,"Johnson, D. flied out to 2b (2-2).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,top,2-0,Texas,A&M-Corpus Christi,Kennedy reached on an error by p (0-1).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,top,2-0,Texas,A&M-Corpus Christi,Melendez walked (3-2)3a Kennedy advanced to second.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,top,2-0,Texas,A&M-Corpus Christi,Daly reached on a fielder's choice (0-2)3a Melendez out at second ss to 2b3a Kennedy advanced to third.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,top,2-0,Texas,A&M-Corpus Christi,Ardoin struck out swinging (0-2).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,top,2-0,Texas,A&M-Corpus Christi,Todd walked (3-2)3a Daly advanced to second.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,top,2-0,Texas,A&M-Corpus Christi,Messinger struck out swinging (1-2).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,top,2-0,Texas,A&M-Corpus Christi,E: 1 LOB: 3,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,bot,2-0,A&M-Corpus Christi,Texas,"Mitchell, W. grounded out to ss (0-2).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,bot,2-0,A&M-Corpus Christi,Texas,"Linneweber,T singled to right field (0-2).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,bot,2-0,A&M-Corpus Christi,Texas,"Markotic, L. reached on a fielder's choice (1-0)3a Linneweber,T out at second ss to 2b.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,bot,2-0,A&M-Corpus Christi,Texas,"Ryan, B. hit by pitch (0-0)3a Markotic, L. advanced to second.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,bot,2-0,A&M-Corpus Christi,Texas,"Caraway, J. struck out swinging, out at first c to 1b (1-2).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,3,top,2-0,Texas,A&M-Corpus Christi,H: 1 LOB: 2,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,2-0,Texas,A&M-Corpus Christi,Faltine grounded out to ss (1-1).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,2-0,Texas,A&M-Corpus Christi,Stehly flied out to 2b (1-0).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,2-0,Texas,A&M-Corpus Christi,Hodo III singled to right field (1-2).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,2-0,Texas,A&M-Corpus Christi,Kennedy singled to left field (2-2)3a Hodo III advanced to second.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,2-0,Texas,A&M-Corpus Christi,Hodo III advanced to third on a wild pitch.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,2-0,Texas,A&M-Corpus Christi,Melendez hit by pitch (3-0)3a Kennedy advanced to second.,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,2-0,Texas,A&M-Corpus Christi,"Purcell, C. to p for Thomas, H..",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,3-0,Texas,A&M-Corpus Christi,"Daly walked, RBI (3-2)3a Melendez advanced to second3a Kennedy advanced to third3a Hodo III scored.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,4-0,Texas,A&M-Corpus Christi,"Ardoin walked, RBI (3-2)3a Daly advanced to second3a Melendez advanced to third3a Kennedy scored.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,5-0,Texas,A&M-Corpus Christi,"Todd walked, RBI (3-2)3a Ardoin advanced to second3a Daly advanced to third3a Melendez scored.",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,top,5-0,Texas,A&M-Corpus Christi,Messinger flied out to lf (0-2).,https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,bot,5-0,A&M-Corpus Christi,Texas,"Petkoff, B. walked (3-1).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,bot,5-0,A&M-Corpus Christi,Texas,"Taylor, J. flied out to lf (1-0).",https://stats.ncaa.org/contests/2168745/box_score
02/22/2022,"Corpus Christi, TX",NA,4,bot,5-0,A&M-Corpus Christi,Texas,"Puls, M. flied out to cf (1-0).",https://stats.ncaa.org/contests/2168745/box_score
