  {'dataset': 'pbp', 'season': 1988, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1989, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1990, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1991, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1992, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1993, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1994, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1995, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1996, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1997, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1998, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 1999, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2000, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2001, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2002, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2003, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2004, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2005, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2006, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2007, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2008, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2009, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2010, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2011, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2012, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2013, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2014, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2015, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2016, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2017, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2018, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2019, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2020, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2021, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2022, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2023, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2024, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2025, 'uploaded': 3}
  {'dataset': 'pbp', 'season': 2026, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1988, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1989, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1990, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1991, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1992, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1993, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1994, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1995, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1996, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1997, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1998, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 1999, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 2000, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 2001, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 2002, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 2003, 'uploaded': 3}
  {'dataset': 'pitches', 'season': 2004, 'uploaded': 3}
