year,season_id,date,home_team,home_team_id,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,result,score,innings,slug,game_info_url,Date,Opponent,Result,opponent_slug
2020,15204,02/14/2020,UT Arlington,702,Sun Belt,818,/team/702/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,L,0-7,NA,/contests/1830347/box_score,https://stats.ncaa.org/contests/1830347/box_score,NA,NA,NA,NA
2020,15204,02/15/2020,UT Arlington,702,Sun Belt,818,/team/702/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,L,1-4,NA,/contests/1830566/box_score,https://stats.ncaa.org/contests/1830566/box_score,NA,NA,NA,NA
2020,15204,02/16/2020,UT Arlington,702,Sun Belt,818,/team/702/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,L,1-3,NA,/contests/1830822/box_score,https://stats.ncaa.org/contests/1830822/box_score,NA,NA,NA,NA
2020,15204,02/21/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,Utah,732,Pac-12,905,/team/732/15204,1,NA,L,1-2,11,/contests/1831352/box_score,https://stats.ncaa.org/contests/1831352/box_score,NA,NA,NA,NA
2020,15204,02/22/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,Kansas St.,327,Big 12,25354,/team/327/15204,1,NA,W,5-2,NA,/contests/1831748/box_score,https://stats.ncaa.org/contests/1831748/box_score,NA,NA,NA,NA
2020,15204,02/23/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,Missouri,434,SEC,911,/team/434/15204,1,NA,L,4-8,NA,/contests/1832054/box_score,https://stats.ncaa.org/contests/1832054/box_score,NA,NA,NA,NA
2020,15204,02/24/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,Missouri,434,SEC,911,/team/434/15204,1,NA,W,5-2,NA,/contests/1969106/box_score,https://stats.ncaa.org/contests/1969106/box_score,NA,NA,NA,NA
2020,15204,02/25/2020,Prairie View,553,SWAC,916,/team/553/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,W,8-4,NA,/contests/1832108/box_score,https://stats.ncaa.org/contests/1832108/box_score,NA,NA,NA,NA
2020,15204,02/28/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,Manhattan,381,MAAC,871,/team/381/15204,1,NA,W,1-0,NA,/contests/1832535/box_score,https://stats.ncaa.org/contests/1832535/box_score,NA,NA,NA,NA
2020,15204,02/29/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,Manhattan,381,MAAC,871,/team/381/15204,1,NA,L,8-9,10,/contests/1832924/box_score,https://stats.ncaa.org/contests/1832924/box_score,NA,NA,NA,NA
2020,15204,03/01/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,Manhattan,381,MAAC,871,/team/381/15204,1,NA,W,7-6,10,/contests/1833193/box_score,https://stats.ncaa.org/contests/1833193/box_score,NA,NA,NA,NA
2020,15204,03/02/2020,UTSA,706,C-USA,24312,/team/706/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,W,7-6,NA,/contests/1833327/box_score,https://stats.ncaa.org/contests/1833327/box_score,NA,NA,NA,NA
2020,15204,03/03/2020,Texas A&M,697,SEC,911,/team/697/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,L,4-5,NA,/contests/1833503/box_score,https://stats.ncaa.org/contests/1833503/box_score,NA,NA,NA,NA
2020,15204,03/06/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,UIW,2743,Southland,914,/team/2743/15204,1,NA,W,3-2,NA,/contests/1833967/box_score,https://stats.ncaa.org/contests/1833967/box_score,NA,NA,NA,NA
2020,15204,03/07/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,UIW,2743,Southland,914,/team/2743/15204,1,NA,L,0-5,NA,/contests/1834366/box_score,https://stats.ncaa.org/contests/1834366/box_score,NA,NA,NA,NA
2020,15204,03/08/2020,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,UIW,2743,Southland,914,/team/2743/15204,1,NA,W,7-0,NA,/contests/1834651/box_score,https://stats.ncaa.org/contests/1834651/box_score,NA,NA,NA,NA
2020,15204,03/10/2020,Houston Christian,287,Southland,914,/team/287/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,L,6-11,NA,/contests/1834940/box_score,https://stats.ncaa.org/contests/1834940/box_score,NA,NA,NA,NA
2020,15204,03/11/2020,UTRGV,536,WAC,923,/team/536/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,L,1-4,NA,/contests/1835237/box_score,https://stats.ncaa.org/contests/1835237/box_score,NA,NA,NA,NA
2020,15204,03/13/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,03/14/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,02/14/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,Utah Valley,30024,WAC,923,/team/30024/15204,1,NA,W,3-2,NA,/contests/1830342/box_score,https://stats.ncaa.org/contests/1830342/box_score,NA,NA,NA,NA
2020,15204,02/15/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,Utah Valley,30024,WAC,923,/team/30024/15204,1,NA,W,10-1,NA,/contests/1830550/box_score,https://stats.ncaa.org/contests/1830550/box_score,NA,NA,NA,NA
2020,15204,02/15/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,Utah Valley,30024,WAC,923,/team/30024/15204,1,NA,W,10-3,NA,/contests/1848761/box_score,https://stats.ncaa.org/contests/1848761/box_score,NA,NA,NA,NA
2020,15204,02/16/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,Utah Valley,30024,WAC,923,/team/30024/15204,1,NA,W,4-3,11,/contests/1830897/box_score,https://stats.ncaa.org/contests/1830897/box_score,NA,NA,NA,NA
2020,15204,02/18/2020,TCU,698,Big 12,25354,/team/698/15204,1,Abilene Christian,2,Southland,914,/team/2/15204,1,NA,L,4-14,NA,/contests/1831035/box_score,https://stats.ncaa.org/contests/1831035/box_score,NA,NA,NA,NA
2020,15204,02/21/2020,UC Santa Barbara,104,Big West,904,/team/104/15204,1,Abilene Christian,2,Southland,914,/team/2/15204,1,NA,L,0-7,NA,/contests/1831129/box_score,https://stats.ncaa.org/contests/1831129/box_score,NA,NA,NA,NA
2020,15204,02/22/2020,UC Santa Barbara,104,Big West,904,/team/104/15204,1,Abilene Christian,2,Southland,914,/team/2/15204,1,NA,L,1-6,NA,/contests/1831410/box_score,https://stats.ncaa.org/contests/1831410/box_score,NA,NA,NA,NA
2020,15204,02/23/2020,UC Santa Barbara,104,Big West,904,/team/104/15204,1,Abilene Christian,2,Southland,914,/team/2/15204,1,NA,W,5-4,NA,/contests/1831786/box_score,https://stats.ncaa.org/contests/1831786/box_score,NA,NA,NA,NA
2020,15204,02/27/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,Youngstown St.,817,Horizon,881,/team/817/15204,1,NA,W,5-2,NA,/contests/1832281/box_score,https://stats.ncaa.org/contests/1832281/box_score,NA,NA,NA,NA
2020,15204,02/28/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,Youngstown St.,817,Horizon,881,/team/817/15204,1,NA,L,2-4,NA,/contests/1832555/box_score,https://stats.ncaa.org/contests/1832555/box_score,NA,NA,NA,NA
2020,15204,02/29/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,Youngstown St.,817,Horizon,881,/team/817/15204,1,NA,L,0-9,NA,/contests/1832885/box_score,https://stats.ncaa.org/contests/1832885/box_score,NA,NA,NA,NA
2020,15204,03/06/2020,Northwestern St.,508,Southland,914,/team/508/15204,1,Abilene Christian,2,Southland,914,/team/2/15204,1,NA,L,1-7,NA,/contests/1833958/box_score,https://stats.ncaa.org/contests/1833958/box_score,NA,NA,NA,NA
2020,15204,03/07/2020,Northwestern St.,508,Southland,914,/team/508/15204,1,Abilene Christian,2,Southland,914,/team/2/15204,1,NA,W,8-2,NA,/contests/1834286/box_score,https://stats.ncaa.org/contests/1834286/box_score,NA,NA,NA,NA
2020,15204,03/08/2020,Northwestern St.,508,Southland,914,/team/508/15204,1,Abilene Christian,2,Southland,914,/team/2/15204,1,NA,L,3-8,NA,/contests/1834604/box_score,https://stats.ncaa.org/contests/1834604/box_score,NA,NA,NA,NA
2020,15204,03/11/2020,Texas,703,Big 12,25354,/team/703/15204,1,Abilene Christian,2,Southland,914,/team/2/15204,1,NA,L,1-9,NA,/contests/1835060/box_score,https://stats.ncaa.org/contests/1835060/box_score,NA,NA,NA,NA
2020,15204,03/13/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,03/14/2020,Abilene Christian,2,Southland,914,/team/2/15204,1,A&M-Corpus Christi,26172,Southland,914,/team/26172/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,02/14/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,Manhattan ,381,MAAC,871,/team/381/15204,1,"Deland, FL",W,4-3,NA,/contests/1830181/box_score,https://stats.ncaa.org/contests/1830181/box_score,NA,NA,NA,NA
2020,15204,02/15/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,Manhattan ,381,MAAC,871,/team/381/15204,1,"Deland, FL",L,1-6,NA,/contests/1830538/box_score,https://stats.ncaa.org/contests/1830538/box_score,NA,NA,NA,NA
2020,15204,02/15/2020,Stetson,678,ASUN,920,/team/678/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,L,1-4,NA,/contests/1830671/box_score,https://stats.ncaa.org/contests/1830671/box_score,NA,NA,NA,NA
2020,15204,02/16/2020,Stetson,678,ASUN,920,/team/678/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,L,1-8,NA,/contests/1830837/box_score,https://stats.ncaa.org/contests/1830837/box_score,NA,NA,NA,NA
2020,15204,02/22/2020,Navy,726,Patriot,838,/team/726/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,L,4-5,NA,/contests/1831692/box_score,https://stats.ncaa.org/contests/1831692/box_score,NA,NA,NA,NA
2020,15204,02/22/2020,Navy,726,Patriot,838,/team/726/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,L,1-3,NA,/contests/1967988/box_score,https://stats.ncaa.org/contests/1967988/box_score,NA,NA,NA,NA
2020,15204,02/23/2020,Navy,726,Patriot,838,/team/726/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,L,3-4,10,/contests/1832028/box_score,https://stats.ncaa.org/contests/1832028/box_score,NA,NA,NA,NA
2020,15204,02/24/2020,Duke,193,ACC,821,/team/193/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,L,0-16,NA,/contests/1832072/box_score,https://stats.ncaa.org/contests/1832072/box_score,NA,NA,NA,NA
2020,15204,02/28/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,Army West Point ,725,Patriot,838,/team/725/15204,1,"Fayetteville, NC",L,1-9,NA,/contests/1832325/box_score,https://stats.ncaa.org/contests/1832325/box_score,NA,NA,NA,NA
2020,15204,02/29/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,Campbell ,115,Big South,826,/team/115/15204,1,"Fayetteville, NC",L,1-4,NA,/contests/1832802/box_score,https://stats.ncaa.org/contests/1832802/box_score,NA,NA,NA,NA
2020,15204,02/29/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,Army West Point ,725,Patriot,838,/team/725/15204,1,"Fayetteville, NC",W,7-3,NA,/contests/1832931/box_score,https://stats.ncaa.org/contests/1832931/box_score,NA,NA,NA,NA
2020,15204,03/01/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,Campbell ,115,Big South,826,/team/115/15204,1,"Fayetteville, NC",W,8-5,NA,/contests/1833266/box_score,https://stats.ncaa.org/contests/1833266/box_score,NA,NA,NA,NA
2020,15204,03/03/2020,Wichita St.,782,AAC,823,/team/782/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,L,4-15,NA,/contests/1833395/box_score,https://stats.ncaa.org/contests/1833395/box_score,NA,NA,NA,NA
2020,15204,03/04/2020,Wichita St.,782,AAC,823,/team/782/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,L,0-2,NA,/contests/1833557/box_score,https://stats.ncaa.org/contests/1833557/box_score,NA,NA,NA,NA
2020,15204,03/06/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,South Dakota St.,649,Summit League,819,/team/649/15204,1,NA,W,15-8,NA,/contests/1833842/box_score,https://stats.ncaa.org/contests/1833842/box_score,NA,NA,NA,NA
2020,15204,03/07/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,South Dakota St.,649,Summit League,819,/team/649/15204,1,NA,L,7-9,NA,/contests/1834321/box_score,https://stats.ncaa.org/contests/1834321/box_score,NA,NA,NA,NA
2020,15204,03/08/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,South Dakota St.,649,Summit League,819,/team/649/15204,1,NA,W,6-5,NA,/contests/1834679/box_score,https://stats.ncaa.org/contests/1834679/box_score,NA,NA,NA,NA
2020,15204,03/10/2020,Utah Valley,30024,WAC,923,/team/30024/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,W,9-0,NA,/contests/1835009/box_score,https://stats.ncaa.org/contests/1835009/box_score,NA,NA,NA,NA
2020,15204,03/11/2020,Utah Valley,30024,WAC,923,/team/30024/15204,1,Air Force,721,Mountain West,5486,/team/721/15204,1,NA,W,17-12,NA,/contests/1835115/box_score,https://stats.ncaa.org/contests/1835115/box_score,NA,NA,NA,NA
2020,15204,03/14/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,Minnesota,428,Big Ten,827,/team/428/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,03/15/2020,Air Force,721,Mountain West,5486,/team/721/15204,1,Minnesota,428,Big Ten,827,/team/428/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,02/16/2020,Akron,5,MAC,875,/team/5/15204,1,Oakland,514,Horizon,881,/team/514/15204,1,NA,L,3-4,14,/contests/1830544/box_score,https://stats.ncaa.org/contests/1830544/box_score,NA,NA,NA,NA
2020,15204,02/16/2020,Akron,5,MAC,875,/team/5/15204,1,Oakland,514,Horizon,881,/team/514/15204,1,NA,L,0-1,NA,/contests/1848571/box_score,https://stats.ncaa.org/contests/1848571/box_score,NA,NA,NA,NA
2020,15204,02/21/2020,Pepperdine,541,WCC,922,/team/541/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,1-12,NA,/contests/1831202/box_score,https://stats.ncaa.org/contests/1831202/box_score,NA,NA,NA,NA
2020,15204,02/22/2020,Pepperdine,541,WCC,922,/team/541/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,0-4,NA,/contests/1831583/box_score,https://stats.ncaa.org/contests/1831583/box_score,NA,NA,NA,NA
2020,15204,02/23/2020,Pepperdine,541,WCC,922,/team/541/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,1-7,NA,/contests/1831995/box_score,https://stats.ncaa.org/contests/1831995/box_score,NA,NA,NA,NA
2020,15204,02/28/2020,Lamar University,346,Southland,914,/team/346/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,3-8,NA,/contests/1832520/box_score,https://stats.ncaa.org/contests/1832520/box_score,NA,NA,NA,NA
2020,15204,02/29/2020,Lamar University,346,Southland,914,/team/346/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,3-10,NA,/contests/1832871/box_score,https://stats.ncaa.org/contests/1832871/box_score,NA,NA,NA,NA
2020,15204,03/01/2020,Lamar University,346,Southland,914,/team/346/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,1-5,NA,/contests/1833013/box_score,https://stats.ncaa.org/contests/1833013/box_score,NA,NA,NA,NA
2020,15204,03/07/2020,Marshall,388,C-USA,24312,/team/388/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,1-3,NA,/contests/1834259/box_score,https://stats.ncaa.org/contests/1834259/box_score,NA,NA,NA,NA
2020,15204,03/07/2020,Marshall,388,C-USA,24312,/team/388/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,1-2,NA,/contests/1847918/box_score,https://stats.ncaa.org/contests/1847918/box_score,NA,NA,NA,NA
2020,15204,03/08/2020,Marshall,388,C-USA,24312,/team/388/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,W,7-4,NA,/contests/1833948/box_score,https://stats.ncaa.org/contests/1833948/box_score,NA,NA,NA,NA
2020,15204,03/08/2020,Marshall,388,C-USA,24312,/team/388/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,L,3-18,NA,/contests/1834687/box_score,https://stats.ncaa.org/contests/1834687/box_score,NA,NA,NA,NA
2020,15204,03/11/2020,Akron,5,MAC,875,/team/5/15204,1,Urbana,30104,MEC,30183,/team/30104/15204,2,NA,L,0-1,NA,/contests/1835154/box_score,https://stats.ncaa.org/contests/1835154/box_score,NA,NA,NA,NA
2020,15204,03/14/2020,Lipscomb,28600,ASUN,920,/team/28600/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,03/15/2020,Lipscomb,28600,ASUN,920,/team/28600/15204,1,Akron,5,MAC,875,/team/5/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,02/14/2020,Alabama,8,SEC,911,/team/8/15204,1,Northeastern,500,CAA,837,/team/500/15204,1,NA,W,10-0,NA,/contests/1830216/box_score,https://stats.ncaa.org/contests/1830216/box_score,NA,NA,NA,NA
2020,15204,02/15/2020,Alabama,8,SEC,911,/team/8/15204,1,Northeastern,500,CAA,837,/team/500/15204,1,NA,W,8-0,NA,/contests/1830427/box_score,https://stats.ncaa.org/contests/1830427/box_score,NA,NA,NA,NA
2020,15204,02/16/2020,Alabama,8,SEC,911,/team/8/15204,1,Northeastern,500,CAA,837,/team/500/15204,1,NA,W,6-3,NA,/contests/1830814/box_score,https://stats.ncaa.org/contests/1830814/box_score,NA,NA,NA,NA
2020,15204,02/19/2020,Alabama,8,SEC,911,/team/8/15204,1,Alabama St.,7,SWAC,916,/team/7/15204,1,NA,W,10-3,NA,/contests/1831056/box_score,https://stats.ncaa.org/contests/1831056/box_score,NA,NA,NA,NA
2020,15204,02/21/2020,UNLV,465,Mountain West,5486,/team/465/15204,1,Alabama,8,SEC,911,/team/8/15204,1,NA,W,8-0,NA,/contests/1968265/box_score,https://stats.ncaa.org/contests/1968265/box_score,NA,NA,NA,NA
2020,15204,02/21/2020,UNLV,465,Mountain West,5486,/team/465/15204,1,Alabama,8,SEC,911,/team/8/15204,1,NA,W,5-4,NA,/contests/1968271/box_score,https://stats.ncaa.org/contests/1968271/box_score,NA,NA,NA,NA
2020,15204,02/23/2020,UNLV,465,Mountain West,5486,/team/465/15204,1,Alabama,8,SEC,911,/team/8/15204,1,NA,W,5-1,NA,/contests/1831826/box_score,https://stats.ncaa.org/contests/1831826/box_score,NA,NA,NA,NA
2020,15204,02/25/2020,Alabama,8,SEC,911,/team/8/15204,1,UT Martin,695,OVC,902,/team/695/15204,1,NA,W,10-5,NA,/contests/1832112/box_score,https://stats.ncaa.org/contests/1832112/box_score,NA,NA,NA,NA
2020,15204,02/26/2020,Alabama,8,SEC,911,/team/8/15204,1,Middle Tenn.,419,C-USA,24312,/team/419/15204,1,NA,W,12-6,NA,/contests/1832218/box_score,https://stats.ncaa.org/contests/1832218/box_score,NA,NA,NA,NA
2020,15204,02/28/2020,Alabama,8,SEC,911,/team/8/15204,1,Harvard,275,Ivy League,865,/team/275/15204,1,NA,W,15-3,NA,/contests/1832393/box_score,https://stats.ncaa.org/contests/1832393/box_score,NA,NA,NA,NA
2020,15204,02/29/2020,Alabama,8,SEC,911,/team/8/15204,1,Harvard,275,Ivy League,865,/team/275/15204,1,NA,W,10-5,NA,/contests/1832826/box_score,https://stats.ncaa.org/contests/1832826/box_score,NA,NA,NA,NA
2020,15204,03/01/2020,Alabama,8,SEC,911,/team/8/15204,1,Harvard,275,Ivy League,865,/team/275/15204,1,NA,W,6-3,NA,/contests/1833026/box_score,https://stats.ncaa.org/contests/1833026/box_score,NA,NA,NA,NA
2020,15204,03/03/2020,Alabama,8,SEC,911,/team/8/15204,1,South Alabama,646,Sun Belt,818,/team/646/15204,1,NA,W,12-2,NA,/contests/1833399/box_score,https://stats.ncaa.org/contests/1833399/box_score,NA,NA,NA,NA
2020,15204,03/06/2020,Alabama,8,SEC,911,/team/8/15204,1,Lipscomb,28600,ASUN,920,/team/28600/15204,1,NA,W,2-1,13,/contests/1833909/box_score,https://stats.ncaa.org/contests/1833909/box_score,NA,NA,NA,NA
2020,15204,03/07/2020,Alabama,8,SEC,911,/team/8/15204,1,Lipscomb,28600,ASUN,920,/team/28600/15204,1,NA,L,2-3,NA,/contests/1834281/box_score,https://stats.ncaa.org/contests/1834281/box_score,NA,NA,NA,NA
2020,15204,03/08/2020,Alabama,8,SEC,911,/team/8/15204,1,Lipscomb,28600,ASUN,920,/team/28600/15204,1,NA,W,14-2,NA,/contests/1834596/box_score,https://stats.ncaa.org/contests/1834596/box_score,NA,NA,NA,NA
2020,15204,03/10/2020,UAB,9,C-USA,24312,/team/9/15204,1,Alabama,8,SEC,911,/team/8/15204,1,NA,W,13-7,NA,/contests/1835046/box_score,https://stats.ncaa.org/contests/1835046/box_score,NA,NA,NA,NA
2020,15204,03/13/2020,Alabama,8,SEC,911,/team/8/15204,1,Missouri,434,SEC,911,/team/434/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,03/14/2020,Alabama,8,SEC,911,/team/8/15204,1,Missouri,434,SEC,911,/team/434/15204,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA
2020,15204,02/14/2020,Bethune-Cookman,61,MEAC,876,/team/61/15204,1,Alabama A&M,6,SWAC,916,/team/6/15204,1,NA,L,0-8,NA,/contests/1830333/box_score,https://stats.ncaa.org/contests/1830333/box_score,NA,NA,NA,NA
2020,15204,02/15/2020,Bethune-Cookman,61,MEAC,876,/team/61/15204,1,Alabama A&M,6,SWAC,916,/team/6/15204,1,NA,L,2-11,NA,/contests/1830659/box_score,https://stats.ncaa.org/contests/1830659/box_score,NA,NA,NA,NA
2020,15204,02/16/2020,Bethune-Cookman,61,MEAC,876,/team/61/15204,1,Alabama A&M,6,SWAC,916,/team/6/15204,1,NA,L,7-15,NA,/contests/1830688/box_score,https://stats.ncaa.org/contests/1830688/box_score,NA,NA,NA,NA
2020,15204,02/19/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,UT Martin,695,OVC,902,/team/695/15204,1,NA,L,3-8,NA,/contests/1831051/box_score,https://stats.ncaa.org/contests/1831051/box_score,NA,NA,NA,NA
2020,15204,02/21/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Western Mich.,774,MAC,875,/team/774/15204,1,NA,L,2-12,NA,/contests/1831201/box_score,https://stats.ncaa.org/contests/1831201/box_score,NA,NA,NA,NA
2020,15204,02/22/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Western Mich.,774,MAC,875,/team/774/15204,1,NA,L,0-12,NA,/contests/1831451/box_score,https://stats.ncaa.org/contests/1831451/box_score,NA,NA,NA,NA
2020,15204,02/22/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Western Mich.,774,MAC,875,/team/774/15204,1,NA,L,4-32,NA,/contests/1848957/box_score,https://stats.ncaa.org/contests/1848957/box_score,NA,NA,NA,NA
2020,15204,02/23/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Western Mich.,774,MAC,875,/team/774/15204,1,NA,L,9-21,NA,/contests/1831772/box_score,https://stats.ncaa.org/contests/1831772/box_score,NA,NA,NA,NA
2020,15204,02/25/2020,Auburn,37,SEC,911,/team/37/15204,1,Alabama A&M,6,SWAC,916,/team/6/15204,1,NA,L,0-10,NA,/contests/1832076/box_score,https://stats.ncaa.org/contests/1832076/box_score,NA,NA,NA,NA
2020,15204,02/26/2020,Auburn,37,SEC,911,/team/37/15204,1,Alabama A&M,6,SWAC,916,/team/6/15204,1,NA,L,6-12,NA,/contests/1832190/box_score,https://stats.ncaa.org/contests/1832190/box_score,NA,NA,NA,NA
2020,15204,02/28/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Mississippi Val.,432,SWAC,916,/team/432/15204,1,NA,W,5-4,NA,/contests/1832365/box_score,https://stats.ncaa.org/contests/1832365/box_score,NA,NA,NA,NA
2020,15204,02/29/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Mississippi Val.,432,SWAC,916,/team/432/15204,1,NA,W,8-3,NA,/contests/1832851/box_score,https://stats.ncaa.org/contests/1832851/box_score,NA,NA,NA,NA
2020,15204,03/01/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Mississippi Val.,432,SWAC,916,/team/432/15204,1,NA,W,5-4,11,/contests/1833192/box_score,https://stats.ncaa.org/contests/1833192/box_score,NA,NA,NA,NA
2020,15204,03/07/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Alcorn ,17,SWAC,916,/team/17/15204,1,"Jackson, MS",L,4-5,NA,/contests/1833914/box_score,https://stats.ncaa.org/contests/1833914/box_score,NA,NA,NA,NA
2020,15204,03/07/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Alcorn ,17,SWAC,916,/team/17/15204,1,"Jackson, MS",L,0-1,NA,/contests/1834339/box_score,https://stats.ncaa.org/contests/1834339/box_score,NA,NA,NA,NA
2020,15204,03/08/2020,Alabama A&M,6,SWAC,916,/team/6/15204,1,Alcorn ,17,SWAC,916,/team/17/15204,1,"Jackson, MS",L,10-11,NA,/contests/1834620/box_score,https://stats.ncaa.org/contests/1834620/box_score,NA,NA,NA,NA
2020,15204,03/10/2020,Samford,625,SoCon,912,/team/625/15204,1,Alabama A&M,6,SWAC,916,/team/6/15204,1,NA,L,1-5,NA,/contests/1835027/box_score,https://stats.ncaa.org/contests/1835027/box_score,NA,NA,NA,NA
2020,15204,02/14/2020,Alabama St.,7,SWAC,916,/team/7/15204,1,Prairie View ,553,SWAC,916,/team/553/15204,1,"New Orleans, LA",W,12-0,NA,/contests/1830162/box_score,https://stats.ncaa.org/contests/1830162/box_score,NA,NA,NA,NA
2020,15204,02/15/2020,Alabama St.,7,SWAC,916,/team/7/15204,1,Ark.-Pine Bluff ,2678,SWAC,916,/team/2678/15204,1,"New Orleans, LA",W,6-5,NA,/contests/1830652/box_score,https://stats.ncaa.org/contests/1830652/box_score,NA,NA,NA,NA
2020,15204,02/16/2020,Alabama St.,7,SWAC,916,/team/7/15204,1,Southern U. ,665,SWAC,916,/team/665/15204,1,"New Orleans, LA",W,5-2,10,/contests/1830790/box_score,https://stats.ncaa.org/contests/1830790/box_score,NA,NA,NA,NA
2020,15204,02/19/2020,Alabama,8,SEC,911,/team/8/15204,1,Alabama St.,7,SWAC,916,/team/7/15204,1,NA,L,3-10,NA,/contests/1831056/box_score,https://stats.ncaa.org/contests/1831056/box_score,NA,NA,NA,NA
