dataset,season,row_count,generated_at_utc
pbp,2017,2037996,2026-08-27 00:12:35 UTC
pbp,2018,1938120,2026-08-27 00:17:08 UTC
pbp,2019,940855,2026-08-27 19:44:20 UTC
pbp,2020,637684,2026-08-27 19:39:39 UTC
pbp,2021,1725312,2026-08-27 19:34:22 UTC
pbp,2022,2293785,2026-08-27 19:28:13 UTC
pbp,2023,335558,2026-08-27 19:22:58 UTC
pbp,2024,843540,2026-08-27 19:17:26 UTC
pbp,2025,844358,2026-08-27 13:23:53 UTC
pbp,2026,848005,2026-08-27 09:39:07 UTC
